l_orderkey	l_quantity	l_extendedprice
4587526	13.00	15160.73
4587526	48.00	82743.36
4605284	3.00	4156.38
4613986	28.00	34335.00
4621895	35.00	36540.35
4621895	6.00	10648.14
4631111	50.00	72477.00
4631111	2.00	2410.34
4631111	2.00	3475.58
4631207	32.00	40457.92
4635329	10.00	19919.20
4635329	44.00	44442.20
4642914	27.00	41785.20
4642914	39.00	47470.02
4669607	12.00	18655.20
4669607	10.00	10080.40
4679777	1.00	1477.39
4691136	41.00	69361.75
4698311	40.00	61899.20
4713092	30.00	29941.50
4713092	27.00	51457.68
4713092	35.00	52237.15
4713092	1.00	1287.37
4713991	35.00	40219.90
4713991	45.00	90627.75
4713991	20.00	36857.40
4713991	50.00	96742.50
4722276	8.00	10994.24
4726882	34.00	51053.38
4726882	12.00	14979.00
4743360	48.00	62604.00
4797633	42.00	74880.96
4797633	1.00	1436.48
4810503	15.00	24324.30
4815328	39.00	69489.42
4815328	26.00	50230.96
4815328	20.00	33535.40
4821953	29.00	29378.16
4838597	28.00	56531.16
4852581	44.00	62234.48
4852581	11.00	12552.21
4878244	5.00	9329.35
2589508	6.00	9903.54
2589508	8.00	10049.76
2613927	31.00	61625.52
2613927	43.00	78813.41
2613927	35.00	54059.25
2623333	23.00	38105.02
2636486	3.00	5474.55
2642662	37.00	45409.73
2661189	21.00	25835.46
2661189	37.00	58109.98
2661189	19.00	33206.68
2708551	21.00	26421.57
2726118	28.00	33718.72
2726118	22.00	35762.98
2756513	23.00	27442.91
2756513	47.00	87835.95
2769026	12.00	15554.76
2769026	47.00	83652.48
2770404	3.00	5237.22
2770404	19.00	20827.23
2798658	21.00	41767.32
2800132	30.00	37174.50
2800132	14.00	16930.06
2800132	42.00	56673.54
2805920	44.00	60206.52
2805920	43.00	49023.01
2818306	45.00	84324.60
2818306	33.00	31185.66
2834503	12.00	12936.24
2834503	45.00	75226.95
2834916	50.00	64409.50
2836807	27.00	35754.75
2836807	22.00	39354.26
2840384	40.00	72195.20
2840384	36.00	61913.16
2844385	10.00	10310.00
2847845	10.00	15365.60
2865890	50.00	97647.50
2865890	13.00	23736.18
2880710	18.00	22989.42
2881440	45.00	56304.90
2912868	35.00	60365.55
2945442	13.00	12935.00
2945442	15.00	24127.65
2946275	32.00	53171.84
2946275	27.00	41406.12
2973091	32.00	47730.88
2973091	27.00	48946.14
2974244	47.00	84774.37
2975138	26.00	29461.64
2975138	13.00	18974.15
2975877	41.00	76540.03
2975877	40.00	51813.20
2975877	38.00	70101.64
2990241	2.00	2442.54
2999202	4.00	5557.84
3004743	2.00	3717.74
3004743	12.00	17045.04
3004743	21.00	32896.29
3007269	19.00	29994.54
3023654	45.00	52879.50
3023654	7.00	11407.20
3050437	29.00	48129.85
3050437	28.00	27637.96
3050437	10.00	14964.70
3057701	29.00	39449.86
3095237	29.00	41833.08
3118211	50.00	53503.50
3118211	12.00	11412.36
3120674	46.00	90477.40
3221889	23.00	40820.63
2355364	10.00	12342.10
2367015	19.00	25198.37
2367015	15.00	29308.05
2367015	33.00	62465.70
2368423	25.00	46799.00
2378307	3.00	4378.65
2378307	26.00	50905.66
2398240	17.00	25016.18
2414244	41.00	54300.81
2414244	25.00	46798.50
2414244	34.00	55506.02
2435840	12.00	14978.76
2437414	8.00	10465.84
2443430	39.00	72924.93
2445153	1.00	1491.56
2461923	47.00	68872.39
2461923	15.00	18649.65
2468162	48.00	92685.12
2478213	34.00	61126.90
2485827	31.00	56663.97
2485827	30.00	39336.90
2489926	34.00	57483.80
2503073	35.00	43831.20
2503073	18.00	17118.18
2524452	34.00	52681.30
2524452	20.00	38758.80
2587173	32.00	32416.32
2587173	44.00	71085.08
2600996	26.00	49968.36
2600996	22.00	32504.78
2603745	24.00	41251.20
2651397	30.00	53962.50
2655457	5.00	7527.10
2655457	46.00	48577.38
2675331	50.00	63710.50
2679045	16.00	18049.60
2679045	24.00	26136.72
2680455	13.00	22394.58
2689828	31.00	63859.38
2739618	18.00	25980.66
2739618	43.00	62799.35
2739618	8.00	14582.88
2764676	18.00	21658.86
2773829	44.00	52850.60
2773829	19.00	25201.79
2773829	11.00	17948.48
2804453	4.00	7759.40
2804453	21.00	25899.51
2810851	15.00	25136.40
2810851	35.00	56651.00
2810851	33.00	55989.45
2818625	39.00	60513.18
2842305	35.00	65407.65
2855876	16.00	31022.72
2855876	23.00	33612.20
2856386	32.00	42986.24
2898691	39.00	39157.56
2898691	30.00	37625.40
2900325	26.00	26704.86
2900325	1.00	1329.26
2900325	13.00	20390.37
2914721	19.00	17594.19
2914721	45.00	71487.90
2916672	42.00	56548.38
2916672	40.00	79958.40
2954436	4.00	5417.72
2971200	44.00	52717.28
2972870	44.00	73021.96
2972870	23.00	30642.44
2972870	25.00	44318.50
2981313	3.00	3765.60
3692615	31.00	42078.47
3692615	50.00	56309.50
3729764	41.00	39894.23
3736576	50.00	96494.50
3743973	17.00	26596.16
3748035	46.00	46140.76
3748035	22.00	22991.76
3767844	12.00	11652.24
3767844	38.00	63219.08
3767844	9.00	16027.38
3779395	6.00	10264.44
3779395	40.00	71708.00
3784803	46.00	50186.92
3787937	32.00	44843.84
3793283	20.00	29569.00
3797444	4.00	7451.52
3797762	50.00	93340.50
3798467	34.00	65718.60
3798467	25.00	41866.75
3798467	30.00	49671.30
3799909	4.00	7827.84
3804226	21.00	41389.95
3807267	12.00	19904.16
3810052	28.00	34921.88
3810052	24.00	31015.20
3863585	13.00	25193.48
3883909	38.00	54394.72
3883909	33.00	35313.63
3892961	22.00	41731.58
3929029	15.00	16785.90
3943685	9.00	17296.65
3943685	46.00	83435.72
3943685	19.00	29632.40
3952005	13.00	25699.57
3952005	5.00	9809.65
3984770	10.00	20949.90
3998433	44.00	64698.92
3998433	36.00	57443.40
4005443	22.00	21759.54
4016546	33.00	55727.43
4016546	25.00	41365.25
4021796	26.00	39898.82
4021796	24.00	39950.64
4063137	4.00	6610.36
4066692	3.00	5029.80
4076224	16.00	26378.08
4076224	6.00	8624.64
4093025	22.00	26602.18
4108961	15.00	25434.60
4123488	30.00	57927.90
4139556	23.00	41120.78
4139556	31.00	44375.57
4148227	35.00	35876.05
4153735	49.00	73913.56
4153735	45.00	50491.80
4153762	34.00	44414.20
4165828	23.00	33475.12
4165828	27.00	37974.69
4206917	26.00	38440.74
4225824	22.00	33427.46
4239232	24.00	31108.80
4244228	17.00	26816.99
4244228	25.00	33034.50
4250112	23.00	41903.01
4289409	46.00	87344.80
4289409	49.00	81222.89
4296740	32.00	42220.16
4296740	36.00	63459.36
4296740	10.00	13093.30
4319335	19.00	22803.61
4319335	10.00	11030.30
4319335	16.00	32895.68
4330023	49.00	87107.79
4888547	17.00	29202.26
4888547	8.00	14045.68
4914368	42.00	78531.18
4914368	14.00	21818.44
4924037	44.00	84653.36
4925251	47.00	54483.34
4935937	43.00	70246.52
4935937	5.00	8343.70
4952711	2.00	2442.62
4954434	47.00	70803.15
4958243	45.00	84595.05
4976001	32.00	35809.28
4999392	4.00	6882.60
4999392	37.00	37704.11
5008449	24.00	25321.92
5008449	30.00	42431.40
5013665	38.00	39029.42
5023495	26.00	47652.28
5023495	26.00	25767.04
5023495	2.00	3759.88
5052197	32.00	40934.72
5091847	7.00	9074.24
5103873	33.00	52953.78
5103873	11.00	14689.29
5129731	15.00	30359.40
5157795	35.00	61027.75
5157795	29.00	42323.18
5179840	36.00	71133.48
5203751	27.00	44808.66
5208453	49.00	95249.63
5208453	12.00	15002.76
5235873	43.00	68610.37
5263393	27.00	45215.55
5271109	1.00	1747.79
5271109	29.00	40929.44
5271111	29.00	30481.03
5271111	19.00	24323.42
5356230	40.00	74234.40
5374342	44.00	70028.20
5374342	34.00	52820.70
5403877	39.00	46652.19
5403877	12.00	14835.00
5428802	33.00	50241.84
5432001	39.00	63203.40
5432001	37.00	69702.82
5504771	43.00	73391.11
5534435	49.00	89075.63
5536962	43.00	55264.03
5545223	6.00	8012.04
3225025	16.00	31151.68
3241955	20.00	21983.20
3243495	8.00	11835.04
3293892	34.00	57416.48
3310534	3.00	5447.61
3312423	20.00	28768.00
3337184	9.00	14748.03
3398052	5.00	8133.00
3402851	43.00	62889.22
3402851	39.00	37558.17
3402851	16.00	18081.44
3457252	32.00	54648.32
3474018	18.00	30287.52
3474018	18.00	19224.00
3487810	7.00	8689.24
3487810	19.00	25087.60
3487810	26.00	37633.70
3491649	21.00	22577.31
3501636	16.00	30495.52
3523779	27.00	32379.21
3548931	40.00	56172.00
3561797	1.00	1839.92
3575907	10.00	17336.50
3575907	48.00	89517.12
3580134	36.00	55746.00
3589604	5.00	6566.90
3610272	15.00	23497.20
3614368	25.00	40614.50
3616384	44.00	81173.84
3621729	2.00	3985.88
3621729	17.00	23909.65
3621729	8.00	12484.56
3622340	27.00	28892.43
3622758	12.00	19879.44
3622758	40.00	42002.00
3622885	45.00	64823.40
3622885	4.00	6778.60
3630727	30.00	54772.20
3630727	15.00	25389.60
3635361	15.00	26247.15
3648356	7.00	11434.78
3709570	32.00	64030.08
3709570	13.00	19661.72
3709570	23.00	32073.27
3723940	36.00	66775.68
3723940	48.00	67702.56
3723940	5.00	4790.00
3723940	4.00	7375.68
3740644	12.00	14354.76
3780454	40.00	68425.20
3812804	43.00	69989.38
4624103	34.00	43050.80
4624103	4.00	7807.44
4624103	16.00	27899.84
4633632	6.00	9501.54
4633632	37.00	61849.94
4637826	42.00	50706.18
4639431	33.00	51564.81
4692995	28.00	30413.04
4698017	7.00	9480.03
4702695	39.00	75145.98
4719973	44.00	57431.88
4737378	10.00	16807.60
4753600	35.00	38746.05
4767424	4.00	5405.32
4770305	40.00	72992.80
4782053	46.00	45128.30
4782053	40.00	45964.00
4805380	19.00	22861.75
4814215	24.00	39183.84
4814215	38.00	71740.58
4841572	47.00	65258.56
4841572	36.00	60142.68
4849377	11.00	18167.16
4911265	31.00	55792.56
4911265	50.00	97294.50
4911975	10.00	20679.80
4911975	12.00	17248.44
4925510	22.00	32218.56
4941863	30.00	31564.50
4941863	48.00	71590.08
4942403	44.00	74742.36
4960421	48.00	78034.08
4966727	45.00	83783.70
4968129	50.00	86184.00
4973539	14.00	25756.92
4973539	17.00	19909.89
4995873	45.00	49411.80
5003109	20.00	30670.80
5040612	42.00	49864.92
5042979	42.00	73656.24
5074439	2.00	3577.56
5082914	28.00	45797.64
5100261	31.00	42232.23
5107749	8.00	12131.52
5107749	44.00	67609.96
5107749	36.00	55461.60
5121190	18.00	20325.78
5121190	38.00	65731.26
5121190	17.00	31820.60
5132000	40.00	75958.00
5132000	15.00	25014.75
5140770	37.00	39632.18
5140770	35.00	49787.85
5161025	40.00	46048.40
5167748	30.00	36303.60
5183303	33.00	45882.54
5192548	32.00	40518.72
5195877	25.00	27450.50
5207458	10.00	12672.00
5207685	44.00	63728.28
5208421	2.00	3283.14
5218916	4.00	5537.84
5231589	35.00	34582.10
5233859	43.00	47171.86
5247648	15.00	22823.10
5247648	10.00	14754.80
4370304	45.00	59418.00
4370304	5.00	9639.50
4387367	3.00	5564.49
4407621	5.00	5215.50
4480295	47.00	61534.28
4480295	31.00	44128.19
4485092	42.00	58019.22
4485668	24.00	38268.00
4485765	50.00	68019.00
4485765	15.00	26276.25
4488097	23.00	26132.14
4488097	11.00	14302.75
4493505	1.00	1933.89
4494118	44.00	77031.24
4494118	9.00	10602.81
4504709	16.00	24712.16
4504709	14.00	16227.40
4518819	12.00	23878.92
4519653	39.00	56917.38
4522465	48.00	81824.64
4522465	46.00	83524.04
4564708	19.00	18487.19
4577602	27.00	32619.24
4589953	10.00	11181.50
4589953	14.00	16523.08
4600129	14.00	21440.30
4604038	40.00	46089.20
4604038	35.00	63134.40
4617920	14.00	14896.56
4617920	41.00	79125.08
4630147	22.00	27261.52
4639746	4.00	5493.72
4673348	43.00	84877.27
4690407	45.00	77968.80
4696130	16.00	23590.56
4717760	35.00	58614.15
4717760	26.00	42268.20
4717760	26.00	48407.06
4717760	24.00	39615.36
4724098	10.00	15664.90
4725570	24.00	29259.12
4755648	48.00	83169.12
4793058	12.00	11784.48
4798433	10.00	18108.20
4811140	8.00	9465.04
4832068	47.00	54617.29
4832068	21.00	38405.64
4860421	5.00	9714.45
4860421	4.00	5381.64
4871872	23.00	45607.62
4871872	34.00	41895.82
4886022	43.00	51741.04
4886022	25.00	29004.50
4892998	26.00	36122.06
4930500	27.00	50348.52
4930500	18.00	32739.30
4930530	50.00	78076.50
4930530	8.00	14918.96
4940704	18.00	36143.46
4966081	41.00	63001.01
4966081	29.00	38083.38
4981664	49.00	92504.65
5554116	41.00	54172.48
5569573	31.00	42946.47
5569573	46.00	53967.66
5573317	40.00	63746.80
5573317	50.00	59113.50
5593057	4.00	7435.32
5653606	27.00	53026.38
5663745	5.00	8903.70
5663745	4.00	4700.76
5671362	47.00	57069.75
5671362	49.00	73670.03
5671362	35.00	40076.75
5674084	46.00	91492.62
5679524	44.00	57125.64
5690787	25.00	41916.50
5697571	17.00	24540.01
5697571	41.00	39566.64
5697571	49.00	75389.44
5700674	48.00	96380.16
5700674	25.00	27203.75
5700674	3.00	3822.75
5726086	19.00	19001.71
5726086	46.00	66670.56
5726086	31.00	63921.07
5754464	48.00	92346.72
5783461	50.00	98149.00
5783461	48.00	48818.88
5809409	18.00	29893.50
5809409	9.00	15621.21
5809409	7.00	12563.32
5841062	5.00	7657.35
5892006	4.00	5609.76
5892006	50.00	67264.50
5906183	16.00	21492.80
5957344	47.00	90655.01
5962247	40.00	37720.40
5993894	19.00	27901.88
5999330	47.00	59887.40
5999330	16.00	23945.12
5999330	40.00	71394.00
102	37.00	70407.67
102	25.00	35083.00
9154	46.00	58158.26
9154	47.00	71507.68
14145	40.00	59180.00
28167	32.00	52310.72
41600	33.00	64711.02
41600	22.00	25807.76
41600	26.00	48485.84
41600	27.00	55241.73
58146	47.00	94375.53
58146	48.00	65249.28
58979	17.00	20591.59
59328	5.00	9129.00
68579	10.00	13773.00
82339	3.00	4516.47
91751	12.00	11568.36
91751	46.00	51112.44
101760	26.00	51191.66
135078	15.00	20615.55
138759	30.00	33783.00
138759	48.00	55730.88
153857	5.00	5450.15
157153	3.00	3555.27
170406	18.00	32143.32
2253093	2.00	3783.84
2292967	10.00	17297.70
2294944	33.00	62396.07
2304386	25.00	47274.00
2304386	29.00	44851.98
2309351	43.00	81608.84
2331111	19.00	32125.01
2331111	11.00	20557.79
2331111	5.00	5730.55
2331111	15.00	23212.05
2355334	24.00	40238.16
2368229	10.00	13533.40
2368229	11.00	18036.15
2368229	1.00	1083.05
2369412	43.00	67061.51
2404640	9.00	17224.83
2411268	11.00	17122.71
2411268	45.00	43292.70
2413377	15.00	23964.75
2413377	22.00	25215.52
2419815	22.00	33761.64
2430914	3.00	4789.83
2431397	13.00	22591.27
2435398	11.00	17133.16
2446657	45.00	77203.80
2446657	44.00	74218.32
2446657	27.00	43002.36
2454850	45.00	42570.00
2454850	21.00	39497.85
2470049	5.00	5060.15
2476323	26.00	32765.46
2508517	13.00	26441.09
2518855	38.00	55609.58
2546087	23.00	46666.08
2563329	24.00	22488.72
2574213	11.00	14579.40
2574213	7.00	13046.46
2574278	45.00	75723.75
2575363	39.00	77606.49
2575363	16.00	23718.72
2596866	37.00	55036.76
2650624	34.00	46149.90
2663943	45.00	85045.95
2663943	9.00	14656.77
2665734	26.00	51063.48
2668485	20.00	31551.60
2668485	15.00	15436.20
2678819	25.00	35733.50
2687268	22.00	40100.06
2687813	43.00	70421.96
2702243	8.00	8776.24
2709124	7.00	9333.10
2709124	32.00	30657.28
2718374	46.00	81731.88
2718374	29.00	43744.47
2728165	45.00	48877.65
2728165	44.00	53292.36
2746245	15.00	20661.75
2746245	44.00	74565.48
2750404	36.00	71133.84
2757537	14.00	24483.06
2776993	11.00	11880.55
2776993	14.00	20516.30
2787527	14.00	25939.06
2787527	42.00	42842.94
2807236	4.00	5633.72
2824035	4.00	7739.84
2824035	2.00	2062.04
2826278	40.00	57980.00
2839845	10.00	15764.70
2839845	17.00	22818.08
2860422	8.00	10098.16
2632612	9.00	10783.98
2632612	19.00	35888.91
2640167	19.00	36647.96
2662689	7.00	10300.43
2662689	48.00	77117.76
2662689	19.00	24078.13
2662689	46.00	81413.56
2685763	7.00	9795.66
2723712	12.00	22653.72
2723712	33.00	50838.81
2723712	14.00	21048.58
2790241	44.00	45012.00
2802210	7.00	8071.84
2806880	15.00	25420.50
2806880	1.00	1274.24
2808611	5.00	6186.45
2808611	16.00	27163.52
2857730	50.00	62562.00
2910080	38.00	50857.30
2926437	39.00	66833.13
3002945	39.00	77101.44
3002945	28.00	45071.32
3019169	20.00	26447.60
3022212	4.00	5045.16
3022212	25.00	23625.75
3036613	5.00	10039.95
3036613	5.00	9839.90
3036613	43.00	51864.88
3036613	3.00	4801.56
3041188	37.00	49298.06
3041188	43.00	73858.95
3041188	16.00	17987.20
3044032	4.00	6490.16
3044032	19.00	26569.41
3066081	12.00	12768.84
3067748	34.00	49246.62
3092290	25.00	37512.75
3103076	22.00	26160.64
3109798	37.00	44442.92
3109798	40.00	72993.60
3118118	41.00	62261.78
3119521	39.00	63593.40
3142048	3.00	3831.60
3154310	31.00	35809.96
3176580	18.00	18811.26
3176580	16.00	25304.32
3201731	17.00	20811.06
3201731	33.00	57842.40
3212006	32.00	58042.88
3262977	15.00	19594.65
3266403	20.00	30649.80
3266403	5.00	8958.60
3289735	48.00	49638.24
3298242	38.00	42294.76
3303237	23.00	35617.57
3304034	45.00	65491.20
3312515	48.00	51749.76
3312515	17.00	29184.58
3346496	8.00	15799.52
3346496	5.00	9984.65
3346496	1.00	1306.21
3349569	44.00	48094.64
3355236	25.00	45243.75
3355236	24.00	37668.24
3357730	44.00	56817.64
3371267	18.00	32052.42
3384292	5.00	7907.85
3384292	39.00	74952.15
3401094	3.00	4165.11
3416711	7.00	9193.66
3425060	21.00	32244.03
3425060	32.00	45964.80
3425060	48.00	83938.08
3426534	10.00	19289.70
3426534	41.00	69850.47
3433920	45.00	59459.40
3433920	13.00	23084.23
3433920	18.00	28630.80
3442055	10.00	15134.70
3442055	36.00	54592.56
3442055	8.00	12317.04
3533958	48.00	58758.72
3564195	42.00	72814.14
3564195	20.00	23605.40
3564195	36.00	66813.84
3564195	10.00	18127.30
3609124	50.00	66970.50
3609124	3.00	3787.08
5003748	13.00	25087.79
5014598	25.00	48846.25
5014598	30.00	55193.40
5014598	10.00	12032.00
5026115	30.00	38496.30
5026788	40.00	64905.60
5062692	15.00	18333.45
5072482	25.00	41314.50
5072482	1.00	1796.75
5081764	29.00	36520.57
5081764	41.00	73746.70
5088261	46.00	50375.98
5107809	22.00	20658.44
5110337	45.00	76488.30
5110337	20.00	36897.80
5128740	39.00	51217.14
5128740	4.00	4992.64
5164098	25.00	24651.25
5164098	13.00	19193.72
5168516	44.00	64877.56
5187169	29.00	54081.81
5188709	49.00	82994.73
5190528	3.00	4997.16
5203875	33.00	62796.69
5203875	7.00	11497.99
5206337	46.00	63585.34
5206757	17.00	22769.29
5218465	23.00	31358.43
5219233	34.00	48092.32
5219233	42.00	56629.86
5224673	43.00	51822.31
5224673	5.00	6036.20
5237826	12.00	17753.52
5237826	25.00	40142.25
5237826	31.00	35715.41
5266436	18.00	24557.04
5271872	8.00	15575.44
5272642	47.00	62756.28
5272642	12.00	18846.00
5273862	9.00	15226.02
5273862	47.00	94747.77
5277061	28.00	45907.40
5277061	34.00	35974.38
5287458	10.00	20089.30
5320001	8.00	13773.60
5320001	32.00	52274.24
5321953	27.00	42889.50
5322918	40.00	65183.60
5323235	35.00	38539.55
5323235	9.00	9981.54
5323235	21.00	27769.35
5328993	15.00	20179.05
5342340	37.00	47295.25
5344003	25.00	31432.25
5389280	42.00	55154.82
5389280	26.00	43800.12
5398020	33.00	58237.41
5416455	7.00	11623.92
5416455	45.00	65181.60
5416455	14.00	22379.42
5418438	45.00	63284.40
5418855	1.00	1512.49
5418855	34.00	36278.68
5424481	29.00	34023.09
5435463	26.00	36827.44
5435463	2.00	2434.24
5437410	25.00	36160.50
5465703	31.00	29512.31
5467011	35.00	43160.95
5467011	50.00	73275.50
5467776	30.00	35914.80
5487877	49.00	56306.88
5496039	36.00	45405.36
5505093	48.00	83942.40
5505093	43.00	62329.36
5530374	32.00	38725.44
5536224	23.00	41992.02
5543366	46.00	55759.82
5549728	11.00	13565.97
5549728	37.00	42070.85
5553061	7.00	11561.55
5553061	29.00	46212.66
5558855	8.00	15079.36
5558855	11.00	19257.70
5561734	43.00	43605.01
5570208	9.00	12748.59
5575334	48.00	84324.00
5575334	1.00	1197.15
5575334	18.00	30596.04
5607942	2.00	3745.80
5615618	6.00	10792.56
5615618	29.00	56604.81
3699876	30.00	50658.90
3707616	11.00	16009.29
3739334	40.00	46288.40
3767458	19.00	33817.15
3776737	48.00	88122.24
3776737	30.00	36847.80
3789830	21.00	26044.83
3822854	7.00	9059.54
3847810	5.00	7442.15
3849026	3.00	4137.90
3852420	36.00	53404.92
3889543	40.00	56774.80
3889543	39.00	68164.98
3900933	42.00	81557.28
3900933	1.00	1309.21
3900933	6.00	11164.68
3900933	35.00	41443.50
3913697	45.00	73737.90
3918151	6.00	11405.10
3934247	5.00	8338.30
3934247	1.00	1434.46
3944610	27.00	38431.53
3952354	4.00	5513.48
3952354	38.00	61699.08
3959878	39.00	41929.68
3959878	21.00	30478.35
3987111	21.00	29829.87
4011426	21.00	31678.50
4037893	20.00	19180.60
4037893	47.00	91931.06
4053059	43.00	51696.32
4053059	12.00	17466.12
4056071	43.00	64865.50
4056071	10.00	11571.60
4056071	30.00	54712.20
4063171	9.00	15865.65
4092133	5.00	6251.30
4102247	36.00	63960.48
4145671	9.00	10666.26
4145671	19.00	33760.15
4218180	19.00	21797.37
4235428	47.00	86091.78
4301633	42.00	62939.10
4301633	1.00	1807.82
4313281	49.00	65476.74
4316167	11.00	17507.93
4346439	10.00	15745.40
4346439	21.00	27602.19
4346439	40.00	74076.40
4381216	5.00	5550.45
4474083	31.00	40648.44
4476896	42.00	58442.16
4476896	11.00	15867.72
4496769	2.00	3583.68
4496769	13.00	20598.37
4528482	33.00	46905.54
4528482	23.00	38355.49
4547618	43.00	49152.87
4572293	1.00	1361.43
4589346	18.00	23297.22
4589346	33.00	48922.83
4589346	5.00	5575.35
4611552	33.00	38749.26
4621760	27.00	51591.87
5650660	36.00	44683.20
5681090	34.00	55001.46
5713185	4.00	7435.40
5713185	29.00	49554.33
5723360	15.00	17763.60
5728130	36.00	61689.96
5728130	1.00	1549.53
5734116	10.00	12121.90
5734116	2.00	3237.24
5734116	46.00	58894.72
5749602	2.00	2308.18
5749602	21.00	36870.54
5751074	21.00	24490.20
5788544	44.00	66634.92
5822246	35.00	64080.10
5828417	39.00	54535.26
5851649	33.00	40166.94
5861348	41.00	54503.35
5866979	23.00	36512.96
5866979	23.00	24932.00
5870114	27.00	44186.58
5870114	12.00	18318.36
5883527	9.00	16144.20
5883527	29.00	43687.34
5883527	38.00	66791.08
5908385	16.00	23623.84
5923907	7.00	10523.87
5929536	38.00	67708.02
5929894	44.00	80510.32
5933414	32.00	47692.48
5939552	14.00	18469.50
5964935	41.00	70344.52
27200	11.00	19422.59
36708	22.00	40145.82
52288	38.00	72955.06
53283	48.00	80333.76
55492	50.00	100997.00
55492	19.00	26684.17
61862	2.00	2518.66
76292	1.00	1592.53
82727	16.00	20693.92
84832	3.00	4095.78
101156	28.00	42575.40
101156	44.00	55888.36
116324	34.00	48054.24
131111	30.00	31442.10
131111	9.00	16729.11
131111	18.00	22594.14
131111	19.00	29897.07
131111	13.00	17943.64
142753	44.00	83244.48
142753	17.00	30989.30
149314	15.00	21154.80
149314	13.00	17294.42
155744	14.00	21512.68
160516	49.00	80589.32
160516	31.00	44091.92
171234	32.00	60734.40
171234	40.00	73592.40
213253	24.00	40626.00
213253	46.00	72246.68
213253	41.00	54013.40
231200	31.00	38415.82
264807	9.00	14810.13
264807	39.00	48216.87
3001223	1.00	1154.18
3014976	50.00	87183.50
3036614	28.00	35342.16
3036614	37.00	53963.39
3087969	44.00	54083.48
3091556	13.00	23515.57
3099074	36.00	42560.28
3099074	3.00	5441.58
3120864	11.00	14248.96
3126275	43.00	82381.12
3126275	17.00	22906.14
3126599	35.00	44774.45
3194949	32.00	44812.48
3212259	43.00	41108.86
3212259	3.00	4934.07
3212259	30.00	35072.10
3235847	43.00	82986.99
3270532	15.00	19039.80
3277829	49.00	68229.07
3279495	4.00	7375.52
3279495	19.00	21111.28
3281891	42.00	59023.44
3317953	45.00	61080.30
3322631	14.00	22661.66
3387878	36.00	60649.20
3387878	30.00	47835.60
3387878	38.00	69265.26
3387878	3.00	3459.72
3420161	49.00	67585.21
3428834	44.00	56109.68
3436003	48.00	97151.04
3454787	18.00	26593.20
3454787	2.00	2556.60
3457696	29.00	50888.04
3511046	27.00	47433.60
3511046	39.00	52897.65
3518468	44.00	88923.12
3520583	27.00	47430.90
3539424	31.00	63920.76
3539424	37.00	52440.47
3539424	15.00	19053.45
3573830	8.00	16215.36
3573830	29.00	46910.40
3578851	15.00	16185.45
3578851	34.00	46998.54
3578851	14.00	25982.46
3579302	12.00	16192.32
3579302	46.00	63726.56
3591652	22.00	23014.20
3591652	29.00	31470.22
3591652	37.00	63557.12
3597889	12.00	16023.12
3597889	13.00	21002.41
3618023	42.00	50198.40
3618023	27.00	43649.82
206401	30.00	47476.20
208263	8.00	14902.32
209408	39.00	51766.26
211621	21.00	27598.83
212035	15.00	23244.15
212035	16.00	28427.84
232228	19.00	33301.87
232228	38.00	72953.92
275268	40.00	66544.00
293827	34.00	44615.82
293827	5.00	7542.30
301860	6.00	8288.70
301860	7.00	7932.12
306439	49.00	95449.06
306439	18.00	37259.46
306439	36.00	69367.68
308385	41.00	71777.88
310944	17.00	24131.50
356514	2.00	2640.60
356514	1.00	1594.56
363271	26.00	34900.58
363271	25.00	28277.50
365666	15.00	20660.25
404514	25.00	49724.75
410150	35.00	64462.30
442530	7.00	12212.83
454816	50.00	84638.00
455175	9.00	12676.50
471653	28.00	42323.40
471653	43.00	83461.28
471653	44.00	59639.36
488418	24.00	35650.56
488418	20.00	19320.80
529893	44.00	68000.68
529893	38.00	72499.44
536807	34.00	45165.60
536807	35.00	60013.80
545029	32.00	39493.76
558977	3.00	5801.97
558977	40.00	50374.00
575077	16.00	27419.04
595782	47.00	56643.93
595782	19.00	27007.55
604486	46.00	68473.30
633799	26.00	31726.24
637927	19.00	18791.00
637927	43.00	44681.30
680357	24.00	40310.40
680357	22.00	30982.82
711329	9.00	10675.80
711329	9.00	13712.40
711329	22.00	25610.42
714244	22.00	42546.24
716902	15.00	23994.75
739105	31.00	47136.74
776355	26.00	34720.14
776933	41.00	72190.75
776933	29.00	35443.80
780003	21.00	35106.75
780422	20.00	27505.80
807172	7.00	9094.89
807172	14.00	26655.02
2892451	1.00	1622.64
2941313	25.00	42494.75
2962306	50.00	81380.50
2962306	23.00	33937.42
2963301	36.00	46483.92
2973380	50.00	64118.00
2994055	19.00	27975.60
2994055	34.00	64054.98
3002629	3.00	5426.13
3002629	29.00	52138.52
3020194	36.00	70629.12
3028997	22.00	26381.30
3057703	23.00	43904.93
3066243	44.00	52372.32
3076997	29.00	52714.75
3101568	29.00	34745.77
3113505	34.00	36992.00
3113505	7.00	12767.09
3202501	16.00	21604.80
3238945	4.00	5593.44
3238945	39.00	52743.21
3286946	12.00	20960.28
3296678	2.00	2658.56
3296678	15.00	22102.65
3327650	37.00	44815.51
3328741	43.00	72140.24
3332864	24.00	36708.96
3334820	39.00	69916.47
3382724	34.00	40430.42
3386306	27.00	34839.18
3406786	18.00	19891.98
3416262	7.00	13824.51
3416262	42.00	78411.06
3420837	46.00	78004.96
3420837	41.00	47486.20
3420837	33.00	58498.77
