l_orderkey	l_linenumber	l_quantity
5926176	3	14.00
5974978	4	6.00
5974978	5	15.00
5974978	7	17.00
5984289	5	38.00
5984289	6	30.00
5988097	1	9.00
5988097	6	17.00
5988736	1	16.00
17056	2	49.00
17056	5	50.00
20195	1	40.00
25122	2	29.00
44803	2	21.00
44803	3	10.00
44803	4	48.00
123138	2	27.00
131810	3	18.00
131810	4	36.00
131810	6	3.00
194434	1	29.00
254689	2	4.00
290211	2	40.00
318438	2	35.00
330566	5	14.00
330566	6	34.00
340388	2	28.00
345858	1	19.00
427398	1	12.00
446979	1	37.00
480899	1	13.00
508131	1	7.00
508131	3	45.00
508131	4	6.00
516101	2	35.00
524198	2	12.00
524198	4	9.00
524198	5	6.00
524198	6	20.00
547525	3	26.00
5559527	1	26.00
5582691	1	31.00
5586403	1	2.00
5589509	1	40.00
5614086	1	38.00
5618659	3	32.00
5644097	1	32.00
5644097	5	46.00
5659460	4	10.00
5659460	6	23.00
5668100	2	12.00
5668807	3	9.00
5669220	4	22.00
5669220	6	12.00
5673440	1	9.00
5673440	3	32.00
5675078	3	9.00
5693827	7	20.00
5697671	1	44.00
5697671	4	28.00
5733060	2	10.00
5751939	5	49.00
5751939	7	48.00
5780388	2	9.00
5834885	4	42.00
5841282	5	3.00
5844294	2	7.00
5870656	1	11.00
5870656	2	15.00
5870656	4	2.00
5870656	6	22.00
5899430	1	14.00
5903744	4	16.00
5903744	6	45.00
5924802	4	35.00
5925381	1	17.00
5925381	4	30.00
5926912	3	34.00
5926912	4	46.00
5940929	1	1.00
5940929	3	7.00
5940929	5	1.00
5952036	2	45.00
5952999	1	20.00
5955557	2	48.00
5955557	4	8.00
5973314	4	16.00
5974567	3	50.00
5995489	2	50.00
5995687	4	43.00
20257	1	36.00
20257	3	48.00
38276	1	37.00
38276	2	10.00
38276	3	36.00
52903	4	21.00
56519	1	30.00
72615	1	17.00
82343	1	31.00
82565	4	42.00
90529	3	9.00
112967	5	28.00
126816	1	46.00
128423	4	49.00
128423	5	4.00
128423	6	41.00
128423	7	22.00
146049	3	45.00
146049	4	35.00
148482	3	10.00
164966	2	42.00
166756	1	47.00
166756	7	38.00
185985	4	8.00
196736	1	4.00
216835	3	7.00
216835	4	23.00
1110469	2	35.00
1113635	3	25.00
1113635	7	40.00
1127013	2	44.00
1175585	2	32.00
1177318	2	19.00
1198628	1	33.00
1198628	2	45.00
1206308	2	30.00
1206308	6	16.00
1206308	7	7.00
1224423	2	43.00
1224423	3	3.00
1224423	4	22.00
1229062	1	32.00
1230688	3	20.00
1248000	2	5.00
1275745	2	47.00
1294341	2	27.00
1302688	1	1.00
1302688	3	41.00
1313830	4	4.00
1316007	1	41.00
1316007	4	28.00
1322912	1	13.00
1322912	2	9.00
1325282	4	48.00
1339908	2	39.00
1345063	3	49.00
1378177	4	13.00
1378177	5	39.00
1400354	2	7.00
1413767	3	39.00
1420194	4	26.00
1422464	4	32.00
1446884	2	12.00
1447206	7	19.00
1463873	1	16.00
1465153	1	15.00
1465153	5	26.00
1491719	2	11.00
1491719	3	38.00
1491719	4	35.00
1517216	4	40.00
1520228	5	40.00
1522214	3	26.00
1522597	1	32.00
1536800	3	18.00
1536800	5	43.00
1549248	1	11.00
1566342	1	15.00
1570759	1	19.00
1574242	7	19.00
1594724	2	24.00
1599972	1	15.00
1614439	1	9.00
1689351	2	2.00
1689351	4	5.00
1689351	7	44.00
1696389	3	7.00
1710918	2	35.00
1710918	3	21.00
1720832	1	47.00
1723137	2	10.00
2157345	1	45.00
2163907	2	15.00
2163907	3	7.00
2163907	4	37.00
2163907	5	39.00
2163907	6	41.00
2199111	1	3.00
2199111	4	12.00
2238438	1	6.00
2239554	4	6.00
2243843	2	45.00
2255239	6	9.00
2258753	1	45.00
2279043	1	4.00
2284774	3	22.00
2290340	3	10.00
2308036	3	24.00
2308036	6	40.00
2312548	1	35.00
2322691	1	23.00
2327555	2	34.00
2327555	3	4.00
2381764	2	39.00
2409761	2	45.00
2414754	7	36.00
2431141	1	14.00
2431141	2	19.00
2446405	1	30.00
2446405	3	1.00
2446405	4	30.00
2446405	6	34.00
2450918	4	45.00
2473760	5	45.00
2476451	3	48.00
2511427	1	7.00
2515619	2	3.00
2526821	2	26.00
2533505	1	14.00
2547394	1	42.00
2549473	3	44.00
2549991	3	11.00
2562148	1	39.00
2573221	4	19.00
2581765	3	2.00
2589924	6	2.00
2606177	1	22.00
2606177	2	37.00
2606177	4	5.00
2609606	2	44.00
2609606	5	15.00
2612865	1	22.00
2629762	4	11.00
2644291	1	23.00
2644291	2	7.00
2645153	1	11.00
2645153	3	34.00
2646823	2	11.00
2650085	3	40.00
2653607	7	14.00
2673445	1	47.00
2673445	3	27.00
2684260	3	44.00
2684260	4	33.00
2685952	1	45.00
2705348	2	14.00
2705348	3	29.00
2705348	5	44.00
2705445	5	42.00
2720481	1	42.00
2720481	4	46.00
2720481	5	39.00
2735908	2	36.00
2740740	3	34.00
2740740	4	5.00
2740740	5	32.00
2742050	1	31.00
2749025	1	23.00
2749025	2	44.00
2750087	3	3.00
2760422	5	18.00
2783270	4	35.00
2788198	2	39.00
2831649	1	28.00
2833155	5	29.00
2837831	1	50.00
2837831	2	44.00
2837831	5	29.00
574720	3	46.00
574720	4	47.00
595075	3	50.00
602439	2	44.00
606304	2	47.00
652160	2	21.00
717542	2	39.00
717542	3	41.00
717542	4	1.00
717542	6	33.00
774853	2	21.00
836101	2	34.00
836101	3	7.00
844519	4	1.00
867047	1	2.00
898498	2	25.00
908839	1	34.00
914081	3	46.00
914081	4	39.00
917893	1	37.00
917893	5	20.00
930756	4	45.00
943875	2	43.00
958435	3	20.00
967175	1	33.00
1019142	5	46.00
1038145	2	3.00
1038145	7	43.00
1085376	1	23.00
1101282	3	15.00
1101282	6	15.00
1181831	3	8.00
1183462	1	1.00
1183462	2	25.00
1232739	1	5.00
1232739	2	13.00
1233606	3	2.00
1233606	4	1.00
1237671	1	10.00
1237671	3	41.00
1237671	4	9.00
1250085	6	15.00
1407042	1	37.00
1407042	6	16.00
1416548	4	5.00
1424710	2	46.00
1465508	7	13.00
1485505	1	46.00
1485505	2	34.00
1485505	3	6.00
1536483	2	27.00
1536483	3	46.00
1536483	4	50.00
1536483	5	34.00
1543201	5	3.00
1543201	7	39.00
1620579	2	1.00
1663622	2	6.00
1783749	1	29.00
1783749	2	7.00
1822502	1	33.00
1867783	4	15.00
1869697	1	34.00
1869697	3	18.00
1939972	2	47.00
1965635	1	38.00
2005186	2	7.00
2005186	3	46.00
2005765	2	47.00
2026791	2	42.00
2026791	3	30.00
2047010	3	20.00
2047010	6	50.00
2073955	2	29.00
2073955	3	14.00
2073955	6	5.00
2121571	3	30.00
2153735	2	24.00
224167	3	18.00
231296	1	28.00
231296	2	38.00
231296	4	45.00
231296	6	13.00
232802	1	6.00
232802	4	4.00
236935	5	18.00
269922	3	44.00
270983	4	1.00
285824	4	6.00
288128	1	47.00
288128	3	19.00
288128	4	46.00
319591	1	50.00
319591	5	44.00
342915	2	46.00
369155	5	9.00
373925	2	15.00
373925	4	14.00
373925	6	6.00
383072	2	30.00
383072	4	5.00
383072	6	27.00
383072	7	34.00
393478	2	11.00
393478	5	44.00
402022	1	15.00
404803	3	24.00
414242	4	18.00
433127	4	44.00
438530	3	47.00
438530	4	28.00
457026	1	3.00
457026	4	30.00
457026	6	21.00
458914	1	18.00
458914	5	32.00
465957	1	44.00
465957	3	34.00
465957	6	19.00
471264	3	46.00
479456	1	16.00
479456	5	37.00
481986	2	40.00
487523	3	4.00
495330	1	7.00
509991	1	21.00
509991	6	25.00
511812	3	2.00
556835	2	13.00
571840	6	44.00
585538	2	13.00
587105	1	16.00
595013	2	40.00
604614	1	44.00
612897	1	37.00
628962	1	28.00
628962	2	12.00
631911	2	26.00
631911	3	21.00
633186	1	26.00
633186	2	24.00
644518	5	46.00
661986	4	21.00
661986	5	16.00
661986	6	23.00
664067	1	7.00
664067	2	9.00
668263	2	1.00
668263	5	15.00
669442	6	33.00
670852	1	33.00
670852	2	16.00
670852	4	24.00
686976	3	18.00
695686	2	22.00
695686	4	21.00
737217	2	21.00
737217	7	49.00
761345	5	29.00
780740	1	32.00
815621	2	1.00
816323	1	12.00
816705	3	33.00
816705	4	27.00
817220	3	35.00
833507	1	46.00
835584	1	40.00
835584	3	49.00
835874	2	5.00
835874	3	17.00
839683	1	34.00
839683	3	24.00
839683	6	12.00
839683	7	5.00
859108	3	3.00
864192	2	26.00
853442	1	35.00
853767	5	12.00
872321	5	39.00
881349	1	46.00
881349	2	26.00
892868	2	9.00
892868	7	43.00
909794	1	20.00
909794	2	35.00
909794	4	4.00
909794	5	43.00
909794	7	22.00
926629	1	12.00
926629	2	18.00
926629	5	21.00
926629	6	46.00
930052	1	45.00
937794	3	16.00
939747	1	17.00
951077	1	45.00
956225	2	32.00
956225	6	37.00
956354	1	47.00
956928	3	18.00
977575	1	34.00
977575	4	47.00
977762	3	46.00
991108	2	46.00
991523	2	20.00
993700	1	39.00
993700	4	35.00
1017830	1	38.00
1017830	3	1.00
1017830	4	8.00
1048418	1	17.00
1049990	4	24.00
1049990	6	9.00
1051938	4	11.00
1054630	2	36.00
1054630	4	20.00
1058982	4	27.00
1061287	3	21.00
1061344	1	44.00
1061344	3	24.00
1061856	1	2.00
1061856	2	26.00
1111206	2	49.00
1127620	4	23.00
1127620	5	35.00
1133190	1	24.00
1133190	4	22.00
1152198	2	13.00
1169476	2	31.00
1217060	1	20.00
1217060	2	21.00
1217060	3	10.00
1262338	2	46.00
1265125	1	26.00
1275398	1	27.00
1275398	2	17.00
1275398	3	33.00
1275398	4	12.00
1287683	1	30.00
1296224	4	25.00
1318914	1	46.00
1322400	1	10.00
1327874	4	30.00
1345958	1	32.00
1354886	5	9.00
1355778	5	22.00
1381318	2	48.00
1390432	3	4.00
1399493	2	32.00
1400006	1	28.00
1400006	3	16.00
1405442	1	21.00
1405442	3	16.00
1405442	5	16.00
1416610	1	17.00
1424707	1	49.00
1433380	1	19.00
1433380	4	47.00
1433380	6	13.00
1442818	1	3.00
2847650	2	44.00
2847650	7	5.00
2849730	3	17.00
2849730	5	44.00
2849730	7	22.00
2862688	1	36.00
2870912	1	5.00
2882471	1	26.00
2901159	3	3.00
2902209	2	4.00
2944802	4	48.00
2945570	5	24.00
2952162	6	34.00
3021474	3	37.00
3021474	4	9.00
3021474	6	24.00
3029892	2	10.00
3036163	1	38.00
3051780	1	37.00
3051780	2	12.00
3056516	3	15.00
3069221	1	13.00
3082272	1	31.00
3082272	2	4.00
3097187	1	2.00
3097187	6	45.00
3116487	1	31.00
3131460	2	4.00
3133186	2	21.00
3133186	5	42.00
3153222	2	5.00
3153222	3	1.00
3156420	1	22.00
3157543	1	46.00
3157543	3	16.00
3174625	2	23.00
3177925	3	50.00
3196999	2	40.00
3203937	2	23.00
3203937	3	23.00
3206881	3	12.00
3219201	2	39.00
3219201	4	47.00
3286979	6	21.00
3293280	1	44.00
3293280	5	50.00
3308420	4	15.00
3340195	3	37.00
3358403	2	32.00
3358403	3	41.00
3364675	1	3.00
3364675	2	12.00
3364675	5	18.00
3379716	3	6.00
3379716	4	10.00
3385443	1	14.00
3385443	3	19.00
3413190	5	14.00
3413190	6	18.00
3420992	2	27.00
3421222	3	32.00
3444450	1	5.00
3459267	3	2.00
3459267	4	22.00
3483685	2	45.00
3492582	4	40.00
3492582	5	50.00
3492582	7	10.00
5824642	1	4.00
5824642	3	20.00
5845505	2	49.00
5869412	4	45.00
5884544	2	16.00
5902021	2	44.00
5902021	3	18.00
5902021	4	23.00
5907554	1	18.00
5916455	1	17.00
5950273	3	50.00
5950273	7	35.00
5951330	3	30.00
5951330	5	12.00
5960806	1	26.00
5962343	5	46.00
5962880	1	10.00
5966054	2	49.00
5968837	1	27.00
5971972	1	5.00
11746	1	22.00
11746	2	6.00
28417	1	10.00
30242	1	46.00
34019	1	19.00
54404	1	17.00
54404	5	27.00
56964	2	46.00
66145	3	7.00
74567	3	28.00
74567	4	18.00
82848	1	13.00
82848	2	47.00
91431	3	40.00
91431	7	41.00
108513	2	10.00
119649	1	36.00
134439	4	5.00
134439	5	46.00
152231	2	48.00
152448	1	38.00
152448	2	23.00
152448	3	31.00
153062	2	25.00
153062	3	11.00
153062	4	46.00
188390	4	6.00
188390	5	8.00
209126	2	44.00
228356	2	45.00
239878	1	44.00
239878	2	47.00
239878	3	42.00
239878	4	13.00
240547	3	36.00
251648	2	41.00
255943	6	41.00
259975	1	31.00
259975	2	50.00
267264	5	1.00
268512	1	25.00
268512	4	15.00
268512	5	45.00
282083	5	1.00
315493	3	31.00
315938	1	27.00
315938	2	42.00
315938	3	39.00
315938	5	27.00
334182	2	21.00
334182	3	9.00
347936	2	12.00
385088	3	18.00
395780	2	39.00
395780	5	35.00
428007	3	40.00
428007	5	17.00
430662	1	10.00
877127	2	50.00
893857	1	15.00
893857	2	17.00
893857	3	30.00
893857	6	8.00
908257	3	26.00
908868	1	6.00
908868	2	22.00
916775	3	26.00
916775	5	3.00
929830	2	24.00
929830	4	5.00
945410	1	30.00
952385	3	2.00
952385	4	7.00
952385	7	49.00
975783	2	8.00
975783	5	2.00
975783	7	8.00
987877	2	1.00
998820	5	9.00
999653	4	6.00
1093059	3	11.00
1110662	5	15.00
1111205	3	12.00
1123652	1	26.00
1123652	2	36.00
1143136	4	44.00
1157632	2	28.00
1164164	3	1.00
1174624	5	38.00
1198787	4	10.00
1211430	3	6.00
1233318	4	17.00
1236323	3	21.00
1239525	4	44.00
1251335	1	33.00
1251335	3	32.00
1262946	2	29.00
1262946	4	43.00
1262946	6	24.00
1276805	2	41.00
1276805	3	42.00
1280481	2	17.00
1286850	4	50.00
1291591	1	32.00
1291591	2	50.00
1291591	4	4.00
1332225	5	33.00
1362471	6	13.00
1362471	7	34.00
1389219	1	19.00
1424483	2	27.00
1424483	3	2.00
1427649	5	35.00
1451203	5	38.00
1452389	2	21.00
1452389	4	4.00
1452833	2	14.00
1472644	4	19.00
1479876	1	30.00
1480007	1	2.00
1480007	2	10.00
1493027	2	48.00
1493027	3	2.00
1496644	1	2.00
1496644	6	45.00
1483712	1	11.00
1489858	2	25.00
1502018	4	5.00
1538178	2	31.00
1578944	4	10.00
1583813	4	13.00
1584903	4	48.00
1590469	1	12.00
1603585	3	26.00
1611460	3	31.00
1622852	1	41.00
1623685	1	25.00
1623685	2	18.00
1623873	2	20.00
1624417	3	45.00
1644006	2	35.00
1650624	1	18.00
1663236	1	38.00
1663236	6	22.00
1665249	2	34.00
1682694	1	50.00
1682694	3	44.00
1698498	1	41.00
1698498	2	40.00
1698498	3	46.00
1698498	4	45.00
1706371	1	33.00
1706371	2	14.00
1730531	2	7.00
1730531	6	5.00
1757280	2	39.00
1757280	7	16.00
1767392	4	46.00
1775687	1	6.00
1775687	3	41.00
1787877	7	35.00
1804036	1	15.00
1818151	2	35.00
1823685	1	32.00
1823685	3	41.00
1823685	4	23.00
1826471	4	45.00
1841123	1	22.00
1841123	2	13.00
1841123	3	47.00
1841123	5	36.00
1841473	3	29.00
1841473	4	40.00
1847042	1	22.00
1847969	6	22.00
1851846	3	9.00
1854916	1	35.00
1856064	5	42.00
1874246	1	12.00
1890883	2	13.00
1890883	3	25.00
1890883	4	34.00
1890883	6	27.00
1890883	7	47.00
1891968	3	5.00
1927493	1	48.00
1927493	6	32.00
1932355	1	6.00
1932355	4	3.00
1932643	5	26.00
1943620	5	22.00
1948066	3	4.00
1956899	4	47.00
1957797	2	48.00
1985700	4	47.00
1986530	2	20.00
2003366	1	46.00
2003366	3	25.00
2008673	2	16.00
2008673	5	15.00
2016135	2	13.00
2016135	3	50.00
2016135	4	17.00
2016135	5	38.00
2021216	1	26.00
2021216	2	48.00
2039266	3	3.00
2039266	5	21.00
2041248	4	41.00
2045732	1	26.00
2045732	2	46.00
2051044	1	21.00
2059873	1	24.00
2060257	1	34.00
2093831	2	40.00
2093831	3	26.00
2097056	2	12.00
2097056	3	28.00
1527365	5	13.00
1530980	1	35.00
1539911	2	40.00
1549441	3	26.00
1551396	1	16.00
1551396	6	39.00
1558372	3	38.00
1558372	7	20.00
1592993	1	37.00
1592993	6	28.00
1644646	3	50.00
1644646	4	46.00
1655553	4	13.00
1655553	5	41.00
1690820	1	32.00
1690820	2	2.00
1691940	4	21.00
1691940	5	4.00
1693984	3	43.00
1693984	5	6.00
1693984	6	45.00
1711491	2	17.00
1712195	3	18.00
1726373	2	45.00
1726373	4	32.00
1734274	1	35.00
1734274	2	38.00
1734274	3	47.00
1748199	5	27.00
1750336	1	30.00
1750336	2	19.00
1815399	4	32.00
1845408	1	37.00
1845408	5	32.00
1864485	2	2.00
1864485	4	6.00
1873601	3	48.00
1875426	2	42.00
1889666	3	29.00
1890624	1	34.00
1890624	4	19.00
1890624	5	17.00
1905123	2	7.00
1905123	3	49.00
1905123	4	37.00
1905123	5	42.00
1917603	2	19.00
1940928	5	15.00
1952485	1	33.00
1956903	1	15.00
1971495	1	8.00
1971495	4	1.00
1971495	5	5.00
2067526	3	36.00
2067526	7	8.00
2072934	2	8.00
2078117	3	36.00
2114240	6	19.00
2114753	3	23.00
2116615	1	18.00
449507	1	48.00
449507	4	1.00
454054	1	6.00
454054	2	19.00
456450	3	45.00
458532	1	7.00
458532	3	29.00
458532	4	38.00
458532	5	20.00
458532	6	50.00
476166	1	18.00
476166	6	50.00
489667	1	39.00
489667	2	13.00
500068	1	4.00
508481	1	19.00
508481	2	11.00
508481	5	41.00
555589	5	15.00
555589	6	34.00
567716	2	32.00
567716	3	44.00
594821	2	23.00
594850	4	34.00
605668	2	21.00
605668	5	28.00
608259	1	41.00
621956	1	26.00
657730	1	34.00
657988	6	36.00
666880	2	1.00
670182	2	38.00
672229	2	22.00
681221	5	44.00
688004	1	3.00
706247	2	32.00
708771	2	35.00
712516	3	14.00
720610	1	33.00
720610	3	15.00
720610	5	38.00
722660	4	38.00
835334	1	31.00
854820	3	31.00
860902	2	18.00
860902	4	44.00
861444	2	28.00
870595	2	34.00
882401	1	17.00
894791	1	11.00
894791	4	24.00
894791	7	42.00
902882	4	18.00
902882	5	12.00
917412	2	40.00
917412	6	3.00
924294	3	4.00
924294	4	23.00
933796	3	34.00
965191	3	10.00
973761	4	47.00
979808	1	1.00
997411	1	12.00
997411	3	50.00
999908	7	49.00
1002054	3	42.00
1004003	5	30.00
1074369	1	37.00
1074369	2	17.00
1074369	3	27.00
1074369	4	44.00
1074369	5	20.00
1074369	6	15.00
2140646	2	3.00
2140646	3	13.00
2162786	1	15.00
2182243	5	8.00
2200071	1	16.00
2207169	2	10.00
2209636	1	37.00
2216807	2	41.00
2240263	1	21.00
2247014	1	48.00
2249447	6	23.00
2255524	3	20.00
2268480	1	36.00
2268480	3	10.00
2269668	4	38.00
2275495	3	34.00
2275495	4	28.00
2275495	6	38.00
2297440	2	12.00
2314722	2	39.00
2314722	3	21.00
2319014	3	7.00
2319462	3	45.00
2329570	1	29.00
2329570	4	17.00
2332547	2	11.00
2332547	7	33.00
2337222	1	25.00
2337222	4	29.00
2350151	6	3.00
2370150	2	48.00
2401414	1	27.00
2401414	2	8.00
2408294	2	10.00
2408294	4	36.00
2408294	5	25.00
2412775	2	30.00
2431175	2	30.00
2435173	6	17.00
2437509	1	7.00
2437509	2	45.00
2462496	4	13.00
2462496	5	37.00
2462496	6	12.00
2469125	3	37.00
2485891	1	20.00
2485891	2	7.00
2485891	5	7.00
2495652	4	25.00
2524036	1	16.00
2551972	1	19.00
2551972	3	41.00
2552260	1	43.00
2552260	2	17.00
2552260	4	36.00
2557412	3	33.00
2575524	2	36.00
2575524	4	4.00
2579906	2	1.00
2581698	1	7.00
2582084	2	32.00
2618274	1	13.00
2618274	4	31.00
2622913	5	32.00
2626947	3	41.00
2700259	1	39.00
2708551	4	8.00
2708551	6	8.00
2725154	1	42.00
2725154	4	6.00
2726886	3	6.00
2750438	3	29.00
2765281	3	33.00
2765281	4	5.00
2300802	1	35.00
2300802	5	7.00
2313156	2	30.00
2315782	1	40.00
2319652	1	4.00
2362470	2	40.00
2408480	2	29.00
2408480	5	44.00
2412003	1	30.00
2412003	6	39.00
2430051	4	14.00
2478404	4	33.00
2488740	1	24.00
2488740	2	11.00
2494214	1	1.00
2494214	4	48.00
2494214	6	47.00
2533444	6	19.00
2561287	2	34.00
2601793	1	15.00
2601793	4	21.00
2601793	5	9.00
2617250	4	41.00
2648421	1	7.00
2667015	1	3.00
2667015	2	2.00
2667015	5	15.00
2700038	6	47.00
2708037	4	21.00
2759233	3	9.00
2776230	6	35.00
2776230	7	49.00
2798564	1	4.00
2798564	4	18.00
2870084	2	44.00
2892261	1	29.00
2892261	4	17.00
2892261	6	17.00
2917665	1	49.00
3033443	1	8.00
3182567	3	31.00
3204164	1	19.00
3204164	5	9.00
3204164	6	32.00
3227555	1	8.00
3251971	1	48.00
3251971	2	4.00
3251971	4	12.00
3291459	1	1.00
3291459	6	9.00
3308163	2	40.00
3308163	5	29.00
3322659	4	44.00
3326151	2	42.00
3352646	2	2.00
3352646	3	28.00
3354304	1	27.00
3354304	6	35.00
3414082	5	44.00
3498950	1	17.00
3498950	3	2.00
3596197	2	18.00
3623907	5	36.00
3623907	6	33.00
3699333	1	13.00
3699333	2	10.00
3716613	2	41.00
3716613	3	7.00
3716613	6	10.00
3748742	5	6.00
3748742	6	50.00
3773094	1	5.00
3775206	3	15.00
1804519	2	41.00
1821735	2	14.00
1821735	3	26.00
1831618	2	13.00
1842848	3	21.00
1852097	4	15.00
1852097	7	37.00
1856129	4	35.00
1867042	3	25.00
1884448	2	22.00
1884996	5	50.00
1884996	7	35.00
1886147	3	14.00
1886432	3	32.00
1893441	1	5.00
1893441	4	46.00
1896582	1	1.00
1896582	2	33.00
1928611	1	8.00
1928611	2	33.00
1928611	3	42.00
1934338	2	40.00
1934368	3	40.00
1934368	4	39.00
1971332	1	46.00
1971332	3	30.00
2004039	1	33.00
2032356	1	46.00
2076448	1	27.00
2099041	5	21.00
2100096	1	36.00
2100096	2	46.00
2106628	1	43.00
2147041	1	26.00
2147142	3	46.00
2158178	3	7.00
2185376	1	37.00
2185376	3	10.00
2188002	1	26.00
2188002	3	11.00
2195972	1	35.00
2214658	2	2.00
2214658	5	9.00
2214658	7	24.00
2222113	2	21.00
2236194	2	46.00
2262722	1	37.00
2267361	1	9.00
2275617	3	45.00
2279074	1	29.00
2279586	2	27.00
2294051	2	35.00
2298565	2	9.00
2303846	1	14.00
2303846	2	34.00
2303846	5	18.00
2304487	3	8.00
2316263	4	1.00
2316263	5	37.00
2326213	3	12.00
2333249	2	43.00
2336487	5	40.00
2390277	3	3.00
1101507	2	7.00
1101507	3	31.00
1101507	6	5.00
1104032	4	32.00
1104032	5	6.00
1105540	2	1.00
1105540	3	43.00
1105540	4	7.00
1120775	1	31.00
1123590	2	14.00
1130976	2	17.00
1138979	1	31.00
1147588	2	49.00
1151776	2	45.00
1153954	2	44.00
1153954	3	16.00
1163813	5	6.00
1183361	3	22.00
1183361	4	32.00
1194950	3	31.00
1194950	6	21.00
1198791	2	3.00
1204100	1	40.00
1221350	2	11.00
1221350	5	12.00
1223681	2	9.00
1223681	5	24.00
1223681	7	21.00
1242820	6	7.00
1270690	1	16.00
1270690	4	5.00
1303300	2	29.00
1312199	3	47.00
1314531	2	23.00
1322882	1	21.00
1350113	2	12.00
1359488	3	1.00
1359488	4	33.00
1362951	5	18.00
1405441	1	39.00
1438304	3	5.00
1438304	4	10.00
1438752	3	27.00
1438752	4	32.00
1448579	1	24.00
1448579	6	44.00
1456481	1	40.00
1456481	2	31.00
1472710	1	41.00
1472710	4	18.00
1520000	2	25.00
1520000	5	35.00
1520000	6	22.00
1523397	3	16.00
1523397	4	41.00
1524258	2	19.00
1542688	1	7.00
1542688	2	41.00
1551232	1	15.00
1551232	2	20.00
1551232	4	7.00
1551232	5	14.00
1551232	6	43.00
1551232	7	3.00
1587684	1	47.00
1587684	3	38.00
1587684	4	37.00
1587684	5	43.00
1588743	5	49.00
1616258	4	20.00
1619329	3	26.00
1624452	1	17.00
1624452	3	31.00
1628035	2	18.00
1637952	2	3.00
1641348	1	16.00
1650304	2	7.00
1650304	3	14.00
2111878	1	39.00
2123169	2	20.00
2126979	2	29.00
2126979	3	13.00
2126979	4	47.00
2139109	1	15.00
2143425	2	18.00
2143425	3	12.00
2173664	4	9.00
2229729	1	24.00
2229799	2	15.00
2241667	1	8.00
2255398	4	13.00
2266599	3	39.00
2268196	2	22.00
2270053	1	1.00
2274148	3	26.00
2278085	1	44.00
2281698	1	8.00
2281698	5	41.00
2335495	1	40.00
2351904	3	47.00
2351904	4	6.00
2369413	2	44.00
2370438	7	17.00
2390695	3	8.00
2392448	2	25.00
2392743	6	41.00
2406759	1	8.00
2407207	2	27.00
2438016	3	6.00
2438016	5	9.00
2438016	6	5.00
2487906	3	32.00
2487906	4	34.00
2487906	5	22.00
2501025	4	40.00
2511558	2	38.00
2511558	5	7.00
2511558	6	15.00
2511558	7	30.00
2522114	3	41.00
2524675	1	9.00
2530625	2	44.00
2534976	3	11.00
2534976	4	27.00
2539716	1	16.00
2539716	4	15.00
2546947	3	15.00
2560769	2	43.00
2581574	5	36.00
2581574	6	10.00
2581574	7	50.00
2588325	1	5.00
2588325	2	4.00
2594051	1	14.00
2594338	6	35.00
2594338	7	17.00
2609095	2	20.00
2609095	3	36.00
2622145	3	7.00
2635233	1	33.00
2645088	1	25.00
2645088	2	33.00
2645088	4	28.00
2657222	3	22.00
2662082	1	42.00
2662082	4	29.00
2662082	6	37.00
2662787	1	9.00
2662787	2	34.00
2662787	5	26.00
2667905	1	9.00
2669856	3	36.00
2669856	5	12.00
2673088	1	50.00
2673088	3	20.00
2677891	3	11.00
2686915	3	3.00
2686915	4	19.00
2688933	3	46.00
2710849	5	13.00
2710849	6	37.00
2718562	1	32.00
2718562	4	30.00
2721857	7	14.00
2732613	1	44.00
2781287	3	18.00
2787811	1	39.00
2792609	1	14.00
2792609	4	31.00
2801216	1	30.00
2801216	3	31.00
2802948	3	4.00
2802948	4	5.00
2805634	4	1.00
2851936	4	25.00
2866305	3	41.00
2868711	4	38.00
2871205	2	34.00
2874503	2	43.00
2879650	1	39.00
2879650	4	41.00
2879650	5	30.00
2901316	2	18.00
2904100	1	5.00
2913062	3	12.00
2932289	1	6.00
2932289	2	45.00
2932289	4	39.00
2937794	1	23.00
2937794	2	12.00
2940357	4	27.00
2976391	3	21.00
2983716	1	41.00
2985031	3	35.00
2996518	1	20.00
2996518	3	36.00
2996518	5	10.00
3047267	1	3.00
3047267	2	11.00
3068708	5	12.00
3074112	3	27.00
3076999	1	43.00
3084259	1	20.00
3084259	2	9.00
3094342	4	35.00
3115556	2	49.00
3128131	3	50.00
3128131	4	47.00
3151107	2	41.00
3151107	3	13.00
3151107	4	31.00
3151744	1	46.00
3163332	1	20.00
3163332	2	41.00
3166273	3	2.00
3166273	5	32.00
3170817	2	39.00
3178627	1	5.00
3178627	3	49.00
3195045	1	23.00
3200098	2	25.00
3230150	1	40.00
3230150	2	34.00
3230150	4	15.00
3236263	4	31.00
3266661	3	39.00
3266661	6	22.00
3310917	2	1.00
3323874	7	36.00
3330151	1	50.00
3330151	3	47.00
3330151	4	20.00
3330151	6	24.00
3332194	6	32.00
3352901	1	43.00
2738087	2	40.00
2738087	3	39.00
2741445	2	44.00
2741445	3	28.00
2778214	1	6.00
2784966	3	27.00
2784966	4	43.00
2793540	1	23.00
2796486	1	23.00
2796486	2	9.00
2796486	3	2.00
2820387	2	49.00
2820387	7	28.00
2878757	1	26.00
2878757	2	32.00
2878757	6	15.00
2923969	1	7.00
2932868	1	1.00
2932868	3	16.00
2941123	1	17.00
2959911	1	24.00
