l_orderkey	l_linenumber	l_quantity
749538	1	4.00
806247	1	3.00
830208	1	6.00
871840	1	4.00
872839	1	2.00
888867	1	4.00
963687	1	4.00
973895	1	4.00
991204	1	4.00
1007011	1	3.00
1053381	1	6.00
1055808	1	4.00
1096164	1	1.00
1109829	1	7.00
1117159	1	5.00
1130310	1	1.00
1148132	1	4.00
1212640	1	5.00
1216678	1	2.00
1309894	1	1.00
1316935	1	4.00
1334567	1	4.00
1339652	1	2.00
1365735	1	2.00
1370722	2	2.00
1372837	1	3.00
1375904	1	4.00
1453825	1	4.00
1453923	1	3.00
1458980	1	3.00
1480608	1	2.00
1536448	1	4.00
1540035	1	7.00
1548295	1	7.00
1567938	1	6.00
1587236	2	2.00
1602818	1	3.00
1614819	1	8.00
1647040	1	6.00
1665440	1	4.00
1679618	1	1.00
1704481	1	3.00
1719491	1	5.00
1742208	1	2.00
1864067	1	4.00
1864704	1	7.00
1897060	1	4.00
1901255	1	4.00
1954114	1	1.00
1989506	1	1.00
1993443	1	3.00
2011781	1	4.00
2026593	1	1.00
2027110	1	3.00
2054817	1	6.00
2074723	1	2.00
2083941	1	6.00
2125922	1	7.00
2156007	1	4.00
2161858	1	4.00
2207974	1	2.00
2218403	1	5.00
2233735	1	1.00
2236449	1	4.00
2267524	2	4.00
2286534	1	2.00
2320481	1	4.00
2424583	1	3.00
2439397	1	2.00
2461024	1	1.00
2463589	1	3.00
2470756	1	6.00
2490402	1	5.00
2511328	1	5.00
2512771	1	3.00
2528481	1	5.00
2539392	1	4.00
2555872	1	2.00
2578310	1	3.00
2584163	1	4.00
2607716	1	3.00
2641476	1	5.00
2681927	1	1.00
2703648	1	4.00
2737892	1	2.00
2787907	1	1.00
2794019	1	2.00
2802660	1	1.00
2813574	1	4.00
2821153	1	5.00
2897254	1	4.00
2897665	1	5.00
2909888	1	5.00
2958658	1	4.00
3072102	1	2.00
3075651	1	2.00
3091140	1	2.00
3100451	1	1.00
3105856	1	4.00
3118567	1	1.00
3134179	1	3.00
3158624	1	2.00
3160902	1	3.00
3184640	1	3.00
3186342	1	2.00
3186854	1	5.00
3212704	1	4.00
3241920	2	1.00
3250243	1	3.00
3259523	1	2.00
3263552	1	3.00
3273253	1	1.00
3325920	1	3.00
3333732	1	3.00
3341504	1	2.00
3370404	1	5.00
3413891	2	1.00
3473735	1	2.00
3476036	1	1.00
3504002	2	2.00
3507809	1	3.00
3509575	1	3.00
3510881	1	2.00
3589219	1	5.00
3635360	1	4.00
3644996	1	2.00
3668224	1	7.00
3673349	1	4.00
3697056	1	3.00
3723904	1	4.00
3739393	1	1.00
3743909	1	3.00
3750882	1	3.00
3794817	1	1.00
3796487	1	1.00
3801411	1	2.00
3858884	1	3.00
3880576	1	1.00
3884324	1	3.00
3884324	2	2.00
3902368	1	6.00
3910052	1	4.00
3923781	1	2.00
3981255	1	4.00
3984993	1	3.00
3992806	1	2.00
4015874	1	6.00
4022823	1	1.00
4128195	1	6.00
4159367	1	1.00
4242308	1	5.00
4251554	1	1.00
4256870	1	1.00
4272897	1	5.00
4328103	1	3.00
4330017	1	2.00
4384162	1	4.00
4445058	1	1.00
4481317	1	1.00
4496643	1	1.00
4521059	1	4.00
4571877	1	1.00
4635459	1	4.00
4637346	1	1.00
4643303	1	6.00
4668576	1	4.00
4673378	1	5.00
4695808	1	4.00
4741158	1	1.00
4777409	1	3.00
4792739	1	1.00
4796262	1	5.00
4802979	1	3.00
4809254	1	3.00
4822630	1	5.00
4840198	1	5.00
4847142	1	2.00
4886177	1	2.00
4892163	1	3.00
4897125	1	1.00
4904452	1	1.00
4923107	1	2.00
4983908	2	2.00
5006114	1	5.00
5057216	1	4.00
5067559	1	3.00
5086407	1	2.00
5090660	1	2.00
5099687	1	4.00
5108866	1	4.00
5156066	1	4.00
5177760	1	3.00
5191489	1	7.00
5212263	1	2.00
5218338	1	6.00
5231009	1	3.00
5274243	2	1.00
5275110	1	4.00
5279940	1	3.00
5318562	1	3.00
5362695	1	3.00
5365312	1	3.00
5393090	1	2.00
5414342	1	4.00
5460806	1	3.00
5463361	1	1.00
5467302	1	1.00
5470980	1	3.00
5500229	1	5.00
4681347	1	3.00
4731202	1	4.00
4744513	1	2.00
4745537	1	3.00
4750822	1	7.00
4753922	1	2.00
4754722	1	3.00
4808101	1	4.00
4811490	1	4.00
4814210	1	3.00
4815652	1	2.00
4822021	1	1.00
4855076	1	3.00
4900293	1	4.00
4902118	1	1.00
4909511	1	1.00
4918307	1	4.00
4960928	2	1.00
4977734	1	3.00
4986406	1	5.00
4991462	1	2.00
5030498	1	6.00
5053799	1	3.00
5114370	1	6.00
5122625	1	5.00
5184007	1	4.00
5193121	1	2.00
5203235	1	4.00
5210661	1	4.00
5237920	1	4.00
5258689	1	6.00
5274243	1	2.00
5519909	1	5.00
5590849	1	3.00
5601954	1	1.00
5616960	1	1.00
5616960	2	1.00
5665506	1	4.00
5670373	2	1.00
5678566	1	4.00
5700551	1	5.00
5700865	1	5.00
5759873	1	2.00
5761248	1	6.00
5767200	1	1.00
5770245	1	1.00
5796995	1	1.00
5811652	1	1.00
5829666	1	4.00
5834786	1	2.00
5850340	1	6.00
5871809	1	1.00
5874532	2	1.00
5898788	2	3.00
5951264	1	4.00
5971140	1	3.00
5995942	1	2.00
21829	1	5.00
25766	1	4.00
80032	1	4.00
120418	1	2.00
129158	1	2.00
137318	1	3.00
150086	1	1.00
159201	1	2.00
166019	1	3.00
187398	1	4.00
201856	1	4.00
218788	1	1.00
219008	1	1.00
222464	1	1.00
248260	1	5.00
268899	1	1.00
279365	1	4.00
285472	1	2.00
287169	1	4.00
300231	1	2.00
318469	1	1.00
323200	1	2.00
328581	1	3.00
401601	1	7.00
414400	1	2.00
424483	1	4.00
441186	1	1.00
444071	1	4.00
446209	1	1.00
500484	1	4.00
502950	1	5.00
511747	1	1.00
526209	1	3.00
526373	1	5.00
544483	1	2.00
549504	1	6.00
552289	1	3.00
555398	1	5.00
583974	2	2.00
586599	1	1.00
595587	1	3.00
595812	1	2.00
613639	1	4.00
640482	1	2.00
640482	2	1.00
650209	1	2.00
664132	1	5.00
669733	1	4.00
696357	1	4.00
714981	2	5.00
758784	1	4.00
824096	1	4.00
829605	1	1.00
918662	1	4.00
918754	1	3.00
921991	1	2.00
944517	1	4.00
950433	1	2.00
969957	1	7.00
1040384	1	3.00
1066339	1	2.00
1080326	1	5.00
1116674	1	4.00
1116867	1	2.00
1146466	1	1.00
1171939	1	5.00
1201795	1	4.00
1233477	1	3.00
1261091	1	5.00
1309444	1	3.00
1326978	1	3.00
1343557	1	5.00
1359651	1	5.00
1380000	1	4.00
1384420	1	1.00
1384486	1	4.00
1398691	1	3.00
1412964	1	3.00
1450182	1	2.00
5278503	1	3.00
5326308	1	1.00
5333443	1	4.00
5337477	2	1.00
5346081	1	2.00
5355301	1	1.00
5361223	1	5.00
5368738	1	1.00
5374915	1	5.00
5392546	1	3.00
5420896	1	1.00
5464512	1	2.00
5464802	1	3.00
5475968	1	2.00
5494050	1	1.00
5496355	1	1.00
5502019	1	5.00
5540257	1	2.00
5570564	1	4.00
5641316	1	3.00
5641316	2	1.00
5656228	1	4.00
5670373	1	4.00
5684736	1	2.00
5706821	1	4.00
5712352	1	6.00
5769540	2	2.00
5769955	1	4.00
5779653	1	3.00
5832002	1	5.00
5865153	1	3.00
5872320	1	6.00
5879046	1	4.00
1456196	1	1.00
1472357	2	2.00
1478243	1	3.00
1502788	1	2.00
1532963	1	4.00
1547040	1	3.00
1565155	1	1.00
1572967	1	3.00
1587236	1	3.00
1587331	1	2.00
1713312	1	3.00
1718144	1	3.00
1721124	1	3.00
1729606	1	4.00
1792577	2	1.00
1848421	1	3.00
1870567	1	4.00
1880034	1	4.00
1901093	1	3.00
1914595	1	4.00
1929441	1	5.00
1969923	1	8.00
2037956	1	3.00
2058755	1	5.00
2062247	1	1.00
2065988	1	1.00
2104804	1	3.00
2106912	1	6.00
2110144	1	4.00
2149570	1	3.00
2152229	1	1.00
2207075	1	2.00
2248288	1	2.00
2290052	1	4.00
2322373	1	1.00
2322373	2	1.00
2338752	1	3.00
2356513	1	2.00
2375909	1	6.00
2388289	1	2.00
2393190	1	6.00
2417956	1	5.00
2437540	1	3.00
2484128	1	1.00
2499906	2	2.00
2502948	1	4.00
2506374	1	7.00
2519457	1	2.00
2519942	1	5.00
2524614	1	2.00
2526818	1	2.00
2527143	1	3.00
2590818	1	2.00
2602593	1	5.00
2607777	1	2.00
2615206	1	2.00
2668163	1	3.00
2698629	1	5.00
2704033	1	6.00
2715047	1	1.00
5971525	1	8.00
5983715	1	4.00
5984900	1	4.00
48417	1	5.00
87399	1	2.00
96453	1	4.00
100195	1	4.00
104325	1	4.00
201410	1	3.00
209474	1	1.00
231493	1	3.00
232998	1	2.00
236930	1	6.00
252326	1	3.00
261376	1	6.00
337446	1	3.00
355811	1	1.00
358469	1	6.00
382855	1	2.00
383042	1	4.00
396964	1	4.00
403046	1	1.00
415747	1	2.00
425313	1	3.00
434597	1	5.00
441766	1	2.00
444071	2	1.00
449281	1	7.00
482018	1	2.00
490944	1	3.00
499908	1	2.00
524227	1	7.00
542273	1	4.00
545414	2	1.00
551300	1	1.00
556006	1	3.00
556644	1	5.00
603203	1	4.00
606564	1	2.00
621057	1	7.00
714981	1	1.00
739559	1	4.00
743333	1	5.00
771682	1	6.00
818016	1	2.00
819141	1	4.00
833732	1	1.00
856707	1	6.00
957509	1	4.00
1036102	1	1.00
1060160	1	4.00
1076996	1	7.00
1148612	1	4.00
1175655	1	5.00
1183904	1	3.00
1185125	1	3.00
1210695	1	1.00
2739203	1	3.00
2757025	1	2.00
2774817	1	6.00
2785539	1	2.00
2785857	1	1.00
2822432	1	2.00
2833027	1	7.00
2833287	1	3.00
2843751	1	5.00
2850657	1	1.00
2853989	1	5.00
2865254	1	5.00
2949702	1	5.00
2965122	1	2.00
2993351	1	3.00
3007942	1	3.00
3012355	1	6.00
3016740	1	5.00
3020423	1	4.00
3064483	1	6.00
3096197	1	3.00
3116485	1	4.00
3119111	1	5.00
3127972	1	1.00
3194471	1	1.00
3215364	1	1.00
3230531	1	1.00
3250692	1	6.00
3258048	1	2.00
3316832	1	1.00
3329633	1	3.00
3355303	1	3.00
3374119	1	6.00
3379172	1	5.00
3387553	1	4.00
3403810	1	2.00
3414117	1	1.00
3425985	1	7.00
3435495	1	1.00
3436065	1	1.00
3441187	1	2.00
3447687	1	2.00
3455847	1	1.00
3477984	2	2.00
3499361	1	4.00
3507809	2	2.00
3558116	1	3.00
3575491	1	2.00
3584801	1	5.00
3594534	1	1.00
3612736	1	5.00
3624451	1	7.00
3626407	1	1.00
3627106	1	2.00
3644837	1	2.00
3647238	1	1.00
3661730	1	5.00
3688422	1	2.00
3693060	1	2.00
3746438	1	5.00
3768292	1	1.00
3782209	1	2.00
3786468	1	1.00
3804322	1	5.00
3805637	1	1.00
3821191	1	5.00
3825061	1	2.00
3836577	1	4.00
3838404	1	6.00
3856581	1	4.00
3869696	1	3.00
3872838	1	4.00
3878884	1	5.00
3978432	1	4.00
3980706	1	1.00
1247584	1	4.00
1251717	1	5.00
1258884	1	2.00
1263270	1	1.00
1297637	1	5.00
1301124	1	6.00
1304867	1	4.00
1313058	1	2.00
1323712	1	4.00
1345636	1	3.00
1368195	1	3.00
1375524	1	6.00
1386343	1	2.00
1401188	1	3.00
1401793	1	3.00
1417926	1	2.00
1436643	1	1.00
1437315	1	2.00
1454817	1	4.00
1502913	1	1.00
1522405	1	3.00
1528613	1	2.00
1551264	1	1.00
1579970	1	2.00
1586464	1	4.00
1592389	1	6.00
1594886	1	2.00
1607010	1	5.00
1637830	1	5.00
1642532	1	3.00
1642532	2	1.00
1726433	1	3.00
1729127	1	3.00
1730274	1	1.00
1732868	1	2.00
1777250	1	1.00
1792577	1	1.00
1794880	1	2.00
1803206	1	3.00
1806432	1	3.00
1821251	1	2.00
1823553	1	3.00
1837958	1	5.00
1838437	1	1.00
321444	1	3.00
337607	1	3.00
379746	1	1.00
490530	1	5.00
529414	1	6.00
552165	1	4.00
589412	1	2.00
604519	1	5.00
635808	1	4.00
658305	1	3.00
705793	1	4.00
720485	1	4.00
749351	1	4.00
785255	1	1.00
835424	1	3.00
873284	1	3.00
918852	1	2.00
931174	1	1.00
947078	1	4.00
959937	1	5.00
1894342	1	4.00
1934850	1	3.00
1940900	1	2.00
1946592	1	3.00
1957286	1	1.00
1970981	1	5.00
1999233	1	3.00
2000260	1	5.00
2007107	1	4.00
2025475	1	3.00
2028450	1	3.00
2052321	1	4.00
2077508	1	5.00
2098370	1	3.00
2106370	1	4.00
2189153	1	4.00
2215429	1	5.00
2234337	1	1.00
2335681	1	3.00
2345383	1	1.00
2369061	1	7.00
2374211	1	3.00
2397923	1	2.00
2399905	1	1.00
2414817	1	5.00
2433568	1	1.00
2434596	1	4.00
2485797	1	4.00
986055	1	6.00
1035366	1	3.00
1131395	1	3.00
1220679	1	1.00
1255749	1	3.00
1277952	1	3.00
1306437	1	2.00
1370311	1	4.00
1392227	1	3.00
1410720	1	1.00
1471109	1	4.00
1484000	1	2.00
1518752	1	4.00
1614597	1	2.00
2523111	1	6.00
2587303	1	5.00
2621472	1	2.00
2625667	1	3.00
2629317	1	2.00
2694880	1	2.00
2698246	1	1.00
2708323	1	6.00
2718406	1	5.00
2743014	1	1.00
2768710	1	3.00
2769635	1	5.00
2792258	1	3.00
2796932	1	1.00
2814337	1	1.00
2846919	1	2.00
2870243	1	1.00
2898727	1	2.00
2926561	1	2.00
2957827	1	5.00
3030628	1	6.00
3040610	1	2.00
3070629	1	3.00
3081444	1	4.00
3083621	1	4.00
3117284	1	1.00
3131331	1	1.00
3142241	1	7.00
3170405	1	1.00
1703747	1	1.00
1762883	1	6.00
1769158	1	1.00
1769700	1	3.00
1774532	1	6.00
1899717	1	2.00
1946820	1	3.00
2102564	1	2.00
2153315	1	3.00
2164452	1	2.00
2164645	1	6.00
2171877	1	2.00
2183495	1	3.00
2183495	2	2.00
2249127	1	1.00
2252869	1	1.00
3210240	1	5.00
3218311	1	4.00
3222052	1	5.00
3225824	1	7.00
3240325	1	4.00
3246849	1	4.00
3289445	1	3.00
3313185	1	2.00
3329284	1	4.00
3340580	1	4.00
3353891	1	5.00
3364548	1	3.00
3394368	2	4.00
3400709	1	4.00
3403875	1	2.00
3423617	1	1.00
3455815	1	6.00
3458048	1	2.00
3477891	1	3.00
3513572	1	1.00
3567363	1	4.00
3593542	1	3.00
3614720	1	1.00
3620675	1	1.00
3620675	2	2.00
3630854	1	2.00
3631617	1	1.00
3633925	1	1.00
3652003	1	3.00
3732836	1	3.00
3733126	1	4.00
3733925	1	1.00
3767335	1	2.00
3777349	1	6.00
3794087	1	5.00
3815233	1	1.00
2359138	1	3.00
2382050	1	2.00
2399555	1	4.00
2400257	1	4.00
2506755	1	2.00
2516928	1	3.00
2573894	1	4.00
2640992	1	2.00
2722820	1	1.00
2740897	1	1.00
2764326	1	1.00
2777606	1	2.00
2778823	1	3.00
2779489	1	3.00
2804963	1	3.00
2817156	1	1.00
2876038	1	2.00
3847684	1	1.00
3869282	1	4.00
3891616	1	4.00
3949249	1	4.00
3951874	1	1.00
3968645	2	1.00
3974791	1	6.00
3978150	1	2.00
4008450	1	4.00
4008865	1	7.00
4037121	1	4.00
4053223	1	1.00
4066372	1	2.00
4066500	1	1.00
4080038	1	2.00
4087012	1	2.00
4103941	1	1.00
4130887	1	3.00
4132930	2	4.00
4134438	1	2.00
4158374	1	4.00
4160868	1	4.00
4183364	1	5.00
4228357	1	3.00
4259264	1	6.00
4282946	1	6.00
4289029	1	1.00
4299716	1	2.00
4345601	1	1.00
4400706	1	4.00
4427044	1	2.00
4441027	1	1.00
4442532	1	1.00
4456192	1	2.00
4457795	1	3.00
2949926	1	4.00
2956327	1	6.00
3006662	1	3.00
3061441	1	2.00
3062854	1	4.00
3157730	1	5.00
3230341	1	3.00
3241858	1	1.00
3264580	1	3.00
3276838	1	3.00
3326437	1	2.00
3335399	1	4.00
3342243	2	7.00
3409380	1	5.00
3423814	1	5.00
3485858	1	1.00
3504516	1	3.00
3563750	1	4.00
4490211	1	4.00
4495205	1	7.00
4507648	1	3.00
4535719	1	2.00
4576289	1	3.00
4577286	1	4.00
4595521	1	2.00
4608003	1	3.00
4644928	1	2.00
4645477	1	1.00
4650918	1	5.00
4676096	1	1.00
4688129	1	3.00
4693542	1	7.00
4710695	1	2.00
4716998	1	2.00
4749636	1	1.00
4759299	1	3.00
4764391	1	2.00
4799585	1	6.00
4821479	1	4.00
4829189	1	2.00
4832928	1	5.00
4846599	1	6.00
4848707	2	1.00
4850149	1	3.00
4853824	1	6.00
4868867	1	6.00
4879207	2	1.00
4888070	1	3.00
4930310	1	3.00
4944453	1	5.00
5009570	1	6.00
5045344	1	2.00
5047872	1	3.00
5059170	1	1.00
5066502	1	4.00
5068450	1	1.00
5096100	1	4.00
5098564	1	5.00
5115012	1	2.00
3994144	1	4.00
4082560	1	1.00
4104294	1	2.00
4129575	1	3.00
4132930	1	1.00
4136673	1	3.00
4136673	2	1.00
4164579	1	4.00
4222343	1	1.00
4244032	1	2.00
4254917	1	3.00
4255040	1	2.00
4263206	1	2.00
4277029	1	1.00
4322723	1	2.00
4342498	1	3.00
4397158	1	5.00
4406149	1	2.00
4414466	1	1.00
4436101	1	4.00
4443492	1	1.00
4444995	1	1.00
4452899	1	2.00
4459142	1	2.00
4472966	1	5.00
4513444	1	1.00
4555299	1	1.00
4582658	1	6.00
4608097	1	3.00
3753474	1	3.00
3911392	1	5.00
3911392	2	1.00
3919747	1	2.00
3936485	1	5.00
3937217	1	4.00
3987716	1	1.00
3997542	1	1.00
4013795	1	3.00
4090212	1	1.00
4103175	1	3.00
4103939	1	3.00
4126727	1	3.00
4164834	1	6.00
5172676	1	2.00
5172676	2	3.00
5178019	1	5.00
5194180	1	2.00
5228225	1	1.00
5231168	1	7.00
5240999	1	3.00
5264999	1	4.00
5275110	2	1.00
5282433	1	3.00
5302560	1	4.00
5335200	1	1.00
5337477	1	2.00
5377381	1	3.00
5430497	1	4.00
5441634	1	2.00
5469606	1	2.00
5498822	1	3.00
5593095	1	2.00
5615360	1	3.00
5622817	1	3.00
5639014	1	3.00
5737378	1	2.00
5748704	1	4.00
5755271	1	3.00
5773282	1	1.00
5776834	1	3.00
5779970	1	5.00
5790565	1	5.00
5814272	1	7.00
5816230	1	5.00
5817797	1	3.00
5834819	1	2.00
5887141	1	3.00
5900582	1	5.00
5958051	1	4.00
5976935	1	3.00
19810	1	3.00
31937	1	1.00
86469	1	4.00
98627	1	3.00
143714	1	2.00
146950	1	3.00
152961	1	2.00
164768	1	1.00
194370	1	2.00
201152	1	1.00
206338	1	1.00
214885	1	4.00
236803	1	4.00
244673	1	1.00
251968	1	4.00
255169	1	5.00
262756	1	3.00
265858	1	5.00
269347	1	3.00
287616	1	4.00
294657	1	6.00
318528	1	2.00
318599	1	2.00
359042	1	4.00
398944	2	1.00
4249985	1	3.00
4299847	1	1.00
4365763	1	5.00
4439013	1	4.00
4490534	1	1.00
4494625	1	4.00
4530180	1	2.00
4553024	1	3.00
4593280	1	7.00
4678595	1	1.00
4799394	1	2.00
4814689	1	4.00
4890016	1	3.00
4943175	1	1.00
4972481	1	7.00
4986625	1	6.00
5025859	1	2.00
5164931	1	2.00
5196675	1	6.00
5248642	1	5.00
5263044	1	3.00
5292675	1	4.00
5310183	1	5.00
5328647	1	1.00
5338982	1	3.00
5366883	1	4.00
5407206	2	1.00
5447458	1	4.00
5476742	1	4.00
5528294	1	3.00
95810	1	1.00
5561377	1	4.00
5673635	1	3.00
5703559	1	4.00
5751843	1	1.00
5771011	1	3.00
5886307	1	1.00
5911270	1	2.00
5911744	1	5.00
5956743	1	4.00
5980518	1	2.00
13508	1	2.00
53601	1	4.00
55778	1	5.00
56999	1	4.00
72096	1	3.00
75395	1	1.00
148230	1	4.00
166788	1	3.00
172964	1	2.00
191975	1	3.00
816518	1	1.00
1200229	1	4.00
248548	1	6.00
270596	1	4.00
284035	1	1.00
294916	1	4.00
316738	1	2.00
338371	1	3.00
350496	1	8.00
354210	1	2.00
398755	1	2.00
414370	1	5.00
435174	1	1.00
437699	1	6.00
463587	1	2.00
494215	1	1.00
520065	1	1.00
588033	1	4.00
626913	1	1.00
642726	1	1.00
687875	1	1.00
689794	1	3.00
729764	1	5.00
734790	1	1.00
801536	1	4.00
830819	1	2.00
847845	1	1.00
872673	1	1.00
949699	1	5.00
967941	1	4.00
991525	1	3.00
1011104	1	5.00
1029671	1	3.00
1064935	1	2.00
1114371	1	2.00
1205218	1	1.00
1229568	1	6.00
1238212	1	2.00
1295556	1	2.00
1303013	1	1.00
1325989	1	3.00
1345991	1	5.00
1348450	1	1.00
1351490	1	3.00
1413927	1	1.00
1419398	1	3.00
1449127	1	3.00
2021729	1	2.00
2404033	1	3.00
2652770	1	6.00
1476903	1	5.00
1501410	1	5.00
1543750	1	6.00
1572001	1	2.00
1573376	1	4.00
1583459	1	3.00
1603335	1	5.00
1606689	1	2.00
1607875	1	1.00
1627300	1	2.00
1659076	1	4.00
1676452	1	2.00
1676452	2	2.00
1703747	2	1.00
1708294	1	4.00
1745381	1	2.00
1745570	1	1.00
1754532	1	1.00
1802371	1	1.00
1867047	1	2.00
1908294	1	1.00
1946023	1	1.00
1949120	1	2.00
1978658	1	1.00
1997798	1	3.00
2006501	1	2.00
2037893	1	1.00
2048673	1	1.00
2058052	1	5.00
2068516	1	3.00
2073187	1	7.00
2099489	1	6.00
2905059	1	1.00
2965733	1	5.00
3100832	1	5.00
2142214	1	4.00
2158308	1	2.00
2158855	1	3.00
2183264	1	4.00
2214375	1	1.00
2219399	1	3.00
2292742	1	4.00
2334599	1	4.00
2355333	1	3.00
2358563	1	5.00
2359457	1	3.00
2407909	1	3.00
2441857	1	2.00
2442310	1	1.00
2460481	1	3.00
2574020	2	2.00
2580323	1	1.00
2616518	1	3.00
2636583	1	4.00
2688833	1	2.00
2699495	1	2.00
3618948	1	2.00
3685953	1	3.00
3704295	1	1.00
478720	1	4.00
536386	1	3.00
537602	1	2.00
558788	1	1.00
580513	1	2.00
582721	1	2.00
583974	1	2.00
615233	1	4.00
625411	1	1.00
635842	1	2.00
676514	1	2.00
684805	1	4.00
688864	1	2.00
714178	1	1.00
714848	1	2.00
721443	1	1.00
727490	1	2.00
811652	1	5.00
813094	1	5.00
830498	1	8.00
845894	1	2.00
865799	1	4.00
875649	1	5.00
889991	1	1.00
892804	1	1.00
919973	1	3.00
932743	1	3.00
943425	1	2.00
948420	1	2.00
979808	1	1.00
1023141	1	1.00
1029248	1	4.00
1039393	1	2.00
1050049	1	1.00
4031399	1	1.00
4410631	1	3.00
1128353	1	1.00
1130945	1	4.00
1151268	1	2.00
1153574	1	4.00
1164257	1	5.00
1166529	1	4.00
1177509	1	3.00
1192007	1	4.00
1220135	1	4.00
1237957	1	3.00
1296039	1	4.00
1323841	1	3.00
1340514	1	2.00
1342625	1	5.00
1352803	1	7.00
1371077	1	6.00
1406403	1	2.00
1409280	1	2.00
1456034	1	3.00
1457793	1	4.00
1484295	1	3.00
1484514	1	7.00
1484645	1	5.00
1543904	1	3.00
1545473	1	3.00
1575171	1	4.00
1592324	1	5.00
1593187	1	4.00
1617349	1	3.00
1637248	1	5.00
1654087	1	4.00
1680900	1	2.00
2738240	1	3.00
2775265	2	1.00
2785319	1	3.00
2801541	1	4.00
2802983	1	2.00
2812994	1	3.00
2871553	1	4.00
2880485	1	1.00
2910213	1	3.00
2947491	1	3.00
2956806	1	3.00
2956806	2	2.00
2958753	1	3.00
2971396	1	4.00
2989607	1	1.00
2995875	1	2.00
3057059	1	3.00
3076033	1	6.00
3079843	1	4.00
3084901	1	4.00
3106149	1	3.00
3128100	1	2.00
3181248	1	4.00
3182433	1	5.00
3196803	1	2.00
3196803	2	2.00
3212449	1	1.00
3235489	1	2.00
3266147	1	6.00
3266626	1	2.00
3273505	1	3.00
3277063	1	4.00
3301601	1	2.00
3315717	1	1.00
3317508	1	3.00
3318371	1	4.00
3340324	1	3.00
3341606	1	4.00
3342243	1	1.00
3345126	1	4.00
3399013	1	1.00
3480004	1	3.00
3486821	1	2.00
3494374	1	1.00
3494374	2	1.00
3494661	1	2.00
3513124	1	2.00
3527968	1	3.00
3545313	1	1.00
3588257	1	1.00
3602817	1	1.00
3603009	1	2.00
3614465	1	6.00
3618948	2	3.00
3641477	1	4.00
3681924	1	4.00
3745380	1	3.00
3805767	1	4.00
3830757	1	5.00
3854148	1	3.00
3860547	1	5.00
3902244	1	3.00
3917479	1	4.00
3961377	1	2.00
3963907	1	2.00
3987462	1	3.00
3996551	1	2.00
4007238	1	4.00
4070309	1	4.00
4089477	1	4.00
4109381	1	3.00
4116901	1	3.00
4137509	1	3.00
4138498	1	1.00
4164645	1	7.00
4290211	1	2.00
4373926	1	1.00
4386469	1	2.00
4390503	1	2.00
4403905	1	4.00
4405346	1	1.00
4449379	2	1.00
4458375	1	2.00
4462019	1	3.00
4490534	2	4.00
4549575	2	2.00
4568647	1	1.00
4590916	1	2.00
4593219	1	4.00
4652167	1	1.00
4652167	2	4.00
4700263	1	1.00
4708676	1	1.00
4739044	1	2.00
4778695	2	2.00
4784963	1	5.00
4803619	1	3.00
4816293	1	4.00
4886497	1	1.00
4895364	1	7.00
4896099	1	6.00
4911108	1	6.00
4911585	1	3.00
4923175	1	4.00
4990402	1	2.00
4998789	1	6.00
5025702	1	2.00
5041568	1	4.00
5045187	1	6.00
5060903	1	3.00
5070566	1	3.00
5078784	1	4.00
5082404	1	2.00
5082624	1	3.00
5106080	1	3.00
5121348	1	7.00
5179876	1	2.00
5196099	1	3.00
5206726	1	6.00
5267393	1	4.00
5293665	1	1.00
5307779	1	2.00
5311140	1	1.00
5329059	1	6.00
5338982	2	2.00
5394023	1	4.00
5424100	1	4.00
5426210	1	1.00
5440228	1	1.00
5473475	1	2.00
5492193	1	2.00
5536961	1	6.00
5537441	1	4.00
5538947	1	5.00
5549318	1	3.00
5622593	1	2.00
5641665	1	2.00
5655905	1	4.00
5659399	1	3.00
5662816	1	6.00
5680225	1	1.00
5731811	1	4.00
5742848	1	3.00
5781893	1	3.00
5800423	1	5.00
5828323	1	3.00
5841542	1	3.00
5855811	1	2.00
5857415	1	5.00
5192288	1	1.00
5267584	1	3.00
5286018	1	2.00
5332643	1	2.00
5407206	1	2.00
5518405	1	1.00
5691042	1	5.00
5821441	1	1.00
5926371	1	2.00
5899075	1	3.00
5901027	1	3.00
5935943	1	2.00
5956546	2	3.00
5988774	1	4.00
9441	1	2.00
35524	1	1.00
35524	2	1.00
52163	1	4.00
78309	1	3.00
98118	1	2.00
131141	1	6.00
145121	1	3.00
171366	2	6.00
183489	1	5.00
247681	1	3.00
309895	1	1.00
327170	1	2.00
327520	1	2.00
327520	2	3.00
340583	1	2.00
342434	1	3.00
364320	2	4.00
365127	1	2.00
377191	1	1.00
472128	1	2.00
493216	1	4.00
520451	1	5.00
1708870	1	3.00
1717408	1	2.00
1725958	1	8.00
1729346	1	2.00
1747778	1	2.00
1763395	1	3.00
1784293	1	1.00
1786278	1	1.00
1879233	1	5.00
1887012	1	5.00
1892578	1	2.00
1902151	1	3.00
1915623	1	6.00
1926852	1	3.00
1953380	1	6.00
1959522	1	1.00
1992390	1	4.00
2016672	1	1.00
2082176	1	1.00
2083333	1	3.00
2084647	1	2.00
2102978	1	2.00
2130465	1	6.00
2219143	1	3.00
2236385	1	1.00
2240609	1	1.00
2249442	1	3.00
2261251	1	5.00
2291140	1	5.00
2338852	1	5.00
2354022	1	3.00
2356705	1	7.00
2399267	1	5.00
2414337	1	2.00
2427526	1	1.00
2434596	2	2.00
