p_name	l_partkey	c_name	o_orderkey	n_name
2705538	navy misty papaya khaki cornsilk	128916	Customer#000107167	Supplier#000006453
2705538	saddle navy papaya coral light	77111	Customer#000107167	Supplier#000009619
2576578	moccasin maroon navajo burnished green	97386	Customer#000094546	Supplier#000007387
2576578	puff steel dodger plum drab	151375	Customer#000094546	Supplier#000001376
3190789	midnight bisque sienna slate orange	70197	Customer#000040921	Supplier#000000198
3190789	bisque olive navy pink deep	162745	Customer#000040921	Supplier#000002746
3537126	peru violet firebrick peach drab	162952	Customer#000078448	Supplier#000002953
3537126	lace beige forest mint floral	133638	Customer#000078448	Supplier#000003639
3537126	floral black sandy lemon beige	22048	Customer#000078448	Supplier#000002049
3360326	firebrick papaya thistle hot peru	55358	Customer#000041692	Supplier#000007864
3360326	drab navy bisque orchid plum	12861	Customer#000041692	Supplier#000005363
2366755	purple wheat powder blush honeydew	129751	Customer#000050008	Supplier#000009752
4363911	coral orchid honeydew spring azure	90981	Customer#000140257	Supplier#000003491
3727556	dim frosted orange burnished sky	135896	Customer#000009664	Supplier#000008410
3727556	cornsilk blush almond hot brown	3424	Customer#000009664	Supplier#000003425
3958564	saddle medium hot aquamarine burnished	86609	Customer#000062968	Supplier#000001626
433380	cornflower light chiffon aquamarine turquoise	193823	Customer#000098491	Supplier#000006343
5012965	turquoise floral sienna rosy medium	173980	Customer#000053090	Supplier#000009015
5610209	brown aquamarine cyan floral gainsboro	64908	Customer#000117496	Supplier#000004909
5280386	misty honeydew magenta burnished coral	176095	Customer#000084646	Supplier#000003647
5280386	coral olive azure lawn orchid	88954	Customer#000084646	Supplier#000003971
5637766	cream indian yellow tan lemon	131921	Customer#000036742	Supplier#000001922
5746311	purple mint lace chiffon chartreuse	136129	Customer#000109379	Supplier#000003669
5746311	goldenrod spring forest violet aquamarine	168499	Customer#000109379	Supplier#000006048
41445	deep blush indian lavender light	116993	Customer#000006053	Supplier#000009505
41445	khaki puff metallic maroon floral	183210	Customer#000006053	Supplier#000008247
409924	slate indian rose cream honeydew	133966	Customer#000007565	Supplier#000003967
409924	red frosted magenta tomato aquamarine	154902	Customer#000007565	Supplier#000002448
846213	snow burnished floral puff medium	107962	Customer#000047060	Supplier#000002983
978692	frosted azure thistle steel lemon	158773	Customer#000025457	Supplier#000006319
978692	beige seashell cornsilk powder burlywood	55956	Customer#000025457	Supplier#000005957
978692	sienna maroon drab salmon ghost	51898	Customer#000025457	Supplier#000009414
978692	navy cyan slate chocolate coral	42548	Customer#000025457	Supplier#000007557
3872580	magenta sandy steel lace peach	6546	Customer#000132635	Supplier#000004047
3872580	pale dark khaki firebrick metallic	2947	Customer#000132635	Supplier#000007948
673603	misty puff lime violet frosted	54687	Customer#000019561	Supplier#000002203
673603	forest rose goldenrod papaya aquamarine	183353	Customer#000019561	Supplier#000000908
673603	peru chocolate dim frosted dark	8627	Customer#000019561	Supplier#000003628
673603	dim slate chartreuse chiffon mint	182691	Customer#000019561	Supplier#000002692
1672039	dim cream lace green red	42843	Customer#000099446	Supplier#000002844
2000131	royal slate tan hot cream	96866	Customer#000131099	Supplier#000006867
2000131	saddle snow black ivory dim	5913	Customer#000131099	Supplier#000005914
2000131	bisque honeydew peru lavender beige	173919	Customer#000131099	Supplier#000001471
1451203	smoke rose sky lime ivory	149923	Customer#000000506	Supplier#000009924
1451203	metallic tomato floral drab lavender	174750	Customer#000000506	Supplier#000009785
1887649	floral turquoise lemon bisque blush	38948	Customer#000075464	Supplier#000008949
5984582	burnished blush indian forest mint	175949	Customer#000096103	Supplier#000005950
122596	seashell chocolate peach forest firebrick	22812	Customer#000009835	Supplier#000005315
122596	gainsboro green sienna chocolate azure	195716	Customer#000009835	Supplier#000000755
122596	firebrick pink blush cornflower purple	183770	Customer#000009835	Supplier#000001325
1395745	rose midnight drab hot royal	159858	Customer#000100159	Supplier#000002374
2576578	maroon ghost chiffon bisque azure	85296	Customer#000094546	Supplier#000002821
5797411	dodger tan medium rose saddle	1948	Customer#000148348	Supplier#000004449
5832321	lace cream powder purple forest	117546	Customer#000054602	Supplier#000007547
631651	orchid lace saddle cream powder	190825	Customer#000008936	Supplier#000000826
631651	grey lawn magenta ghost orange	178985	Customer#000008936	Supplier#000006537
972901	snow turquoise wheat blanched gainsboro	84913	Customer#000141100	Supplier#000004914
972901	deep rosy grey goldenrod linen	122449	Customer#000141100	Supplier#000009986
972901	seashell violet cornsilk linen midnight	102834	Customer#000141100	Supplier#000002835
3312576	floral bisque khaki olive puff	154929	Customer#000100978	Supplier#000004930
3272548	beige moccasin aquamarine almond chocolate	100606	Customer#000076067	Supplier#000005627
3360326	dodger goldenrod brown pink yellow	51756	Customer#000041692	Supplier#000001757
3360326	red tan lavender ivory midnight	144658	Customer#000041692	Supplier#000007173
1459393	gainsboro moccasin green dim black	112864	Customer#000011324	Supplier#000007887
1459393	cornflower azure powder cornsilk floral	86916	Customer#000011324	Supplier#000001933
511744	olive thistle midnight deep slate	119946	Customer#000093230	Supplier#000002458
511744	rosy thistle powder cornsilk dim	16952	Customer#000093230	Supplier#000001955
4363911	purple tan thistle orange powder	56554	Customer#000140257	Supplier#000009060
4363911	sienna black ghost white cream	109825	Customer#000140257	Supplier#000009826
4363911	lime magenta green brown antique	16869	Customer#000140257	Supplier#000006870
4682433	forest indian burlywood tan goldenrod	183719	Customer#000016207	Supplier#000006238
3334820	dim aquamarine olive navajo indian	167956	Customer#000000772	Supplier#000007957
3334820	coral firebrick antique khaki moccasin	19930	Customer#000000772	Supplier#000007434
3334820	burnished blush purple lavender slate	37070	Customer#000000772	Supplier#000004580
3334820	peru grey lace beige seashell	196778	Customer#000000772	Supplier#000006779
3334820	firebrick almond frosted mint chartreuse	35202	Customer#000000772	Supplier#000000209
2220512	slate aquamarine floral goldenrod seashell	81937	Customer#000046528	Supplier#000004446
2220512	firebrick ghost light cornflower khaki	112851	Customer#000046528	Supplier#000000385
2220512	maroon cyan metallic magenta dim	10986	Customer#000046528	Supplier#000008490
2647431	brown khaki powder blanched sienna	190866	Customer#000010282	Supplier#000000867
2647431	gainsboro peach bisque dim floral	195188	Customer#000010282	Supplier#000007708
637575	tan antique midnight seashell goldenrod	66162	Customer#000019063	Supplier#000008669
637575	pale beige coral brown puff	105942	Customer#000019063	Supplier#000003473
637575	chocolate lavender chiffon tomato wheat	162997	Customer#000019063	Supplier#000002998
4911393	dim chocolate beige yellow cornflower	49898	Customer#000100498	Supplier#000002403
4911393	pink slate indian beige steel	43497	Customer#000100498	Supplier#000006002
5219719	orange floral peru blanched linen	120414	Customer#000086290	Supplier#000002927
5219719	maroon firebrick green bisque navy	183765	Customer#000086290	Supplier#000006284
5219719	olive powder deep blush almond	30521	Customer#000086290	Supplier#000008031
5247169	antique powder spring papaya chocolate	151733	Customer#000137554	Supplier#000009279
5285862	bisque coral moccasin firebrick forest	146689	Customer#000126148	Supplier#000004232
5285862	orange antique brown black cyan	16697	Customer#000126148	Supplier#000004201
5285862	sandy gainsboro deep blush lemon	165752	Customer#000126148	Supplier#000008269
5285862	cyan blue mint burlywood smoke	190903	Customer#000126148	Supplier#000003423
3407557	floral burnished salmon seashell royal	39440	Customer#000017221	Supplier#000004447
3459808	ghost peru lace drab blue	135827	Customer#000131386	Supplier#000000854
395395	lavender gainsboro bisque spring frosted	168943	Customer#000106565	Supplier#000003976
2232932	floral goldenrod drab dark slate	81477	Customer#000013940	Supplier#000006494
3360065	dark khaki sandy spring moccasin	44851	Customer#000140506	Supplier#000002364
3360065	tomato beige puff deep violet	96904	Customer#000140506	Supplier#000004432
3360065	gainsboro turquoise firebrick frosted pink	65421	Customer#000140506	Supplier#000000434
645412	moccasin violet brown drab mint	8810	Customer#000049288	Supplier#000003811
645412	seashell purple tomato blanched moccasin	57787	Customer#000049288	Supplier#000002798
4311651	dodger deep midnight gainsboro pink	103860	Customer#000101831	Supplier#000006371
4311651	mint white burnished seashell honeydew	172991	Customer#000101831	Supplier#000008026
4248583	blue seashell light rosy floral	125783	Customer#000021529	Supplier#000008296
4576548	antique smoke thistle blanched saddle	103725	Customer#000108931	Supplier#000001256
4576548	forest cornflower black steel dim	93842	Customer#000108931	Supplier#000006352
4576548	beige slate medium tomato saddle	197772	Customer#000108931	Supplier#000002811
4576548	linen ghost burlywood blush goldenrod	146524	Customer#000108931	Supplier#000001553
4576548	snow lace royal khaki wheat	16875	Customer#000108931	Supplier#000001878
5662501	dim peach cornsilk hot orange	170939	Customer#000028621	Supplier#000008491
2639430	medium grey indian aquamarine thistle	5042	Customer#000120922	Supplier#000005043
2942469	plum chartreuse orchid violet moccasin	82603	Customer#000148885	Supplier#000007620
3583616	azure pale black ivory salmon	39718	Customer#000059359	Supplier#000002222
1251844	lavender metallic coral lawn burnished	140686	Customer#000096092	Supplier#000000687
1497766	peach purple grey forest deep	104219	Customer#000037952	Supplier#000001750
1914983	snow gainsboro cornsilk honeydew cyan	111592	Customer#000110848	Supplier#000004104
3872580	beige misty coral burlywood bisque	135714	Customer#000132635	Supplier#000000741
3872580	honeydew orchid goldenrod floral lemon	147904	Customer#000132635	Supplier#000005447
3506854	gainsboro cornsilk firebrick blue burnished	125906	Customer#000060920	Supplier#000008419
3506854	olive goldenrod snow pink chiffon	78564	Customer#000060920	Supplier#000003579
3518496	bisque ghost rose green orchid	117775	Customer#000057401	Supplier#000000287
3311840	hot antique goldenrod metallic navajo	70398	Customer#000037738	Supplier#000002906
4682433	white papaya saddle coral orchid	152563	Customer#000016207	Supplier#000000109
5007490	ghost light midnight drab orchid	114093	Customer#000066098	Supplier#000004094
5007490	rose tan hot orange gainsboro	60383	Customer#000066098	Supplier#000000384
3967937	purple bisque pink midnight sky	8662	Customer#000109186	Supplier#000006163
3967937	white papaya saddle coral orchid	152563	Customer#000109186	Supplier#000005079
4311651	magenta cornflower sky lace tan	80575	Customer#000101831	Supplier#000000576
4311651	orchid puff moccasin royal chartreuse	12831	Customer#000101831	Supplier#000002832
4644934	coral gainsboro medium lavender lawn	16643	Customer#000009770	Supplier#000001646
1263015	cornflower bisque indian royal navajo	4376	Customer#000147197	Supplier#000009377
1263015	tan drab blanched chartreuse sky	132939	Customer#000147197	Supplier#000002940
1805824	royal orange aquamarine cornflower lavender	133326	Customer#000063985	Supplier#000000866
1805824	lemon dim gainsboro lace blue	123663	Customer#000063985	Supplier#000006176
5332709	magenta lime blue rose plum	15852	Customer#000128645	Supplier#000008354
5720000	coral brown turquoise dim midnight	50839	Customer#000135992	Supplier#000003345
5720000	snow bisque orange aquamarine salmon	47693	Customer#000135992	Supplier#000000198
5404326	burnished blush frosted blue salmon	160932	Customer#000073513	Supplier#000000933
5404326	lace deep bisque azure smoke	180864	Customer#000073513	Supplier#000005901
5404326	blanched navajo sienna beige deep	174938	Customer#000073513	Supplier#000009973
5493926	chartreuse indian cornflower saddle antique	87537	Customer#000125998	Supplier#000005062
5493926	seashell violet almond powder metallic	63896	Customer#000125998	Supplier#000006403
5725605	firebrick ghost peach white navajo	153986	Customer#000082415	Supplier#000001532
5725605	deep cornflower floral cyan brown	36087	Customer#000082415	Supplier#000003597
4644934	lime rose rosy yellow magenta	36772	Customer#000009770	Supplier#000004282
4644934	black bisque blue navy mint	117628	Customer#000009770	Supplier#000002651
4644934	orange burnished salmon mint sienna	163040	Customer#000009770	Supplier#000008073
4644934	cream medium pink aquamarine chartreuse	199980	Customer#000009770	Supplier#000002500
5893511	lime metallic dim coral mint	117381	Customer#000049033	Supplier#000009893
5404326	brown burlywood grey honeydew forest	67732	Customer#000073513	Supplier#000007733
5404326	orchid firebrick grey blue navy	177473	Customer#000073513	Supplier#000005025
5797411	dodger sienna blush forest honeydew	115815	Customer#000148348	Supplier#000000838
5797411	green light wheat moccasin tomato	55485	Customer#000148348	Supplier#000005486
5797411	royal lime dim ghost slate	15374	Customer#000148348	Supplier#000000377
5832321	burlywood lawn powder purple pale	32115	Customer#000054602	Supplier#000009625
5832321	goldenrod steel ivory slate azure	187774	Customer#000054602	Supplier#000005329
5870759	spring medium red dark floral	71921	Customer#000051688	Supplier#000009443
5870759	saddle chocolate mint royal salmon	40474	Customer#000051688	Supplier#000005483
5951777	powder burlywood mint olive azure	190884	Customer#000099926	Supplier#000003404
631651	almond medium beige salmon coral	196564	Customer#000008936	Supplier#000001603
972901	orange violet honeydew hot antique	188821	Customer#000141100	Supplier#000001340
972901	lavender pale chiffon brown slate	117482	Customer#000141100	Supplier#000005016
5709632	brown gainsboro powder tan orchid	45868	Customer#000052516	Supplier#000005869
5709632	floral light lavender aquamarine linen	118720	Customer#000052516	Supplier#000008721
5725605	mint maroon navajo snow seashell	38994	Customer#000082415	Supplier#000006504
5725605	lawn gainsboro burlywood spring peru	164447	Customer#000082415	Supplier#000009480
4328516	grey chiffon peach turquoise indian	184190	Customer#000139823	Supplier#000004191
1177378	thistle hot peach navy medium	17548	Customer#000050327	Supplier#000007549
4764774	cream cyan lemon chocolate saddle	90693	Customer#000054733	Supplier#000008221
4764774	thistle orchid cornsilk snow chocolate	67763	Customer#000054733	Supplier#000002776
4764774	navy turquoise pale blanched bisque	62893	Customer#000054733	Supplier#000002894
4803395	dark olive navajo midnight indian	32964	Customer#000090091	Supplier#000002965
4803395	misty thistle honeydew coral smoke	70240	Customer#000090091	Supplier#000007762
4803395	dim blush cream burlywood grey	93763	Customer#000090091	Supplier#000008782
1914983	powder lavender peru bisque cornsilk	36468	Customer#000110848	Supplier#000008972
2131139	chartreuse spring sky black maroon	46755	Customer#000003202	Supplier#000009260
2942469	cornflower burlywood beige ghost lavender	137804	Customer#000148885	Supplier#000000318
1971680	ghost indian misty papaya navy	173744	Customer#000120098	Supplier#000003745
1971680	moccasin blush gainsboro almond cyan	6598	Customer#000120098	Supplier#000006599
1971680	cornflower dark goldenrod plum gainsboro	21583	Customer#000120098	Supplier#000009090
5012965	linen lemon moccasin grey orange	12697	Customer#000053090	Supplier#000007700
5012965	green royal maroon beige floral	193716	Customer#000053090	Supplier#000003717
5012965	indian maroon navy burlywood frosted	60904	Customer#000053090	Supplier#000005917
5219719	light violet lace maroon chiffon	21850	Customer#000086290	Supplier#000006855
2154982	blue antique brown burlywood sandy	199982	Customer#000095903	Supplier#000005021
2350561	lawn cream lace azure misty	124223	Customer#000077521	Supplier#000009248
2350561	floral spring chiffon azure beige	143510	Customer#000077521	Supplier#000008539
2454368	khaki firebrick grey aquamarine gainsboro	100709	Customer#000051217	Supplier#000003220
2000131	rosy frosted bisque almond chiffon	22521	Customer#000131099	Supplier#000007526
2000131	grey forest navy blanched chartreuse	40762	Customer#000131099	Supplier#000003267
5247169	brown olive rosy tomato pale	60699	Customer#000137554	Supplier#000000700
5280386	honeydew aquamarine peru sandy ivory	31713	Customer#000084646	Supplier#000009223
5280386	rose navy purple yellow orange	192771	Customer#000084646	Supplier#000000329
5280386	chocolate dodger blush burlywood seashell	47805	Customer#000084646	Supplier#000007806
5637766	burlywood chiffon rosy deep lemon	178184	Customer#000036742	Supplier#000000702
5637766	brown frosted beige papaya burlywood	186955	Customer#000036742	Supplier#000004510
5470784	spring dark drab steel grey	30697	Customer#000006910	Supplier#000000698
5470784	gainsboro orange burlywood tan white	95986	Customer#000006910	Supplier#000001005
5470784	cornflower grey beige honeydew papaya	120325	Customer#000006910	Supplier#000000326
3311840	olive plum chartreuse pale beige	15825	Customer#000037738	Supplier#000008327
2184164	yellow rosy lawn blanched seashell	122361	Customer#000099814	Supplier#000002362
2647431	aquamarine ghost burlywood dim khaki	19895	Customer#000010282	Supplier#000002397
2647431	wheat burlywood powder smoke metallic	176498	Customer#000010282	Supplier#000006499
2699520	plum metallic olive brown chartreuse	124960	Customer#000119966	Supplier#000009985
2699520	saddle khaki black blush cream	199438	Customer#000119966	Supplier#000009439
2699520	tomato khaki red green dim	158349	Customer#000119966	Supplier#000005895
2854465	black indian ghost thistle khaki	2975	Customer#000131215	Supplier#000000476
41445	metallic lace violet steel medium	95791	Customer#000006053	Supplier#000000810
41445	honeydew floral blue black drab	84881	Customer#000006053	Supplier#000007390
409924	white tan navy lace firebrick	181683	Customer#000007565	Supplier#000001684
409924	red frosted midnight olive maroon	165894	Customer#000007565	Supplier#000005895
2894533	bisque steel forest mint coral	159106	Customer#000052873	Supplier#000001622
2894533	olive bisque khaki antique dim	84920	Customer#000052873	Supplier#000009937
3058433	powder cream papaya burlywood forest	50086	Customer#000109411	Supplier#000002592
3058433	medium drab dim firebrick plum	194990	Customer#000109411	Supplier#000002548
3583616	forest brown indian navajo violet	13592	Customer#000059359	Supplier#000008595
3583616	chocolate lemon dark maroon chiffon	135855	Customer#000059359	Supplier#000003395
3583616	beige turquoise grey dodger aquamarine	56734	Customer#000059359	Supplier#000001745
3583616	ghost rosy metallic thistle dim	114780	Customer#000059359	Supplier#000004781
3583616	blue almond drab frosted bisque	96901	Customer#000059359	Supplier#000006902
3967937	chocolate pink wheat orange beige	65831	Customer#000109186	Supplier#000000844
3967937	hot papaya black sky frosted	173782	Customer#000109186	Supplier#000003783
5893511	burlywood lemon aquamarine azure forest	108833	Customer#000049033	Supplier#000006364
217541	cornflower goldenrod metallic azure black	93634	Customer#000004765	Supplier#000001162
217541	deep thistle powder lemon black	29655	Customer#000004765	Supplier#000007162
5047173	rose goldenrod brown wheat burnished	15967	Customer#000035776	Supplier#000008469
5047173	tomato khaki cornflower turquoise azure	141653	Customer#000035776	Supplier#000009196
5404326	light almond white metallic misty	172139	Customer#000073513	Supplier#000009691
5404326	coral thistle violet indian lavender	135071	Customer#000073513	Supplier#000007585
433380	bisque red cream thistle goldenrod	52764	Customer#000098491	Supplier#000002765
433380	ghost goldenrod royal burnished yellow	89924	Customer#000098491	Supplier#000007449
433380	blanched linen khaki chocolate bisque	140080	Customer#000098491	Supplier#000007623
5709632	blue azure antique moccasin turquoise	100918	Customer#000052516	Supplier#000005939
5725605	tan sandy red slate aquamarine	107971	Customer#000082415	Supplier#000005502
5725605	sandy beige saddle burnished red	52778	Customer#000082415	Supplier#000000294
1177378	rosy purple light blue sandy	86997	Customer#000050327	Supplier#000006998
1436544	saddle misty blue navy white	44183	Customer#000077260	Supplier#000009192
1474818	hot lavender yellow sky orchid	119918	Customer#000024341	Supplier#000002430
1474818	cream cornsilk lemon lavender burnished	46395	Customer#000024341	Supplier#000003908
1474818	linen blush khaki red brown	22453	Customer#000024341	Supplier#000004956
95808	plum lace blanched gainsboro floral	168977	Customer#000001045	Supplier#000006526
4290499	blue dodger smoke sienna brown	176919	Customer#000049609	Supplier#000001954
4290499	puff metallic honeydew red chiffon	139524	Customer#000049609	Supplier#000004551
4290499	navy azure linen lemon yellow	79510	Customer#000049609	Supplier#000007032
4676257	seashell burlywood smoke antique sienna	115957	Customer#000053809	Supplier#000000980
4676257	antique navy deep spring cyan	94939	Customer#000053809	Supplier#000007449
4676257	mint bisque sky peach beige	91760	Customer#000053809	Supplier#000006779
4745607	violet olive coral ivory dodger	103624	Customer#000046435	Supplier#000008645
4745607	lavender slate antique rosy red	64267	Customer#000046435	Supplier#000009280
4745607	azure ghost tomato linen plum	129896	Customer#000046435	Supplier#000009897
1232449	blanched rosy metallic linen dodger	24959	Customer#000109156	Supplier#000002466
1750466	rosy lemon dark olive mint	183892	Customer#000021433	Supplier#000006411
2185667	dodger ghost honeydew chocolate snow	82733	Customer#000051796	Supplier#000005242
2185667	cream green deep burnished navajo	167844	Customer#000051796	Supplier#000005393
2185667	antique cream sandy navajo blush	48570	Customer#000051796	Supplier#000008571
2185667	peach medium light turquoise sky	126951	Customer#000051796	Supplier#000004488
5893511	powder beige navajo lemon floral	147984	Customer#000049033	Supplier#000007985
5893511	medium aquamarine orange blue midnight	165954	Customer#000049033	Supplier#000000987
1971680	brown floral lace navy maroon	77553	Customer#000120098	Supplier#000005075
2708097	orchid tan blush royal navy	14360	Customer#000144169	Supplier#000009363
5380005	lemon black deep tan peach	43927	Customer#000055415	Supplier#000008936
5380005	tomato blue floral tan goldenrod	91959	Customer#000055415	Supplier#000009487
2454368	plum almond pale dodger papaya	155521	Customer#000051217	Supplier#000005522
2454368	medium pink azure black goldenrod	39633	Customer#000051217	Supplier#000004640
2454368	forest green cream papaya lemon	4540	Customer#000051217	Supplier#000009541
2454368	burlywood sandy lace goldenrod chiffon	172409	Customer#000051217	Supplier#000009961
2454368	pink blue indian orchid turquoise	63722	Customer#000051217	Supplier#000008735
3360065	sky seashell turquoise cornsilk cream	63356	Customer#000140506	Supplier#000003357
3360065	lime blanched gainsboro sienna misty	20208	Customer#000140506	Supplier#000007715
3360065	burlywood rose hot peru salmon	20899	Customer#000140506	Supplier#000000900
2761378	blanched steel honeydew blush chiffon	80811	Customer#000136573	Supplier#000005828
2761378	orchid salmon red blue almond	179323	Customer#000136573	Supplier#000001841
2761378	moccasin burnished spring smoke lawn	162223	Customer#000136573	Supplier#000004740
3004006	grey bisque hot blue pink	177790	Customer#000073775	Supplier#000005342
3004006	azure dim tomato violet aquamarine	144130	Customer#000073775	Supplier#000004131
3004006	dark saddle chartreuse brown salmon	55635	Customer#000073775	Supplier#000000646
3015744	almond burlywood orange moccasin peru	132776	Customer#000055358	Supplier#000005290
2820355	dark dim goldenrod purple black	92960	Customer#000139985	Supplier#000007979
3311840	azure dark aquamarine olive burlywood	156710	Customer#000037738	Supplier#000009226
3360326	drab olive pale chiffon slate	54291	Customer#000041692	Supplier#000009302
4682433	wheat red purple olive hot	118825	Customer#000016207	Supplier#000003848
4682433	chiffon indian deep grey dim	79395	Customer#000016207	Supplier#000001903
4682433	sandy bisque navajo turquoise lawn	190778	Customer#000016207	Supplier#000003298
5044869	brown cream mint chartreuse khaki	46689	Customer#000069796	Supplier#000004202
3586919	saddle moccasin khaki aquamarine red	196772	Customer#000024049	Supplier#000006773
3597604	burnished light medium grey peach	180413	Customer#000095857	Supplier#000002932
3597604	almond steel magenta wheat blush	77876	Customer#000095857	Supplier#000005398
1975399	aquamarine grey firebrick cornflower navy	51330	Customer#000128458	Supplier#000006341
2235011	mint saddle magenta khaki lawn	24799	Customer#000076567	Supplier#000002306
2235011	wheat white smoke khaki sky	19640	Customer#000076567	Supplier#000007144
2334433	orange ghost navajo smoke rosy	145953	Customer#000038773	Supplier#000005954
5720000	orchid black lace lemon red	168817	Customer#000135992	Supplier#000003850
330275	spring chocolate steel hot drab	106737	Customer#000008011	Supplier#000004268
534529	black yellow lavender slate khaki	53937	Customer#000025994	Supplier#000001453
534529	pink burlywood linen snow chiffon	114952	Customer#000025994	Supplier#000009975
846213	burlywood salmon lawn burnished azure	73429	Customer#000047060	Supplier#000000951
2831680	beige thistle lemon blue drab	175782	Customer#000103721	Supplier#000008300
3058020	antique papaya cornsilk forest orchid	119404	Customer#000122822	Supplier#000001916
3058020	rose peach chartreuse drab brown	13656	Customer#000122822	Supplier#000008659
3706788	gainsboro frosted cyan khaki hot	181766	Customer#000073999	Supplier#000009321
3706788	chocolate olive coral steel ghost	137537	Customer#000073999	Supplier#000007538
3727556	yellow antique deep gainsboro tan	134581	Customer#000009664	Supplier#000007095
3727556	linen dim goldenrod cornflower olive	86234	Customer#000009664	Supplier#000001251
1672039	beige burlywood lace lime rose	49367	Customer#000099446	Supplier#000001872
1672039	black coral powder goldenrod cyan	101928	Customer#000099446	Supplier#000006949
1672039	khaki cream gainsboro peach papaya	97373	Customer#000099446	Supplier#000002392
4486405	maroon gainsboro seashell orange dim	33882	Customer#000070603	Supplier#000006386
4486405	blanched lace sandy red ghost	47811	Customer#000070603	Supplier#000002820
4486405	salmon white lawn lavender light	148516	Customer#000070603	Supplier#000006059
2220512	olive blanched chiffon aquamarine powder	39472	Customer#000046528	Supplier#000004479
3292993	burnished pale burlywood deep tan	140785	Customer#000078313	Supplier#000008328
3405634	tomato turquoise moccasin deep ghost	67876	Customer#000034483	Supplier#000007877
3405634	powder rose cornsilk purple violet	182835	Customer#000034483	Supplier#000002836
1451203	deep steel burlywood navajo blanched	84248	Customer#000000506	Supplier#000004249
1492448	orchid gainsboro smoke white frosted	168873	Customer#000004111	Supplier#000001390
1492448	tomato blue coral dark medium	89951	Customer#000004111	Supplier#000004968
1492448	violet goldenrod peru papaya honeydew	198916	Customer#000004111	Supplier#000006474
4911393	sky powder black antique tan	23926	Customer#000100498	Supplier#000006429
4911393	seashell green indian lemon turquoise	38241	Customer#000100498	Supplier#000000745
4113155	cornsilk blanched cyan misty dodger	192265	Customer#000090490	Supplier#000004785
4113155	misty chiffon navajo hot seashell	194706	Customer#000090490	Supplier#000004707
3506854	hot dark yellow pink cornsilk	19098	Customer#000060920	Supplier#000004101
1887649	firebrick burlywood beige rosy pale	183828	Customer#000075464	Supplier#000006347
1887649	dim lace sky bisque linen	182858	Customer#000075464	Supplier#000007895
1887649	sky honeydew orchid forest cornflower	87935	Customer#000075464	Supplier#000007936
4584005	lawn burnished saddle burlywood floral	171130	Customer#000034933	Supplier#000006165
4576548	beige linen saddle floral navy	21664	Customer#000108931	Supplier#000006669
4682433	azure pink aquamarine black lavender	144630	Customer#000016207	Supplier#000009659
5219719	cream burlywood frosted blanched dark	149884	Customer#000086290	Supplier#000007427
5247169	floral bisque seashell medium orchid	105865	Customer#000137554	Supplier#000008376
5247169	tan almond powder chocolate magenta	160719	Customer#000137554	Supplier#000005752
5285862	papaya forest lavender lace khaki	90780	Customer#000126148	Supplier#000008308
5619713	chartreuse blush cream dark burnished	164859	Customer#000023815	Supplier#000002408
55937	gainsboro magenta chocolate black orchid	115547	Customer#000016586	Supplier#000000570
55937	chiffon magenta ghost beige wheat	186945	Customer#000016586	Supplier#000001982
55937	honeydew cream cornflower peru violet	173425	Customer#000016586	Supplier#000000977
5332709	hot burlywood gainsboro burnished light	115691	Customer#000128645	Supplier#000000714
5332709	tan light lemon dark dim	11805	Customer#000128645	Supplier#000001806
103136	coral navajo bisque violet beige	35972	Customer#000085027	Supplier#000003482
103136	smoke burnished mint ghost light	170383	Customer#000085027	Supplier#000000384
395395	aquamarine steel deep blush burlywood	18708	Customer#000106565	Supplier#000008709
5720000	chiffon dodger chocolate almond sandy	67888	Customer#000135992	Supplier#000007889
5720000	olive bisque lace navy tan	176884	Customer#000135992	Supplier#000009402
5720000	smoke brown dim azure metallic	92767	Customer#000135992	Supplier#000005277
631651	chartreuse deep burnished snow mint	39606	Customer#000008936	Supplier#000004613
631651	slate aquamarine red orchid dark	53966	Customer#000008936	Supplier#000008977
631651	salmon rosy maroon lavender yellow	150829	Customer#000008936	Supplier#000003345
413762	medium blanched firebrick sienna cornflower	151278	Customer#000144688	Supplier#000006309
509539	cornflower papaya drab coral ivory	143894	Customer#000140866	Supplier#000001437
884673	antique goldenrod dim ghost floral	199922	Customer#000068108	Supplier#000007480
978692	chartreuse moccasin gainsboro lime turquoise	81428	Customer#000025457	Supplier#000003937
922086	drab tomato cornflower olive peach	177782	Customer#000103207	Supplier#000002817
922086	pale mint blanched cream green	49657	Customer#000103207	Supplier#000007170
1003328	coral black grey chiffon spring	50606	Customer#000063749	Supplier#000008122
4328516	wheat midnight ivory almond light	114858	Customer#000139823	Supplier#000002392
4328516	navy beige deep chartreuse papaya	72545	Customer#000139823	Supplier#000000067
4328516	snow almond burnished olive green	56759	Customer#000139823	Supplier#000006760
4764774	royal maroon papaya ghost mint	176683	Customer#000054733	Supplier#000001718
4764774	pink cornsilk chartreuse dodger puff	25955	Customer#000054733	Supplier#000000960
433380	brown turquoise dodger snow midnight	192961	Customer#000098491	Supplier#000005481
1975399	seashell lime salmon cornsilk chartreuse	174990	Customer#000128458	Supplier#000000025
1975399	honeydew peach sky burnished dodger	171769	Customer#000128458	Supplier#000009321
1975399	gainsboro saddle rosy brown firebrick	18576	Customer#000128458	Supplier#000003579
5376902	lime yellow bisque antique firebrick	103585	Customer#000116726	Supplier#000006096
