l_orderkey	l_linenumber	l_quantity
4816613	3	47.00
4818369	2	5.00
4819556	1	13.00
4821571	1	7.00
4825283	1	22.00
4832934	1	11.00
4832934	5	9.00
4836517	2	19.00
4836517	3	36.00
4839426	6	11.00
4844834	3	9.00
4844834	5	30.00
4846181	3	44.00
4848454	4	41.00
4848454	7	47.00
4850502	4	13.00
4850502	5	22.00
4850502	7	7.00
4850947	1	39.00
4860039	4	38.00
4861731	2	8.00
4861731	3	27.00
4864704	2	41.00
4864704	4	15.00
4864704	5	19.00
4867136	1	43.00
4871808	1	26.00
4871808	3	4.00
4877251	2	34.00
4877251	5	7.00
4877444	2	23.00
4881601	4	36.00
4892388	2	3.00
4892388	5	49.00
4895015	6	47.00
4895168	1	27.00
4901829	4	9.00
4902784	1	43.00
4904896	2	42.00
4905414	1	7.00
4907623	1	11.00
4907813	4	29.00
4910917	1	16.00
4910982	3	28.00
4910982	5	17.00
4910982	7	9.00
4923302	2	33.00
4923302	4	35.00
4928806	1	5.00
4928806	4	3.00
4931073	3	39.00
4933475	1	17.00
4944550	3	44.00
4950945	3	16.00
4954151	5	21.00
4958816	1	15.00
4958816	3	14.00
4974626	1	25.00
4984932	4	45.00
4985989	4	17.00
4986176	1	32.00
4986176	4	24.00
4986176	6	23.00
4997920	1	12.00
5000230	3	30.00
5004033	2	4.00
5004964	2	18.00
5030849	1	14.00
5030849	6	6.00
5030849	7	21.00
5030977	1	50.00
5036769	1	7.00
5055875	2	47.00
5055875	3	47.00
5068807	3	34.00
5073153	3	50.00
5075111	6	44.00
5075111	7	42.00
5076065	3	10.00
5098914	3	20.00
5112389	1	36.00
5112389	5	11.00
5116964	2	10.00
5124065	2	10.00
5124065	3	22.00
5124674	1	22.00
5131910	1	44.00
5131910	2	1.00
5131910	4	18.00
5132196	3	41.00
5132196	4	5.00
5133634	3	40.00
5133764	2	49.00
5135104	2	20.00
5143111	2	36.00
5143111	6	1.00
5144512	5	4.00
5154501	2	12.00
5156421	3	25.00
5163522	1	22.00
5165057	1	27.00
5165057	2	20.00
5168675	1	28.00
5169313	1	43.00
5169313	3	1.00
5172611	1	11.00
5174209	1	44.00
5183267	5	4.00
5185441	2	7.00
5185441	3	28.00
5188998	3	9.00
5199170	3	3.00
5201474	1	16.00
5203424	5	48.00
5209634	1	34.00
5210753	1	19.00
5210753	2	3.00
5210753	5	33.00
5210753	6	26.00
5210753	7	47.00
5210945	4	9.00
5210945	5	31.00
5210945	6	5.00
5219077	5	20.00
5220005	3	3.00
5224836	2	38.00
5225569	1	11.00
5229698	6	33.00
5245760	4	45.00
5247842	2	1.00
5247842	3	26.00
5247842	4	38.00
5248647	5	14.00
5250950	1	29.00
5258532	1	7.00
5263012	1	28.00
5263012	3	40.00
5272964	3	42.00
5274372	4	47.00
5274372	7	6.00
5276006	2	18.00
5276006	4	13.00
5291654	1	41.00
5291654	2	6.00
5291654	4	15.00
5291716	4	1.00
5293479	3	2.00
5293479	4	49.00
5295075	1	2.00
5295110	4	19.00
5300773	2	39.00
5301728	3	49.00
5302017	1	44.00
5302017	2	24.00
5302017	3	29.00
5311041	2	13.00
5312517	1	46.00
5317734	1	42.00
5317734	2	28.00
5317734	5	29.00
5322242	2	30.00
5322242	4	48.00
5329701	5	20.00
5334369	4	40.00
5336000	1	28.00
5336000	2	11.00
5336000	3	18.00
5336000	7	5.00
5338278	1	40.00
5340131	2	28.00
5340131	6	6.00
5342433	2	47.00
5342433	3	46.00
5342433	5	7.00
5354082	5	47.00
5357441	3	19.00
5357441	4	46.00
5359266	4	28.00
5359367	1	8.00
5366116	1	30.00
5369957	5	21.00
5373856	5	27.00
5373856	7	34.00
5375108	5	6.00
5375139	3	41.00
5375141	2	28.00
5376550	1	31.00
5376550	2	5.00
5384197	1	20.00
5384197	2	3.00
5386594	2	40.00
5398944	1	27.00
5398944	2	48.00
5404480	2	26.00
5404480	3	47.00
5412645	2	17.00
5420385	2	5.00
5420385	3	48.00
5423335	5	37.00
5435267	1	48.00
5439008	1	50.00
5442983	2	22.00
5446275	2	43.00
5446275	3	47.00
5447589	1	9.00
5447589	2	47.00
5452483	3	27.00
5452483	5	47.00
5456227	1	4.00
5456227	4	12.00
5463556	4	13.00
5463556	5	23.00
5471556	1	44.00
5476514	1	10.00
5476514	2	38.00
5479233	1	43.00
5479233	2	13.00
5480481	2	36.00
5480741	1	26.00
5480741	2	33.00
5491809	2	9.00
5507878	1	15.00
5507878	3	27.00
5507878	4	47.00
5507878	5	29.00
5516032	1	42.00
5520036	1	11.00
5523141	4	31.00
5523141	5	37.00
5545444	2	13.00
5545574	1	36.00
5554691	2	16.00
5555620	5	46.00
5563107	2	41.00
5563107	3	35.00
5563107	7	37.00
5566467	1	32.00
5566467	4	50.00
5571462	3	43.00
5571462	4	3.00
5571841	1	21.00
5571841	4	11.00
5576544	1	12.00
5582018	4	34.00
5587492	1	4.00
5587747	1	25.00
5587747	2	32.00
5587747	7	35.00
5592452	1	44.00
5592452	2	6.00
5598818	1	42.00
5598818	2	15.00
5598818	4	34.00
5598818	6	46.00
5605891	2	46.00
5605891	3	9.00
5610983	1	23.00
5610983	2	22.00
5610983	3	18.00
5610983	4	40.00
5610983	6	8.00
5614565	3	34.00
5614565	5	6.00
5617217	1	3.00
5617217	5	26.00
5618240	2	27.00
5618726	2	15.00
5626213	4	5.00
5626592	3	29.00
5627238	1	5.00
5627781	1	43.00
5627781	3	9.00
5627781	4	3.00
5630692	2	11.00
5631749	4	16.00
5633509	1	35.00
5637474	1	17.00
5637474	2	43.00
5637474	4	38.00
5638337	2	44.00
5638337	4	8.00
5638337	7	43.00
5647077	3	30.00
5651299	1	32.00
5653890	1	11.00
5653890	3	3.00
5653890	4	29.00
5653890	5	43.00
5660483	1	19.00
1033572	3	20.00
1036645	2	11.00
1038981	6	25.00
1040165	1	11.00
1040165	2	7.00
1043078	2	36.00
1043078	4	28.00
1043367	5	6.00
1049632	3	48.00
1055205	2	29.00
1056614	4	3.00
1068453	2	32.00
1068453	4	20.00
1069287	2	34.00
1069314	2	35.00
1069510	1	22.00
1069862	2	33.00
1070114	4	20.00
1072321	1	43.00
1082944	1	48.00
1083298	2	1.00
1084161	1	39.00
1084161	6	17.00
1086084	4	25.00
1087173	3	44.00
1087173	5	23.00
1087173	6	36.00
1097222	4	24.00
1098309	3	49.00
1099079	2	47.00
1107716	1	48.00
1113318	3	27.00
1113318	4	37.00
1113318	6	45.00
1114311	3	19.00
1114311	4	43.00
1116807	5	47.00
1117827	1	3.00
1121414	2	24.00
1128807	1	47.00
1128807	2	36.00
1129414	1	5.00
1130626	1	6.00
1130626	3	13.00
1130626	6	18.00
1134144	2	1.00
1136096	2	7.00
1143329	4	41.00
1146211	5	10.00
1152416	3	22.00
1152416	4	7.00
1153254	1	46.00
1153254	3	19.00
1153254	5	16.00
1154691	5	24.00
1154691	7	5.00
1154977	1	44.00
1154977	4	30.00
1155136	3	37.00
1155136	5	8.00
1155427	4	16.00
1155427	7	48.00
1157446	1	10.00
1158467	5	49.00
1158467	7	8.00
1159745	2	25.00
1159815	2	21.00
1163270	3	4.00
1168736	3	33.00
1174307	4	44.00
1174307	5	26.00
1183139	1	39.00
1183139	3	1.00
1183139	4	44.00
1183139	6	8.00
1184263	4	17.00
1190497	3	21.00
1190497	4	45.00
1191493	6	37.00
1193507	1	37.00
1193507	4	26.00
1196130	6	1.00
1199236	2	20.00
1220802	5	45.00
1220896	2	18.00
1224263	1	48.00
1224263	2	38.00
1224263	4	16.00
1231334	1	42.00
1231334	5	20.00
1231334	6	6.00
1231334	7	45.00
1232225	4	28.00
1233094	4	14.00
1233094	6	36.00
1239942	1	4.00
1240614	3	18.00
1241860	1	41.00
1241860	5	33.00
1245829	1	29.00
1245890	4	29.00
1245890	5	43.00
1246464	2	37.00
1246464	3	50.00
1249316	4	8.00
1249316	7	11.00
1249825	2	42.00
1249825	4	29.00
1251237	1	34.00
1256354	4	18.00
1256354	5	41.00
1257536	1	20.00
1257536	3	28.00
1260576	2	8.00
1265024	1	3.00
1266562	3	28.00
1268036	1	21.00
1270626	1	2.00
1270919	5	21.00
1275526	2	11.00
1284291	2	1.00
1298725	3	45.00
1298725	4	40.00
1298725	6	11.00
1298725	7	2.00
1299397	1	40.00
1299847	2	35.00
1301313	1	12.00
1301313	2	50.00
1302624	1	38.00
1302624	5	34.00
1305892	1	5.00
1307555	5	4.00
1313862	2	25.00
1313862	7	5.00
1316930	3	38.00
1320996	1	15.00
1320996	5	43.00
1322785	1	9.00
1322785	2	10.00
1322785	5	27.00
1322785	6	42.00
1326722	1	33.00
1326722	5	40.00
1336608	1	26.00
1337889	5	43.00
1344867	6	18.00
1348455	1	45.00
1348455	2	50.00
1351175	3	11.00
1355845	1	3.00
1355845	4	7.00
1360900	3	8.00
1360900	6	14.00
1368130	1	12.00
1371909	1	39.00
1373444	2	33.00
1374566	1	4.00
1374566	3	27.00
1376352	1	37.00
1379046	3	22.00
1379362	1	46.00
1380355	3	7.00
1383841	2	40.00
1386368	1	5.00
1387239	2	26.00
1387239	4	27.00
1391270	3	43.00
1401191	7	20.00
1405888	4	48.00
1405990	1	10.00
1405990	5	23.00
1408422	4	34.00
1411623	1	8.00
1411623	4	32.00
1415271	2	43.00
1415271	7	24.00
1417445	4	24.00
1419936	1	33.00
1428197	1	47.00
1428645	3	30.00
1428770	3	42.00
1429248	1	5.00
1429248	4	16.00
1432673	4	34.00
1432673	5	27.00
1436550	2	16.00
1436869	2	28.00
1438054	3	8.00
1439141	4	32.00
1440292	1	50.00
1440292	5	23.00
1441477	7	33.00
1444576	2	14.00
1444576	3	49.00
1444576	5	40.00
1461985	3	1.00
1467808	1	19.00
1467808	6	7.00
1473249	2	43.00
1474212	1	3.00
1474212	5	27.00
1477382	2	41.00
1478851	1	10.00
1487619	1	24.00
1487619	3	14.00
1490343	2	32.00
1490343	5	15.00
1496547	2	18.00
1496547	4	22.00
1499236	3	37.00
1500007	1	27.00
1500007	5	44.00
1500007	7	1.00
1501985	3	13.00
1501985	6	34.00
1503174	1	14.00
1505378	4	26.00
1505924	1	24.00
1505924	2	20.00
1509986	3	17.00
1510727	2	25.00
1510727	5	43.00
1512865	4	32.00
1512865	6	34.00
1514882	1	38.00
1515587	2	7.00
1515587	4	22.00
1517575	4	31.00
1518148	1	11.00
1520967	3	21.00
1523011	3	22.00
1523682	6	6.00
1525765	2	35.00
1528289	5	30.00
1528289	7	31.00
1530279	2	30.00
1541188	4	33.00
1542051	7	45.00
1546339	1	19.00
1546339	4	21.00
1547523	1	7.00
1547523	4	9.00
1548711	1	6.00
1548711	2	41.00
1554081	2	11.00
1554081	5	15.00
1555591	6	43.00
1571842	2	3.00
1571842	6	46.00
1575397	2	44.00
1575397	3	36.00
1579554	1	6.00
1579554	2	38.00
1588004	3	7.00
1593793	2	7.00
1593857	3	3.00
1593857	7	14.00
1594661	1	12.00
1594661	6	25.00
1603911	1	18.00
1603911	4	19.00
1605696	2	18.00
1605696	3	26.00
1612551	5	9.00
1615808	1	43.00
1615808	3	30.00
1615808	5	19.00
1616967	1	35.00
1619907	1	9.00
1625602	2	34.00
1626657	7	9.00
1627521	2	23.00
1629571	3	25.00
1631233	1	31.00
1637351	2	39.00
1637351	3	14.00
1637351	4	9.00
1640610	2	40.00
1642306	2	33.00
1646053	1	7.00
1646053	3	27.00
1647367	1	37.00
1649255	1	33.00
1650151	2	17.00
1652101	1	42.00
1668294	3	13.00
1668964	2	23.00
1668964	3	41.00
1670246	2	43.00
1670246	5	36.00
1671136	1	28.00
1671136	3	6.00
1671206	2	32.00
1671206	3	30.00
1673221	4	3.00
1673891	1	32.00
1673891	2	5.00
1673891	3	23.00
1675942	2	4.00
1675942	3	14.00
1675942	5	40.00
1686881	1	8.00
1686881	4	2.00
1687235	7	30.00
1687365	2	2.00
1690500	1	2.00
1691972	1	33.00
1691972	4	10.00
1693061	1	19.00
1693061	2	8.00
1697732	3	1.00
1699361	2	11.00
1701894	2	50.00
772832	1	4.00
774596	1	41.00
774596	3	26.00
776833	2	36.00
777024	2	26.00
777024	5	24.00
780289	1	4.00
780289	5	45.00
780289	7	2.00
783014	1	25.00
783014	3	37.00
783392	5	22.00
784997	3	35.00
786817	5	4.00
788518	1	13.00
793281	3	43.00
798245	3	34.00
798245	4	33.00
803137	1	13.00
805892	2	14.00
805892	3	47.00
805892	4	18.00
809443	2	44.00
811330	3	1.00
811330	4	46.00
812224	4	9.00
812326	4	28.00
816096	4	6.00
817028	1	50.00
817186	1	15.00
822496	1	29.00
827042	2	2.00
827042	4	40.00
827042	6	25.00
827782	2	24.00
827782	4	31.00
827782	5	45.00
827782	6	48.00
828261	4	23.00
828261	5	37.00
832036	2	36.00
836835	2	9.00
836835	3	13.00
837858	2	12.00
840100	2	3.00
841697	1	8.00
841697	5	9.00
841697	6	7.00
846978	2	4.00
852864	4	32.00
856870	1	4.00
862821	2	28.00
862821	5	4.00
863589	5	34.00
865955	1	1.00
871718	1	31.00
876801	4	24.00
880836	1	29.00
882244	2	36.00
882758	1	30.00
886465	4	5.00
890307	3	1.00
891008	4	31.00
891879	2	9.00
891879	3	38.00
892487	3	21.00
893443	1	48.00
894597	3	41.00
894597	5	4.00
894597	6	6.00
896483	2	44.00
896483	4	42.00
901669	1	31.00
901669	2	49.00
901669	4	38.00
901669	6	19.00
902499	1	4.00
904292	4	5.00
904292	6	43.00
914498	2	44.00
914594	1	8.00
916806	3	37.00
924964	1	27.00
924964	2	46.00
927008	1	16.00
931906	2	31.00
931906	3	36.00
936551	1	6.00
937537	3	39.00
946019	1	28.00
946019	2	8.00
946949	2	40.00
946949	3	10.00
950211	3	33.00
950560	4	40.00
951586	1	1.00
954116	1	38.00
956775	3	12.00
957412	2	21.00
958113	2	10.00
958113	4	45.00
961894	3	20.00
961894	5	17.00
961894	6	21.00
968455	1	30.00
968455	2	38.00
971559	1	23.00
971585	3	16.00
971585	4	4.00
971585	5	19.00
971585	7	6.00
975237	3	11.00
975751	3	5.00
975906	2	29.00
977125	3	10.00
979364	1	47.00
979364	3	37.00
979717	2	19.00
980737	3	38.00
980737	4	22.00
981415	5	25.00
989827	4	1.00
995616	1	38.00
995616	2	35.00
997026	1	26.00
997026	3	26.00
1000354	4	46.00
1002310	1	42.00
1002310	2	45.00
1002310	3	13.00
1003874	1	41.00
1003874	4	36.00
1004646	3	47.00
1005409	1	45.00
1005409	2	33.00
1005825	1	27.00
1005825	5	25.00
1005825	6	9.00
1005825	7	3.00
1007298	1	39.00
1007298	5	20.00
1007298	6	45.00
1011813	1	20.00
1016421	2	17.00
1025927	1	20.00
1029024	2	37.00
1029024	4	12.00
1029024	5	25.00
1029857	5	12.00
1030626	2	1.00
1034785	2	28.00
1037761	3	3.00
1047878	1	17.00
1047878	4	23.00
1048551	4	32.00
1053444	6	39.00
1058816	1	30.00
1060928	3	27.00
1060928	4	47.00
1062850	1	24.00
1062850	3	21.00
1062850	4	48.00
1066276	5	1.00
1069508	1	27.00
1069508	4	25.00
1069508	5	12.00
1070722	1	34.00
1070722	4	7.00
1072323	1	47.00
1072323	3	40.00
1072323	4	19.00
1075749	2	8.00
1077830	2	12.00
1077830	4	4.00
1077830	7	26.00
1081381	2	25.00
1081381	3	19.00
1081381	4	17.00
1081381	7	13.00
1082695	3	36.00
1082695	7	23.00
1083460	4	25.00
1085728	3	7.00
1090914	4	39.00
1090982	2	31.00
1090982	5	2.00
1093312	5	2.00
1096739	3	45.00
1096739	4	32.00
1105253	4	27.00
1105253	5	23.00
1115046	4	10.00
1115046	6	48.00
1115458	4	31.00
1118721	3	29.00
1121602	2	46.00
1125543	1	46.00
1131012	1	13.00
1131012	2	10.00
1131012	3	5.00
1131012	4	30.00
1134851	1	4.00
1134851	2	48.00
1138754	1	43.00
1138980	3	40.00
1138980	4	36.00
1139303	2	8.00
1141280	1	34.00
1141604	3	31.00
1153091	4	5.00
1153091	6	27.00
1153091	7	22.00
1162181	1	15.00
1162181	3	7.00
1162471	1	40.00
1162471	3	49.00
1163718	1	43.00
1167303	1	7.00
1172711	3	12.00
1176576	4	36.00
1176576	6	40.00
1180036	2	21.00
1180675	1	28.00
1181540	1	9.00
1189541	1	27.00
1189668	2	40.00
1193799	3	5.00
1193799	5	40.00
1198560	4	49.00
1201094	1	22.00
1202663	3	47.00
1209408	1	41.00
1209956	1	7.00
1211718	1	43.00
1211718	4	10.00
1211718	7	23.00
1212740	4	50.00
1216992	1	48.00
1217217	4	26.00
1219395	1	20.00
1220132	5	9.00
1220228	5	29.00
1223942	1	30.00
1224194	4	13.00
1228356	2	28.00
1228356	3	10.00
1228708	1	6.00
1228708	2	30.00
1228708	4	33.00
1228771	4	18.00
1231905	3	34.00
1231905	4	9.00
1233698	2	38.00
1233698	5	18.00
1233858	1	36.00
1239012	1	40.00
1239012	4	17.00
1244832	1	25.00
1257473	3	18.00
1263877	2	17.00
1266854	2	37.00
1266854	4	11.00
1267302	1	4.00
1267302	3	24.00
1268583	2	25.00
1271078	4	4.00
1272768	1	33.00
1272768	3	27.00
1277639	5	5.00
1279264	3	42.00
1279812	1	2.00
1281797	1	24.00
1286562	1	12.00
1286562	4	25.00
1297668	3	29.00
1297668	4	9.00
1298531	5	10.00
1303973	4	21.00
1313472	3	27.00
1326662	3	26.00
1329024	1	25.00
1329024	2	30.00
1329024	3	15.00
1333379	1	46.00
1336897	1	5.00
1341472	2	44.00
1343749	1	5.00
1343749	5	12.00
1344225	1	45.00
1344225	2	6.00
1344483	1	13.00
1344483	3	7.00
1344483	6	47.00
1344483	7	17.00
1345860	2	31.00
1347139	1	5.00
1347139	4	40.00
1347618	1	42.00
1347618	3	18.00
1348481	1	25.00
1348481	3	8.00
1348481	5	42.00
1354784	3	24.00
1358272	1	37.00
1358272	2	19.00
1358758	3	25.00
1359686	5	18.00
1363815	2	40.00
1363815	4	45.00
1364898	3	31.00
1366373	5	27.00
1367842	1	48.00
1371396	3	43.00
1374788	1	48.00
1374788	2	48.00
1379495	3	17.00
1379495	4	45.00
1385475	2	3.00
1385475	6	33.00
1385572	7	50.00
1386117	2	37.00
1386117	3	20.00
1387969	1	3.00
1402081	3	24.00
1402081	4	5.00
1405187	1	38.00
1410151	1	44.00
1412773	1	11.00
1412773	3	10.00
1412773	6	13.00
1418629	3	38.00
1418629	4	24.00
1418629	6	15.00
1419335	3	24.00
1423557	7	41.00
1702177	1	41.00
1705988	3	14.00
1707680	3	14.00
1709317	1	15.00
1710657	1	4.00
1712801	5	24.00
1712801	6	19.00
1712801	7	43.00
1713510	1	20.00
1714406	3	17.00
1715014	1	39.00
1720007	2	47.00
1720007	3	10.00
1724384	1	23.00
1724384	3	39.00
1724384	4	32.00
1724384	6	13.00
1727969	2	1.00
1732518	2	1.00
1732518	4	8.00
1734823	2	36.00
1738919	1	27.00
1738919	2	7.00
1739332	1	30.00
1739332	6	24.00
1740615	3	17.00
1740615	4	41.00
1741541	1	35.00
1743488	5	3.00
1743488	7	9.00
1745382	3	12.00
1745382	4	7.00
1745699	3	5.00
1747744	1	4.00
1749090	1	15.00
1751555	1	19.00
1751555	5	19.00
1752261	3	43.00
1752326	1	46.00
1752326	2	4.00
1752326	4	8.00
1757991	6	15.00
1759076	1	11.00
1759076	2	46.00
1759076	5	49.00
1759076	7	46.00
1760581	1	44.00
1764327	1	15.00
1764384	1	35.00
1766497	1	23.00
1766659	1	25.00
1767845	6	19.00
1768675	2	25.00
1768675	3	1.00
1769284	1	11.00
1769668	4	30.00
1773925	2	42.00
1776807	1	8.00
1776807	5	32.00
1784167	3	24.00
1785601	1	13.00
1785601	5	5.00
1785956	3	45.00
1785956	4	27.00
1785956	5	22.00
1785956	6	7.00
1792449	7	11.00
1792673	7	20.00
1794019	1	48.00
1794019	3	8.00
1808871	1	46.00
1811686	5	21.00
1813792	2	12.00
1814790	3	38.00
1814790	6	45.00
1818592	1	15.00
1820645	1	26.00
1820934	1	46.00
1826214	4	27.00
1828005	2	30.00
1834691	2	27.00
1834949	2	45.00
1834949	5	40.00
1835168	5	27.00
1835174	1	27.00
1835174	2	14.00
1841923	2	11.00
1841923	5	27.00
1842180	4	3.00
1842180	6	44.00
1846951	2	37.00
1850181	2	25.00
1851205	2	37.00
1851205	3	23.00
1851205	5	39.00
1854757	1	5.00
1854757	2	20.00
1856387	3	48.00
1856387	6	40.00
1857571	3	46.00
1861639	5	28.00
1865221	1	12.00
1865221	3	13.00
1867586	2	6.00
1867586	3	34.00
1872838	4	4.00
1872838	6	9.00
1875367	1	39.00
1875367	2	24.00
1875367	3	33.00
1876963	1	3.00
1876963	2	2.00
1881415	1	10.00
1882405	5	2.00
1891910	3	11.00
1899136	1	41.00
1901987	4	4.00
1905793	1	35.00
1913316	4	38.00
1922535	1	43.00
1923746	3	4.00
1927072	1	21.00
1930433	2	41.00
1931907	2	49.00
1936806	1	1.00
1941346	2	32.00
1958115	2	48.00
1958115	3	16.00
1958115	5	45.00
1958115	6	23.00
1961312	1	19.00
1972865	2	38.00
1972865	3	34.00
1974020	4	31.00
1974432	2	27.00
1975015	1	25.00
1975015	3	38.00
1975015	4	25.00
1976225	1	22.00
1976225	3	14.00
1976225	6	17.00
1977600	6	18.00
1982242	3	18.00
1982242	4	9.00
1983363	1	45.00
1986662	3	10.00
1992933	4	39.00
1994884	5	13.00
1997507	3	48.00
1998021	3	5.00
1999553	1	18.00
1999553	3	22.00
1999714	2	42.00
1999714	4	36.00
1999714	5	25.00
2002178	2	15.00
2002178	4	11.00
2002887	1	41.00
2002977	4	44.00
2007363	2	10.00
2007363	4	30.00
2007363	5	47.00
2009029	4	2.00
2012355	1	19.00
2012355	5	14.00
2015296	1	6.00
2015296	2	15.00
2015588	2	21.00
2018017	1	14.00
2019013	3	9.00
2020257	1	40.00
2020257	5	1.00
2020612	1	10.00
2020612	3	26.00
2020612	4	49.00
2023459	4	3.00
2024577	1	20.00
2024577	3	2.00
2024679	4	48.00
2026148	3	18.00
2027207	4	40.00
2027207	5	4.00
2030786	1	19.00
2035046	1	13.00
2036391	2	4.00
2039173	2	27.00
2039173	4	17.00
2039456	2	36.00
2040551	1	25.00
2041253	2	45.00
2046658	3	39.00
2046658	4	11.00
2046658	5	33.00
2048135	4	25.00
2048135	5	15.00
2057475	1	18.00
2057476	2	30.00
2057476	3	48.00
2057476	4	42.00
2057476	5	20.00
2057476	6	16.00
2060930	1	31.00
2062214	2	18.00
2068642	2	31.00
2078403	1	41.00
2078403	5	21.00
2081605	1	13.00
2081605	2	39.00
2082982	1	6.00
2082982	2	13.00
2085121	1	1.00
2085121	3	49.00
2088132	4	37.00
2088935	1	44.00
2089861	1	15.00
2091842	2	8.00
2091842	5	22.00
2094113	2	12.00
2094113	3	31.00
2094113	5	32.00
2102369	2	35.00
2102625	1	16.00
2103748	1	41.00
2103748	2	26.00
2108742	1	2.00
2108742	3	21.00
2108742	4	38.00
2108742	5	35.00
2108742	6	11.00
2109092	1	18.00
2109632	1	21.00
2113092	1	19.00
2113092	2	31.00
2113092	3	13.00
2115909	2	15.00
2116291	2	21.00
2116935	2	41.00
2120930	1	11.00
2120930	4	32.00
2121218	1	2.00
2125158	1	4.00
2125158	4	40.00
2127269	1	22.00
2128001	4	4.00
2129153	2	13.00
2131139	6	30.00
2132742	2	47.00
2138759	2	36.00
2143073	1	13.00
2150468	4	6.00
2154790	4	46.00
2159584	1	43.00
2161828	1	7.00
2162082	4	13.00
2162114	1	36.00
2164387	2	44.00
2172228	3	19.00
2178977	1	31.00
2178977	5	17.00
2182375	3	8.00
2182375	7	29.00
2183719	1	27.00
2184836	1	34.00
2184836	3	37.00
2184836	6	37.00
2185541	4	31.00
2185541	5	12.00
2186177	3	10.00
2186343	1	31.00
2186499	3	23.00
2187808	2	16.00
2187808	4	4.00
2188901	4	35.00
2189509	1	49.00
2189509	5	9.00
2189509	6	37.00
2192964	4	8.00
2195748	2	26.00
2197990	2	15.00
2204641	1	34.00
2209793	3	17.00
2209793	7	44.00
2219777	4	14.00
2220359	2	34.00
2220359	3	20.00
2227366	7	27.00
2227622	1	39.00
2227975	1	10.00
2227975	2	42.00
2230176	4	7.00
2230176	6	40.00
2231622	2	9.00
2233858	1	12.00
2234052	3	40.00
2235361	3	32.00
2236389	1	12.00
2236389	3	9.00
2244420	1	5.00
2245796	2	33.00
2247589	2	15.00
2247589	3	6.00
2247589	6	12.00
2256199	1	29.00
2256199	4	4.00
2256199	7	10.00
2259139	1	16.00
2259139	2	4.00
2259911	1	31.00
2273383	1	41.00
2279044	1	13.00
2279207	6	11.00
2279364	3	2.00
2282083	4	31.00
2282503	1	29.00
2282503	4	47.00
2285505	3	47.00
2285957	3	33.00
2285957	6	25.00
2287136	5	8.00
2297636	5	4.00
2299558	1	38.00
2299558	2	29.00
2299558	7	33.00
2309696	2	35.00
2309696	4	19.00
2309696	5	23.00
2310438	2	25.00
2310438	3	12.00
2310757	4	24.00
2311654	4	3.00
2316324	1	44.00
2321957	3	14.00
2323655	2	39.00
2323655	5	9.00
2323655	6	44.00
2325153	5	16.00
2326528	1	9.00
2326528	3	17.00
2331395	2	42.00
2331395	6	13.00
2333058	1	44.00
2335811	1	21.00
2339842	3	12.00
2339842	4	26.00
2339875	1	40.00
2340580	2	35.00
2342822	1	35.00
2342822	3	38.00
2349793	2	5.00
2350434	1	5.00
2352038	1	3.00
2352038	2	23.00
2355143	2	33.00
2355143	3	7.00
2355143	4	9.00
2355143	5	1.00
2355270	4	29.00
2355364	5	32.00
2355557	1	22.00
2356034	3	24.00
2356133	2	10.00
2356133	3	2.00
2360289	7	26.00
504320	2	3.00
504320	5	35.00
506791	2	27.00
506791	3	44.00
506791	4	6.00
506791	5	6.00
506791	6	25.00
520609	1	5.00
520609	6	39.00
530112	2	17.00
530112	3	45.00
536546	7	12.00
538528	2	9.00
547074	3	7.00
547842	1	19.00
548998	5	10.00
558086	3	43.00
559426	3	2.00
559585	4	17.00
566436	2	32.00
566436	3	36.00
570435	1	17.00
570435	3	1.00
570567	1	13.00
570567	4	44.00
571139	3	46.00
575041	5	5.00
575495	4	14.00
576578	3	15.00
584801	1	29.00
584801	6	24.00
587076	1	8.00
587076	4	26.00
587078	2	26.00
587078	3	4.00
589729	2	21.00
600837	1	29.00
600837	2	46.00
605282	4	1.00
607969	5	47.00
610182	5	24.00
611013	1	9.00
611013	4	44.00
614688	2	6.00
614688	3	27.00
614688	4	23.00
617605	3	32.00
617605	4	44.00
620385	1	15.00
620423	1	2.00
620870	2	28.00
620870	4	30.00
631968	1	33.00
631968	2	2.00
631968	3	24.00
631968	5	31.00
634311	3	22.00
635590	2	8.00
635590	3	34.00
635938	1	15.00
641510	4	28.00
642151	3	20.00
650115	1	31.00
650310	3	47.00
656420	1	30.00
661764	5	23.00
662851	1	32.00
662851	6	15.00
670820	1	37.00
676195	4	23.00
679041	2	33.00
685830	2	30.00
700037	2	1.00
704548	1	29.00
704548	5	15.00
706822	1	22.00
706822	2	17.00
706822	4	15.00
706822	5	31.00
706822	6	13.00
708262	3	41.00
708452	2	45.00
708452	5	40.00
710151	1	37.00
710151	2	11.00
712640	2	49.00
719746	2	34.00
719746	4	32.00
722274	1	26.00
724679	4	29.00
724679	5	48.00
727425	1	20.00
727425	4	45.00
728998	1	6.00
730311	2	46.00
730311	5	7.00
731648	2	42.00
731648	3	45.00
731648	4	22.00
734919	4	7.00
738276	1	6.00
743973	4	32.00
745792	2	40.00
746336	3	32.00
750790	1	34.00
750854	2	4.00
751904	2	16.00
753572	1	10.00
754950	1	32.00
754950	7	42.00
762944	1	22.00
765797	1	17.00
774370	4	9.00
775111	3	37.00
775111	4	12.00
777509	6	33.00
778662	1	13.00
778662	3	40.00
787909	1	18.00
788320	3	16.00
792518	3	35.00
