count(*)
200000
count(*)
2997697
l_orderkey	l_quantity	l_extendedprice
5206016	24.00	43364.16
5207073	6.00	10492.98
5207073	20.00	24944.80
5207073	19.00	37275.34
5359271	5.00	8493.95
5383973	38.00	53711.48
5397218	25.00	45494.75
410595	47.00	63372.92
410595	33.00	55628.10
24322	50.00	95194.50
287619	11.00	14336.96
446499	15.00	16427.55
446499	1.00	988.00
601794	22.00	37326.74
3440902	6.00	8017.92
3868359	32.00	54680.32
3868359	6.00	8732.16
1819008	13.00	19831.24
1819008	45.00	50540.85
1819008	27.00	40137.39
1843907	4.00	7167.48
1978854	12.00	21382.20
1978854	13.00	23723.70
1978854	45.00	62518.50
2096611	24.00	34738.80
2096611	26.00	44349.76
2096611	28.00	36462.16
2106343	18.00	24161.04
2342115	22.00	29133.50
2342115	45.00	59101.20
2342115	18.00	25459.20
5535201	33.00	55228.80
5621349	4.00	6474.32
5621349	1.00	1010.09
5621349	41.00	53025.71
5976837	21.00	31258.71
34019	35.00	60435.20
66695	33.00	44595.54
66695	1.00	1241.24
2524452	34.00	52681.30
2524452	20.00	38758.80
2773829	44.00	52850.60
2773829	19.00	25201.79
2773829	11.00	17948.48
2916672	42.00	56548.38
2916672	40.00	79958.40
4161248	10.00	19339.70
4161248	19.00	26815.65
4320612	17.00	22307.57
438881	22.00	21164.66
438881	15.00	29234.55
438881	15.00	22701.30
491620	5.00	6411.35
3036614	28.00	35342.16
3036614	37.00	53963.39
906884	16.00	18995.68
4791744	29.00	47867.69
4942119	25.00	31508.00
4942119	2.00	3959.96
4942119	27.00	40028.85
5052385	2.00	3465.50
5052385	14.00	22309.98
5129313	29.00	32396.19
5129313	14.00	17981.04
5235045	19.00	27141.88
917893	39.00	74603.10
917893	44.00	64388.72
3933538	33.00	36037.98
4159620	20.00	21822.20
1176518	26.00	39899.60
1176518	40.00	71629.60
1313185	19.00	24858.27
1313185	5.00	7917.45
1313185	21.00	29556.87
1362726	36.00	55244.52
1559623	17.00	22803.63
1543201	36.00	39852.72
1543201	30.00	59218.20
1572644	18.00	28469.52
1646340	23.00	32715.20
1783749	15.00	25030.95
3123489	27.00	54564.84
3330400	2.00	2556.50
3354726	23.00	33289.74
5112389	40.00	70026.80
5112389	5.00	9254.65
5608869	40.00	40401.60
5608869	37.00	40558.66
5794178	31.00	50704.22
4791744	19.00	37011.05
4791744	16.00	21589.76
4791744	4.00	5998.32
4888039	23.00	32577.89
4888039	16.00	21414.88
1427296	46.00	89189.86
1427296	46.00	60552.10
1578944	22.00	25874.64
1578944	3.00	4690.59
1590469	11.00	20424.47
1603585	31.00	58215.21
1603585	38.00	52343.10
1620672	37.00	53743.24
1620672	30.00	37209.90
1760066	32.00	61244.48
1925447	20.00	22281.00
3368833	41.00	76786.85
3568032	13.00	16981.25
3583204	27.00	34974.72
3583204	45.00	78648.75
3588422	35.00	59559.15
3951331	10.00	12241.40
74055	35.00	58927.40
164711	15.00	16652.70
164711	34.00	59764.52
240325	10.00	11381.60
337861	26.00	30344.08
4968294	38.00	53782.92
5080485	9.00	15873.57
5104326	13.00	17256.46
5104326	10.00	11590.90
5489316	35.00	37522.80
4324037	16.00	23944.32
454791	13.00	25011.61
1037540	47.00	70292.73
1074979	14.00	19171.32
1074979	1.00	1969.90
1718016	23.00	31910.89
1718016	40.00	58778.00
1732771	1.00	929.00
1737250	47.00	55941.28
1763205	10.00	15416.20
1950947	36.00	55028.16
1953381	22.00	33517.44
2103202	8.00	9656.88
5748323	3.00	3630.54
5748323	16.00	23414.88
5748323	6.00	12101.64
5982466	23.00	35615.50
4829253	50.00	86188.50
4960614	8.00	12492.96
2014848	9.00	16711.56
2290245	1.00	1628.59
2438016	26.00	35136.92
2632326	50.00	64009.50
1252005	23.00	35180.34
1357410	47.00	94419.24
1357410	12.00	13801.92
1358113	44.00	81218.28
1358113	20.00	25667.00
1374019	39.00	38884.95
1374019	13.00	20586.41
1374019	33.00	46016.19
1597121	30.00	49670.70
1597121	48.00	56694.72
1733158	47.00	93623.06
1733158	33.00	34883.64
360067	45.00	87704.55
441696	27.00	27704.70
441696	23.00	36535.73
656674	27.00	51839.46
656674	22.00	41576.04
709665	40.00	43647.60
801249	49.00	96722.08
5323937	14.00	26458.74
5323937	31.00	56011.42
5392004	8.00	13404.80
5805349	11.00	18101.38
5811008	22.00	33449.90
1795040	9.00	13864.05
1876550	24.00	43578.48
1933572	18.00	28289.16
1982691	38.00	49148.44
2096544	20.00	30009.20
2096544	13.00	22746.62
2096544	23.00	45146.24
2261507	18.00	27351.00
2261507	3.00	3003.06
2268992	8.00	8969.20
2268992	42.00	75594.12
2369446	11.00	10758.11
2541543	3.00	4762.65
2541543	19.00	21093.23
2541543	10.00	18368.80
2581345	22.00	22948.64
2581345	21.00	35271.60
2736865	49.00	89959.10
2736865	9.00	13216.32
2826500	33.00	54340.44
2842599	41.00	39813.46
2891394	42.00	42546.42
983748	35.00	44632.00
983748	3.00	3952.08
1131267	40.00	50128.00
1267014	25.00	37037.00
1441313	18.00	28362.06
361671	49.00	74991.56
361671	45.00	70808.40
361671	29.00	32862.22
361671	31.00	40901.40
2463009	2.00	2310.24
2602208	50.00	91593.50
2814946	16.00	21428.64
1674405	30.00	38951.10
1819008	44.00	61574.92
1819008	4.00	7383.28
1843907	39.00	46537.92
1876263	40.00	45326.00
1876263	22.00	24289.32
2096611	45.00	53561.25
2106343	47.00	59938.16
2872675	1.00	1100.08
3193248	21.00	36682.59
3318789	15.00	26335.50
3480546	17.00	30818.45
3545637	15.00	27581.55
3545637	31.00	52785.25
3079554	40.00	65021.60
3079554	28.00	32734.24
3154945	40.00	64301.60
3433858	9.00	11379.06
3540450	3.00	4158.90
3431909	36.00	71133.48
3727234	32.00	31840.96
3938022	27.00	36295.29
3952544	24.00	45980.40
4328998	38.00	53367.58
3330400	32.00	50610.24
3568032	21.00	21568.68
3588422	40.00	69071.60
3909318	17.00	27788.54
3916288	8.00	12500.80
3916288	7.00	10839.99
4065153	22.00	23213.08
4065153	46.00	88914.78
4114983	5.00	8548.05
5489316	12.00	11952.24
5496967	29.00	50421.43
5779717	50.00	84988.50
5779717	19.00	36344.34
5803201	30.00	54867.00
5803201	44.00	51447.44
5987111	4.00	5297.08
106243	14.00	23515.38
360067	40.00	70070.40
2264739	42.00	65291.94
2264739	33.00	61472.07
2264739	3.00	5921.91
2592801	37.00	47814.73
2592801	37.00	43927.14
4641314	49.00	81566.87
4641314	12.00	20911.80
4958979	12.00	22894.56
4958979	15.00	26922.00
4960614	29.00	28305.74
5003462	4.00	5841.56
2708037	1.00	1585.49
2708037	1.00	1704.69
2809669	20.00	33614.00
2809669	45.00	54950.40
2809669	24.00	25296.24
675940	18.00	34613.46
709665	45.00	86076.45
846112	12.00	14905.80
1050688	43.00	52211.89
1131267	35.00	57734.60
290182	28.00	33042.80
290182	11.00	20425.90
3271333	13.00	19051.37
3271333	1.00	1569.60
3421092	36.00	41765.76
3421092	38.00	64249.64
3421092	42.00	38934.84
3562055	3.00	2871.06
3562055	19.00	19893.95
3696386	35.00	69474.30
3696386	1.00	1688.68
1616512	42.00	65333.10
1616512	25.00	41343.50
1674405	41.00	43589.15
1674405	15.00	26998.05
1819008	48.00	80289.12
1843907	6.00	10678.62
1843907	24.00	34164.24
1921698	49.00	64159.62
1468323	47.00	77160.37
1546274	34.00	58604.78
2620641	38.00	50137.58
2773829	36.00	58020.84
2916672	22.00	26314.64
2916672	9.00	15476.67
1737250	25.00	34258.50
1737250	48.00	81967.20
1876000	22.00	39310.04
2103202	13.00	24307.27
2332928	47.00	57018.05
3312867	32.00	39524.48
3312867	30.00	39758.40
5003109	40.00	78836.40
5237730	16.00	17297.44
5388740	35.00	63554.40
5388740	14.00	20250.02
5388740	42.00	65585.10
5388740	25.00	42443.00
4562949	42.00	61507.32
4562949	38.00	43514.56
4603875	9.00	9675.36
4603875	15.00	17207.70
4937380	32.00	43148.80
4937380	20.00	28987.00
4976422	3.00	5588.76
4976422	28.00	52412.64
5027840	23.00	45169.24
5027840	23.00	24910.38
5027840	34.00	47204.58
5096387	35.00	47122.25
5121954	28.00	50253.28
2369446	36.00	68537.52
2415204	27.00	34002.18
2415204	7.00	9199.82
2415204	40.00	68228.40
2541543	11.00	13664.31
2541543	29.00	36403.70
2719043	50.00	65411.50
3640352	13.00	20885.41
3934949	45.00	62616.60
4060806	45.00	84503.25
4535970	28.00	40194.56
2773829	8.00	9825.44
2958117	27.00	48108.87
2958117	4.00	4564.44
3036614	41.00	65788.19
3255588	48.00	55974.24
1275745	31.00	34849.58
1275745	12.00	12828.00
1365316	30.00	56426.70
1519395	28.00	44677.92
1519395	11.00	20171.58
1522214	42.00	54067.44
1522214	26.00	44451.94
1649920	2.00	2898.90
1649920	25.00	49374.25
1853315	6.00	10877.16
1859778	46.00	64971.32
1859778	48.00	57606.24
1883718	50.00	60913.50
1883718	6.00	10420.38
5199234	23.00	34256.89
5206016	38.00	55538.90
5206016	24.00	42475.92
5206016	37.00	64520.23
5207073	12.00	22125.48
5359271	28.00	34501.04
5621349	39.00	65271.57
5637637	44.00	45324.40
5637637	25.00	32932.00
5637637	35.00	46000.85
5791200	6.00	6690.54
3318785	4.00	6222.56
5976837	16.00	27706.88
5976837	41.00	68208.01
3640352	34.00	65752.26
608132	12.00	14042.28
608132	32.00	48465.28
869574	4.00	4564.60
869574	6.00	10696.20
869574	8.00	14022.48
3986496	21.00	27664.56
3986496	30.00	36036.00
3994567	23.00	25096.68
4084932	9.00	15414.39
4084932	16.00	26715.20
4192001	50.00	88192.00
4192001	40.00	59580.40
4208006	15.00	18634.35
4314274	6.00	6978.48
5573184	31.00	36241.79
5630020	11.00	19214.36
5630020	27.00	52025.22
5630020	37.00	60371.79
5862787	25.00	27725.25
5862787	24.00	32839.20
4702695	35.00	57703.45
2943521	21.00	30479.19
3241061	9.00	11261.25
954660	38.00	53711.86
954660	28.00	35344.12
3933538	35.00	40467.35
3933538	34.00	42134.50
2035073	14.00	23920.68
2035073	37.00	57926.83
2035073	40.00	41283.60
2205862	23.00	35456.34
2205862	20.00	29029.20
2392480	10.00	10650.60
4953319	24.00	30560.40
4953319	7.00	11029.27
4953319	25.00	43343.25
4953319	41.00	48063.07
4953319	12.00	12816.00
5262498	19.00	18602.33
5262498	33.00	56684.76
1543201	23.00	36607.72
1543201	11.00	18246.25
1543201	8.00	11026.96
1576097	5.00	8112.75
1646340	50.00	78874.00
1650627	43.00	67964.51
1783749	49.00	75925.50
1783749	24.00	46631.52
4085285	45.00	49508.10
4144037	4.00	6178.36
4144037	12.00	11748.12
2249606	25.00	35685.50
2342115	48.00	75006.72
491620	48.00	53191.68
4324961	19.00	24629.70
4794213	12.00	20924.64
4862951	29.00	41364.73
4966627	21.00	31259.34
4970980	36.00	55101.60
4970980	24.00	29811.60
4970980	46.00	57880.88
5060293	10.00	14164.40
5060293	10.00	17468.40
5926656	43.00	57078.20
31653	6.00	8498.28
3583204	29.00	45371.08
3583204	17.00	33182.98
3951331	18.00	20305.62
3951331	27.00	44081.01
4743364	49.00	76764.87
4791744	40.00	77637.20
4888039	50.00	55306.00
4888039	42.00	75043.50
4942119	42.00	52843.98
4968294	39.00	59573.28
5080485	45.00	83060.55
724805	21.00	36932.49
977125	35.00	41904.45
983748	21.00	29913.24
5534435	46.00	48028.60
5600390	12.00	19266.72
5600390	16.00	22471.52
4378720	39.00	47240.31
4378720	47.00	45261.47
4395841	44.00	84387.60
4395841	32.00	33664.00
4395841	43.00	48679.87
24322	4.00	7027.36
36422	27.00	31484.97
36422	42.00	76135.92
68579	30.00	32612.40
68579	37.00	71108.82
68579	22.00	43711.58
306439	18.00	25638.48
5293862	44.00	66201.08
5323937	9.00	13035.78
5347076	41.00	59756.27
5392004	30.00	54294.90
5392004	36.00	61803.72
5392004	10.00	17457.30
5407235	24.00	34256.64
1302596	28.00	44171.12
1664676	23.00	25349.22
1664676	42.00	44568.72
1664676	18.00	34234.38
1857794	26.00	44502.12
1857794	3.00	6068.88
1857794	26.00	53402.96
1857794	22.00	37944.28
1876263	21.00	38677.17
1876263	18.00	33874.56
1895491	30.00	55646.40
1959365	37.00	57001.46
2121571	40.00	47167.20
2121571	39.00	62305.62
2264739	44.00	58046.56
2264739	4.00	6258.04
2264739	27.00	30163.86
2408480	40.00	46723.20
2592801	29.00	45021.34
1127620	48.00	56122.08
5739076	15.00	21217.20
5805349	14.00	22099.84
5961251	48.00	81150.72
146884	7.00	9326.59
146884	46.00	46047.38
146884	4.00	8127.96
146884	46.00	80122.80
1953926	20.00	25206.20
1953926	1.00	1618.53
1953926	1.00	989.06
2081381	39.00	50710.92
2081381	12.00	11868.84
2322629	39.00	72492.03
2395876	4.00	5585.64
2403396	16.00	26667.84
2565058	22.00	33343.20
2813698	22.00	23673.10
2813698	31.00	34288.79
2813698	46.00	78688.98
5749952	39.00	62577.06
5917185	2.00	2152.26
5917185	14.00	19451.88
2755046	27.00	34700.40
2755046	32.00	60956.80
2942627	35.00	32445.00
2942627	7.00	12262.88
2983938	7.00	7414.05
4381216	41.00	76498.62
4381216	36.00	46957.32
4391456	35.00	47330.15
4391456	7.00	14055.86
4455394	36.00	56755.80
4650021	22.00	37016.98
4734019	12.00	18053.76
4734019	32.00	63069.44
4734019	19.00	27994.60
4810978	36.00	64035.72
3421092	5.00	8839.25
3421092	21.00	30503.34
3696386	27.00	35000.64
290182	14.00	16172.52
290182	18.00	21314.52
290182	22.00	44417.12
410595	3.00	4813.86
760615	22.00	34619.20
760615	18.00	23928.66
608132	21.00	35629.86
608132	31.00	31961.62
5112389	30.00	54923.40
5235045	35.00	36085.70
1176518	8.00	8616.88
1176518	46.00	48122.44
5789540	37.00	63002.49
5794178	26.00	48069.06
5794178	28.00	32934.72
5794178	12.00	15315.48
5876613	19.00	34822.44
5876613	12.00	19242.84
112964	10.00	18237.50
164711	33.00	62728.71
193030	29.00	43163.31
193030	24.00	39324.96
240325	25.00	36362.25
3252322	16.00	32111.68
3754946	28.00	39433.80
3754946	43.00	79711.25
3772225	36.00	60326.64
3772225	12.00	20936.28
3772225	26.00	42501.42
3864070	1.00	1347.27
3864070	29.00	41189.28
1718016	3.00	3147.06
1732771	34.00	33797.02
1737250	20.00	26167.40
454791	40.00	51771.60
828801	6.00	11465.94
828801	9.00	13648.05
828801	12.00	24179.88
888615	50.00	68970.00
1160903	24.00	36300.72
1275745	26.00	41119.00
1275745	45.00	80675.10
656674	46.00	50977.20
656674	6.00	7651.14
656674	49.00	85595.16
656674	20.00	29707.80
801249	27.00	41216.85
827042	21.00	32959.29
827042	39.00	62771.67
827042	10.00	10551.20
983748	1.00	1557.61
983748	27.00	35650.26
1050688	30.00	46367.10
1050688	10.00	17327.20
1131267	4.00	7363.40
2369446	9.00	10297.98
2369446	19.00	19646.95
2369446	7.00	11218.76
2369446	47.00	68354.45
2415204	49.00	73768.52
2415204	5.00	6932.10
2581345	49.00	85447.18
2736865	24.00	32024.16
2736865	13.00	17462.64
995716	14.00	24257.94
1374019	1.00	1630.55
1536067	24.00	26716.80
1163718	24.00	33106.32
1163718	31.00	42856.26
1674405	12.00	12529.08
1519395	23.00	41715.56
1519395	38.00	52678.64
1522214	43.00	60564.21
1649920	42.00	78153.18
1853315	27.00	42002.28
1859778	40.00	78039.20
1883718	14.00	20839.84
1884448	31.00	46763.19
1884448	25.00	37110.50
4259814	37.00	74183.52
4529089	16.00	29820.16
4932935	40.00	69866.80
5101668	28.00	53366.88
5314916	19.00	23906.37
5314916	14.00	12992.00
4687556	6.00	9766.32
4970980	39.00	66169.35
5060293	38.00	62193.08
5060293	39.00	62849.28
5573184	38.00	62652.12
5573184	18.00	31297.68
5650368	47.00	45733.35
1427296	34.00	66771.92
1578944	32.00	55865.60
1578944	36.00	62164.44
1578944	44.00	58802.48
1590469	30.00	34264.20
1591941	10.00	19269.90
1591941	15.00	18647.70
1591941	30.00	50423.10
1603585	35.00	58436.70
1603585	8.00	13533.44
1760066	5.00	7427.65
1775687	1.00	1393.35
774304	43.00	49067.30
5926656	15.00	20166.60
5926656	37.00	47663.77
5926656	11.00	19666.57
5926656	35.00	62013.35
5971713	13.00	16865.81
31653	12.00	16757.76
135943	37.00	72518.52
223687	22.00	33562.32
410660	46.00	82420.04
410660	11.00	17617.16
1597121	44.00	59852.76
1597121	8.00	11483.44
1733158	48.00	65153.76
1876550	31.00	39935.44
1876550	28.00	40415.20
1884806	4.00	7287.00
1933572	47.00	82758.07
1982691	26.00	43515.94
2046658	1.00	1214.15
2096544	31.00	53128.11
2842599	32.00	41127.04
2891394	19.00	34232.30
2916320	27.00	32350.05
3079554	4.00	6594.32
3079554	27.00	31242.24
3433858	30.00	36904.20
3433858	42.00	40952.10
954660	46.00	51851.66
1468323	30.00	30812.10
1546274	45.00	72792.45
1546274	29.00	53559.81
2205862	3.00	3853.11
2379907	17.00	30885.09
2392480	40.00	47208.80
2392480	4.00	5393.04
2392480	10.00	11812.60
2643777	36.00	65368.80
2643777	1.00	1707.68
2671008	25.00	33234.00
714625	46.00	67231.30
724805	36.00	44795.52
724805	22.00	33978.56
724805	10.00	11622.10
977125	50.00	80478.50
977125	38.00	65005.08
977125	21.00	37985.64
3640352	8.00	11835.28
3640352	34.00	45125.82
3804452	31.00	62183.21
1737250	24.00	39183.60
1876000	46.00	41768.00
1876000	14.00	13468.14
1959075	27.00	30784.86
1959075	49.00	72201.50
1975937	11.00	20800.56
1302596	19.00	35661.10
1420035	24.00	30174.48
1574022	21.00	39477.69
1651463	40.00	45969.60
1664676	47.00	57487.11
1664676	7.00	9150.89
1774689	10.00	13824.00
2351813	20.00	24323.60
2561285	5.00	5055.10
2561285	35.00	47960.50
2719043	26.00	40758.90
4702695	24.00	44444.88
4702695	13.00	16449.16
4702695	15.00	19578.45
2488771	50.00	55302.50
2488771	47.00	53819.70
2488771	1.00	1083.05
2602208	34.00	54725.04
2602208	49.00	82009.83
2602208	43.00	65126.94
2720773	18.00	29007.18
2720773	39.00	73709.22
2720773	14.00	21034.44
2720773	1.00	1011.09
2720773	34.00	48803.60
1838375	41.00	61926.81
1857794	34.00	66942.26
1857794	37.00	61186.16
1953926	47.00	79929.61
2081381	34.00	43225.56
2322629	46.00	58568.58
2322629	41.00	60244.58
2395876	3.00	5354.37
2403396	9.00	12909.24
2403396	14.00	17614.38
2403396	5.00	6181.55
3318785	47.00	92114.36
3318785	45.00	75721.95
3330881	15.00	20991.15
3640352	19.00	22270.47
4968129	34.00	50985.04
5101668	7.00	7294.56
5101668	34.00	39174.80
5388740	3.00	3552.45
5406599	8.00	9642.08
2565058	9.00	13792.86
2565058	39.00	59611.11
2630562	45.00	56166.30
2630562	39.00	53913.99
2789703	45.00	61979.85
2806528	44.00	74303.68
2942627	40.00	48925.20
2983938	44.00	50254.60
4324961	17.00	31702.79
1895491	21.00	27600.72
1895491	47.00	80730.02
1895491	32.00	29984.96
1978854	34.00	60442.82
2096611	5.00	7392.00
2096611	27.00	26271.81
2501219	1.00	1856.76
2705092	41.00	63859.96
3012964	12.00	20481.12
1925447	8.00	7496.16
3354726	39.00	70932.03
3419044	19.00	27253.03
5749952	32.00	42411.20
4128289	10.00	17126.90
4164579	4.00	4616.88
4378720	2.00	3767.68
4516484	31.00	45303.09
4516484	19.00	28358.07
4516484	25.00	41441.50
4516484	25.00	46797.00
4569348	43.00	67710.38
2604326	44.00	77825.44
2620641	28.00	35905.80
2773829	7.00	6944.07
2773829	39.00	74248.59
2958117	2.00	2820.70
2958117	14.00	22379.14
2948996	32.00	53271.68
3193248	34.00	53501.38
3193248	23.00	42843.48
3401094	48.00	50209.92
3480546	13.00	13741.39
3211909	4.00	4928.68
3211909	35.00	36754.55
3217060	31.00	45338.43
3217060	24.00	42404.16
3247714	10.00	15414.80
3247714	35.00	48664.00
3394118	1.00	1346.36
3514688	28.00	55409.48
3255588	20.00	33054.00
3918433	18.00	33152.40
3947046	39.00	49700.04
3993184	35.00	55672.40
4059748	17.00	29046.37
4259814	26.00	48874.80
4259814	13.00	22772.23
3545637	46.00	69478.86
3938053	8.00	15439.44
3940897	3.00	3918.75
4099329	42.00	49695.24
4363712	38.00	72421.92
4363712	1.00	1243.25
4625152	22.00	41290.04
4625152	36.00	39714.48
4872388	45.00	79235.10
1894087	23.00	35111.11
2073893	26.00	30423.90
2073893	23.00	31402.36
2248546	36.00	41330.52
290182	50.00	102749.50
290182	22.00	35389.20
322501	17.00	30614.11
410595	29.00	45226.37
2528931	16.00	26424.80
2528931	21.00	23143.26
2528931	40.00	46289.20
2872675	50.00	92088.00
2872675	3.00	3876.99
3217060	42.00	74457.60
3252322	13.00	23396.49
3252322	46.00	64558.70
3499620	34.00	44005.86
3514688	38.00	51088.72
3514688	8.00	14061.76
2589862	30.00	53120.40
2738817	40.00	77477.20
2738817	38.00	39333.80
2738817	37.00	60738.46
4604864	47.00	88404.65
4720422	26.00	41170.74
4794213	37.00	52662.84
4794213	6.00	7988.16
4794213	41.00	52741.17
4794213	11.00	21614.12
5101668	44.00	72010.40
5101668	46.00	91121.40
5279264	20.00	32190.60
3358691	26.00	53403.22
5314916	13.00	15928.25
5348804	33.00	56290.41
5373091	8.00	7528.16
5692003	12.00	14738.76
5715522	5.00	5760.35
90019	6.00	8823.30
90019	17.00	20231.70
3815718	33.00	39145.59
3815718	14.00	19086.76
3815718	44.00	74216.12
3851905	48.00	85671.84
3995111	25.00	30077.75
4216389	4.00	6522.80
3139556	12.00	22187.28
3326466	45.00	65675.70
3326466	20.00	38897.40
3368547	44.00	77694.32
3431909	29.00	35094.06
3504453	25.00	41063.50
3504453	6.00	8918.70
3671879	37.00	42630.66
3692388	15.00	26037.00
5885190	33.00	42086.88
5885190	48.00	92447.52
5980134	12.00	14343.24
210945	27.00	39970.80
430243	23.00	30941.67
449031	41.00	77936.08
681730	7.00	10517.36
849831	44.00	42064.44
854375	47.00	51655.35
854375	3.00	4948.77
854375	16.00	23544.48
854375	9.00	11621.88
4382212	13.00	23085.40
4382212	16.00	18483.36
4584001	42.00	42212.10
4584001	2.00	3207.24
4724485	26.00	38336.48
4764547	31.00	55853.32
4764547	45.00	87254.10
4764547	6.00	7351.26
4839942	3.00	4251.96
3946786	2.00	2818.70
3952544	5.00	8017.70
3994567	19.00	29668.31
3994567	17.00	22973.63
4188902	36.00	48795.48
4188902	21.00	21947.52
4208006	12.00	19435.92
4208006	32.00	38278.08
4254181	35.00	51013.55
4254181	12.00	20240.28
4254181	41.00	70837.75
4314274	49.00	61603.29
4314274	17.00	20727.42
537219	18.00	20540.34
655010	11.00	20403.68
655010	36.00	42273.00
663840	31.00	42014.30
663840	20.00	29088.20
954660	50.00	89791.00
943270	17.00	25456.14
943270	26.00	43593.16
1226497	32.00	49937.60
1469089	42.00	68525.94
5237284	50.00	63063.00
5378496	30.00	54863.70
5466434	18.00	20523.60
5466434	11.00	14665.75
5496389	1.00	1115.13
5496389	45.00	57211.20
4953319	37.00	54704.13
1120898	27.00	52620.57
1186787	4.00	6774.64
1186787	21.00	23900.94
1186787	13.00	25440.09
1769315	37.00	61074.05
1991461	45.00	65810.25
2137510	40.00	74791.60
5636773	32.00	37955.52
5787300	25.00	40691.00
161892	36.00	43134.12
5600390	35.00	52270.05
2396803	48.00	61882.56
2501219	16.00	17856.96
2705092	19.00	36954.05
2705092	17.00	21119.27
2705092	39.00	66132.30
2788581	9.00	16818.93
417280	30.00	31680.00
417280	14.00	22071.42
576263	13.00	16513.90
1876000	21.00	27244.56
1959075	5.00	8658.80
1959075	37.00	49368.36
1959075	24.00	30436.08
9154	40.00	51129.20
36422	37.00	59257.35
36422	14.00	23501.52
36422	9.00	8325.00
36422	27.00	30109.32
68579	18.00	34142.76
68579	23.00	42592.55
3084997	27.00	55780.92
3217060	50.00	47901.50
3247714	44.00	65230.44
3394118	23.00	35040.27
1046082	28.00	29681.68
1046082	39.00	77293.32
1066274	19.00	23734.04
1072832	26.00	37451.96
1218950	47.00	90137.54
2351813	27.00	32920.56
2561285	15.00	25451.40
2678819	12.00	20395.32
2678819	40.00	50246.40
2719043	23.00	30572.98
2719043	12.00	14631.48
2719043	40.00	62700.80
2825158	39.00	59491.77
5076133	41.00	45963.87
5476355	14.00	19437.74
5476355	35.00	49467.95
3772225	46.00	70221.76
3772225	4.00	4408.36
4060806	14.00	18049.36
4060806	33.00	38122.26
4259814	41.00	75597.03
3625088	17.00	23568.29
3631968	38.00	48115.60
3631968	24.00	38726.64
3631968	30.00	57865.80
3742659	29.00	35037.80
3851905	30.00	33991.80
3995111	16.00	21302.40
4072832	33.00	61903.05
4328998	7.00	13719.02
4328998	39.00	73080.15
4328998	47.00	90185.48
4328998	32.00	40134.08
4391456	44.00	86720.92
4391456	8.00	10531.28
4764293	37.00	49145.62
4810978	36.00	55063.08
4810978	23.00	34625.81
5862787	46.00	63263.34
4932935	14.00	23584.82
4932935	45.00	74234.70
4950721	17.00	16575.51
4960323	6.00	8504.82
4960323	13.00	19741.67
5202403	6.00	9363.36
5314916	1.00	1737.64
5314916	12.00	19422.84
5348804	42.00	68110.98
5372992	29.00	32222.48
4216389	12.00	23794.80
4216389	5.00	7432.70
4477568	1.00	1161.23
4477568	19.00	17423.19
4584001	39.00	75461.10
4724485	28.00	30296.28
4724485	11.00	17011.72
4764547	7.00	12072.83
4764547	1.00	1294.23
4764547	45.00	78470.10
5093856	40.00	52692.00
5112389	2.00	2756.82
5414466	43.00	59311.62
360067	37.00	45631.36
441696	18.00	22072.68
450533	28.00	53755.52
724805	9.00	15279.03
801249	11.00	19313.80
801249	23.00	44480.85
801249	10.00	20259.90
801249	36.00	69911.64
827042	30.00	38196.60
5569156	40.00	64064.80
5569156	31.00	58278.76
5569156	21.00	38088.33
5692003	9.00	13107.24
5693440	6.00	9188.82
5693440	5.00	7917.60
5847456	32.00	31296.64
120160	18.00	20414.70
5237284	13.00	17347.20
5241223	43.00	55393.03
5608869	12.00	16156.68
5608869	46.00	56962.26
5789540	21.00	35818.65
5789540	48.00	57992.16
5789540	35.00	68494.30
5794178	37.00	42409.77
5794178	42.00	69285.72
5876613	16.00	32975.36
5876613	50.00	99747.00
5876613	30.00	58588.50
5975365	4.00	7623.36
5975365	48.00	74378.40
74055	34.00	37166.42
74055	8.00	11964.32
74055	50.00	98896.50
74055	42.00	65248.26
88128	37.00	56852.35
164711	38.00	51694.82
164711	38.00	72463.72
1163718	1.00	1910.87
1302596	17.00	20897.08
1302596	17.00	21390.42
1302596	19.00	23392.80
193030	49.00	97067.53
193030	21.00	37205.70
337861	49.00	62442.66
337861	40.00	68588.80
337861	1.00	1377.45
605441	46.00	89648.48
5496389	13.00	18841.55
5496389	14.00	22085.14
5533287	36.00	43349.76
5787300	39.00	38416.95
52263	27.00	54483.84
1876263	31.00	36305.65
1978854	21.00	26150.04
1978854	10.00	19629.30
1978854	28.00	39661.44
828801	24.00	25728.96
888615	46.00	66534.40
888615	40.00	78676.80
1247233	43.00	46400.01
1353314	50.00	59705.00
1353314	14.00	21666.68
1353314	37.00	55670.20
1374019	42.00	71972.46
5650368	50.00	58754.50
5650368	8.00	10514.88
5715522	13.00	24282.31
5715522	6.00	7579.62
5790119	23.00	28894.67
5926656	20.00	41259.80
5971713	9.00	9171.63
31653	33.00	31416.33
135943	37.00	54668.98
223687	28.00	29543.36
223687	47.00	62432.45
760615	45.00	85401.00
760615	29.00	38114.99
1120898	17.00	33234.83
1120898	47.00	56785.40
1166336	2.00	2454.64
2023140	30.00	36547.80
2023140	37.00	51075.91
2177348	31.00	47447.05
3933538	37.00	67073.97
4009575	42.00	43009.26
4150085	47.00	68406.15
4150085	27.00	36404.10
4150085	25.00	35885.50
3318785	4.00	3956.00
3330881	40.00	65749.60
3330881	33.00	47533.20
