c0	c1	c2	c3	c4	c5	c0	c1	c2	c3	c4	c5	c0	c1	c2	c3	c4	c5	c0	c1	c2	c3	c4	c5	c0	c1	c2	c3	c4	c5
NULL	NULL	NULL	NULL	NULL	NULL	213	1014	2021	3034	4041	9032	316	1016	2026	3036	4041	9063	NULL	NULL	NULL	NULL	NULL	NULL	511	1010	2020	3030	4041	9015
NULL	NULL	NULL	NULL	NULL	NULL	213	1014	2021	3034	4041	9032	317	1016	2026	3031	4041	973	NULL	NULL	NULL	NULL	NULL	NULL	511	1010	2020	3030	4041	9015
NULL	NULL	NULL	NULL	NULL	NULL	215	1014	2021	3034	4041	9052	311	1016	2021	3031	4041	9013	NULL	NULL	NULL	NULL	NULL	NULL	511	1010	2020	3030	4041	9015
NULL	NULL	NULL	NULL	NULL	NULL	215	1014	2021	3034	4041	9052	313	1016	2021	3036	4041	9033	NULL	NULL	NULL	NULL	NULL	NULL	511	1010	2020	3030	4041	9015
NULL	NULL	NULL	NULL	NULL	NULL	215	1014	2021	3034	4041	9052	316	1016	2026	3036	4041	9063	NULL	NULL	NULL	NULL	NULL	NULL	511	1010	2020	3030	4041	9015
NULL	NULL	NULL	NULL	NULL	NULL	215	1014	2021	3034	4041	9052	317	1016	2026	3031	4041	973	NULL	NULL	NULL	NULL	NULL	NULL	511	1010	2020	3030	4041	9015
NULL	NULL	NULL	NULL	NULL	NULL	216	1014	2021	3031	4041	9062	311	1016	2021	3031	4041	9013	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
NULL	NULL	NULL	NULL	NULL	NULL	216	1014	2021	3031	4041	9062	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
NULL	NULL	NULL	NULL	NULL	NULL	216	1014	2021	3031	4041	9062	313	1016	2021	3036	4041	9033	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
NULL	NULL	NULL	NULL	NULL	NULL	216	1014	2021	3031	4041	9062	313	1016	2021	3036	4041	9033	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
NULL	NULL	NULL	NULL	NULL	NULL	216	1014	2021	3031	4041	9062	316	1016	2026	3036	4041	9063	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
NULL	NULL	NULL	NULL	NULL	NULL	216	1014	2021	3031	4041	9062	316	1016	2026	3036	4041	9063	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
NULL	NULL	NULL	NULL	NULL	NULL	216	1014	2021	3031	4041	9062	317	1016	2026	3031	4041	973	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
NULL	NULL	NULL	NULL	NULL	NULL	216	1014	2021	3031	4041	9062	317	1016	2026	3031	4041	973	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
NULL	NULL	NULL	NULL	NULL	NULL	217	1014	2024	3031	4041	972	311	1016	2021	3031	4041	9013	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
NULL	NULL	NULL	NULL	NULL	NULL	217	1014	2024	3031	4041	972	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
NULL	NULL	NULL	NULL	NULL	NULL	217	1014	2024	3031	4041	972	313	1016	2021	3036	4041	9033	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
NULL	NULL	NULL	NULL	NULL	NULL	217	1014	2024	3031	4041	972	313	1016	2021	3036	4041	9033	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
NULL	NULL	NULL	NULL	NULL	NULL	217	1014	2024	3031	4041	972	316	1016	2026	3036	4041	9063	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
NULL	NULL	NULL	NULL	NULL	NULL	217	1014	2024	3031	4041	972	316	1016	2026	3036	4041	9063	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
NULL	NULL	NULL	NULL	NULL	NULL	217	1014	2024	3031	4041	972	317	1016	2026	3031	4041	973	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
NULL	NULL	NULL	NULL	NULL	NULL	217	1014	2024	3031	4041	972	317	1016	2026	3031	4041	973	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
NULL	NULL	NULL	NULL	NULL	NULL	218	1014	2024	3034	4041	982	311	1016	2021	3031	4041	9013	NULL	NULL	NULL	NULL	NULL	NULL	511	1010	2020	3030	4041	9015
NULL	NULL	NULL	NULL	NULL	NULL	218	1014	2024	3034	4041	982	313	1016	2021	3036	4041	9033	NULL	NULL	NULL	NULL	NULL	NULL	511	1010	2020	3030	4041	9015
NULL	NULL	NULL	NULL	NULL	NULL	218	1014	2024	3034	4041	982	316	1016	2026	3036	4041	9063	NULL	NULL	NULL	NULL	NULL	NULL	511	1010	2020	3030	4041	9015
NULL	NULL	NULL	NULL	NULL	NULL	218	1014	2024	3034	4041	982	317	1016	2026	3031	4041	973	NULL	NULL	NULL	NULL	NULL	NULL	511	1010	2020	3030	4041	9015
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	21	31	41	91	1	1	21	31	41	92	1	1	21	31	41	93	1	1	21	31	41	94	1	1	21	31	41	95
c0	c1	c2	c3	c4	c5	c0	c1	c2	c3	c4	c5	c0	c1	c2	c3	c4	c5	c0	c1	c2	c3	c4	c5	c0	c1	c2	c3	c4	c5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	21	31	41	91	1	1	21	31	41	92	1	1	21	31	41	93	1	1	21	31	41	94	1	1	21	31	41	95
2	2	22	32	42	52	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
11	101	202	302	402	901	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
12	102	201	302	402	901	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
13	102	202	301	402	901	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
14	102	202	302	401	901	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
111	1012	2021	3032	4042	9011	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
112	1012	2022	3031	4042	9021	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
113	1012	2022	3032	4041	9031	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
114	1012	2021	3031	4042	9041	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
115	1012	2021	3032	4041	9051	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
116	1012	2022	3031	4041	9061	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
117	1012	2021	3031	4041	971	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
c0	c1	c2	c3	c4	c5	c0	c1	c2	c3	c4	c5	c0	c1	c2	c3	c4	c5	c0	c1	c2	c3	c4	c5	c0	c1	c2	c3	c4	c5
NULL	NULL	NULL	NULL	NULL	NULL	2	4	24	34	44	54	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	NULL	NULL	NULL	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	NULL	NULL	NULL	14	104	204	304	401	902	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	NULL	NULL	NULL	21	101	204	304	404	902	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	NULL	NULL	NULL	22	104	201	304	404	902	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	NULL	NULL	NULL	23	104	204	301	404	902	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	NULL	NULL	NULL	217	1014	2024	3031	4041	972	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	NULL	NULL	NULL	218	1014	2024	3034	4041	982	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	NULL	NULL	NULL	219	1014	2024	3031	4044	992	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	21	31	41	91	1	1	21	31	41	92	1	1	21	31	41	93	1	1	21	31	41	94	1	1	21	31	41	95
115	1012	2021	3032	4041	9051	211	1014	2021	3034	4044	9012	311	1016	2021	3031	4041	9013	NULL	NULL	NULL	NULL	NULL	NULL	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	211	1014	2021	3034	4044	9012	312	1016	2021	3031	4046	9023	NULL	NULL	NULL	NULL	NULL	NULL	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	211	1014	2021	3034	4044	9012	313	1016	2021	3036	4041	9033	NULL	NULL	NULL	NULL	NULL	NULL	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	211	1014	2021	3034	4044	9012	314	1016	2021	3036	4046	9043	NULL	NULL	NULL	NULL	NULL	NULL	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	212	1014	2021	3031	4044	9022	311	1016	2021	3031	4041	9013	NULL	NULL	NULL	NULL	NULL	NULL	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	212	1014	2021	3031	4044	9022	312	1016	2021	3031	4046	9023	NULL	NULL	NULL	NULL	NULL	NULL	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	212	1014	2021	3031	4044	9022	313	1016	2021	3036	4041	9033	NULL	NULL	NULL	NULL	NULL	NULL	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	212	1014	2021	3031	4044	9022	314	1016	2021	3036	4046	9043	NULL	NULL	NULL	NULL	NULL	NULL	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	213	1014	2021	3034	4041	9032	311	1016	2021	3031	4041	9013	NULL	NULL	NULL	NULL	NULL	NULL	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	213	1014	2021	3034	4041	9032	312	1016	2021	3031	4046	9023	NULL	NULL	NULL	NULL	NULL	NULL	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	213	1014	2021	3034	4041	9032	313	1016	2021	3036	4041	9033	NULL	NULL	NULL	NULL	NULL	NULL	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	213	1014	2021	3034	4041	9032	314	1016	2021	3036	4046	9043	NULL	NULL	NULL	NULL	NULL	NULL	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	214	1014	2021	3031	4044	9042	311	1016	2021	3031	4041	9013	NULL	NULL	NULL	NULL	NULL	NULL	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	214	1014	2021	3031	4044	9042	312	1016	2021	3031	4046	9023	NULL	NULL	NULL	NULL	NULL	NULL	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	214	1014	2021	3031	4044	9042	313	1016	2021	3036	4041	9033	NULL	NULL	NULL	NULL	NULL	NULL	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	214	1014	2021	3031	4044	9042	314	1016	2021	3036	4046	9043	NULL	NULL	NULL	NULL	NULL	NULL	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	215	1014	2021	3034	4041	9052	311	1016	2021	3031	4041	9013	NULL	NULL	NULL	NULL	NULL	NULL	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	215	1014	2021	3034	4041	9052	312	1016	2021	3031	4046	9023	NULL	NULL	NULL	NULL	NULL	NULL	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	215	1014	2021	3034	4041	9052	313	1016	2021	3036	4041	9033	NULL	NULL	NULL	NULL	NULL	NULL	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	215	1014	2021	3034	4041	9052	314	1016	2021	3036	4046	9043	NULL	NULL	NULL	NULL	NULL	NULL	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	216	1014	2021	3031	4041	9062	311	1016	2021	3031	4041	9013	NULL	NULL	NULL	NULL	NULL	NULL	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	216	1014	2021	3031	4041	9062	312	1016	2021	3031	4046	9023	NULL	NULL	NULL	NULL	NULL	NULL	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	216	1014	2021	3031	4041	9062	313	1016	2021	3036	4041	9033	NULL	NULL	NULL	NULL	NULL	NULL	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	216	1014	2021	3031	4041	9062	314	1016	2021	3036	4046	9043	NULL	NULL	NULL	NULL	NULL	NULL	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	211	1014	2021	3034	4044	9012	311	1016	2021	3031	4041	9013	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	211	1014	2021	3034	4044	9012	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	211	1014	2021	3034	4044	9012	312	1016	2021	3031	4046	9023	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	211	1014	2021	3034	4044	9012	312	1016	2021	3031	4046	9023	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	211	1014	2021	3034	4044	9012	313	1016	2021	3036	4041	9033	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	211	1014	2021	3034	4044	9012	313	1016	2021	3036	4041	9033	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	211	1014	2021	3034	4044	9012	314	1016	2021	3036	4046	9043	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	211	1014	2021	3034	4044	9012	314	1016	2021	3036	4046	9043	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	212	1014	2021	3031	4044	9022	311	1016	2021	3031	4041	9013	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	212	1014	2021	3031	4044	9022	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	212	1014	2021	3031	4044	9022	312	1016	2021	3031	4046	9023	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	212	1014	2021	3031	4044	9022	312	1016	2021	3031	4046	9023	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	212	1014	2021	3031	4044	9022	313	1016	2021	3036	4041	9033	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	212	1014	2021	3031	4044	9022	313	1016	2021	3036	4041	9033	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	212	1014	2021	3031	4044	9022	314	1016	2021	3036	4046	9043	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	212	1014	2021	3031	4044	9022	314	1016	2021	3036	4046	9043	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	213	1014	2021	3034	4041	9032	311	1016	2021	3031	4041	9013	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	213	1014	2021	3034	4041	9032	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	213	1014	2021	3034	4041	9032	312	1016	2021	3031	4046	9023	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	213	1014	2021	3034	4041	9032	312	1016	2021	3031	4046	9023	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	213	1014	2021	3034	4041	9032	313	1016	2021	3036	4041	9033	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	213	1014	2021	3034	4041	9032	313	1016	2021	3036	4041	9033	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	213	1014	2021	3034	4041	9032	314	1016	2021	3036	4046	9043	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	213	1014	2021	3034	4041	9032	314	1016	2021	3036	4046	9043	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	214	1014	2021	3031	4044	9042	311	1016	2021	3031	4041	9013	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	214	1014	2021	3031	4044	9042	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	214	1014	2021	3031	4044	9042	312	1016	2021	3031	4046	9023	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	214	1014	2021	3031	4044	9042	312	1016	2021	3031	4046	9023	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	214	1014	2021	3031	4044	9042	313	1016	2021	3036	4041	9033	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	214	1014	2021	3031	4044	9042	313	1016	2021	3036	4041	9033	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	214	1014	2021	3031	4044	9042	314	1016	2021	3036	4046	9043	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	214	1014	2021	3031	4044	9042	314	1016	2021	3036	4046	9043	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	215	1014	2021	3034	4041	9052	311	1016	2021	3031	4041	9013	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	215	1014	2021	3034	4041	9052	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	215	1014	2021	3034	4041	9052	312	1016	2021	3031	4046	9023	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	215	1014	2021	3034	4041	9052	312	1016	2021	3031	4046	9023	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	215	1014	2021	3034	4041	9052	313	1016	2021	3036	4041	9033	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	215	1014	2021	3034	4041	9052	313	1016	2021	3036	4041	9033	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	215	1014	2021	3034	4041	9052	314	1016	2021	3036	4046	9043	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	215	1014	2021	3034	4041	9052	314	1016	2021	3036	4046	9043	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	216	1014	2021	3031	4041	9062	311	1016	2021	3031	4041	9013	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	216	1014	2021	3031	4041	9062	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	216	1014	2021	3031	4041	9062	312	1016	2021	3031	4046	9023	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	216	1014	2021	3031	4041	9062	312	1016	2021	3031	4046	9023	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	216	1014	2021	3031	4041	9062	313	1016	2021	3036	4041	9033	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	216	1014	2021	3031	4041	9062	313	1016	2021	3036	4041	9033	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	216	1014	2021	3031	4041	9062	314	1016	2021	3036	4046	9043	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	216	1014	2021	3031	4041	9062	314	1016	2021	3036	4046	9043	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
c0	c1	c2	c3	c4	c5	c0	c1	c2	c3	c4	c5	c0	c1	c2	c3	c4	c5	c0	c1	c2	c3	c4	c5	c0	c1	c2	c3	c4	c5
NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	10	30	40	50	60
NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	51	101	210	310	410	905
NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	52	110	201	310	410	905
NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53	110	210	301	410	905
NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	54	110	210	310	401	905
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	21	31	41	91	1	1	21	31	41	92	1	1	21	31	41	93	1	1	21	31	41	94	1	1	21	31	41	95
112	1012	2022	3031	4042	9021	211	1014	2021	3034	4044	9012	311	1016	2021	3031	4041	9013	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
112	1012	2022	3031	4042	9021	211	1014	2021	3034	4044	9012	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
112	1012	2022	3031	4042	9021	212	1014	2021	3031	4044	9022	311	1016	2021	3031	4041	9013	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
112	1012	2022	3031	4042	9021	212	1014	2021	3031	4044	9022	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
112	1012	2022	3031	4042	9021	213	1014	2021	3034	4041	9032	311	1016	2021	3031	4041	9013	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
112	1012	2022	3031	4042	9021	213	1014	2021	3034	4041	9032	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
112	1012	2022	3031	4042	9021	214	1014	2021	3031	4044	9042	311	1016	2021	3031	4041	9013	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
112	1012	2022	3031	4042	9021	214	1014	2021	3031	4044	9042	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
112	1012	2022	3031	4042	9021	215	1014	2021	3034	4041	9052	311	1016	2021	3031	4041	9013	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
112	1012	2022	3031	4042	9021	215	1014	2021	3034	4041	9052	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
112	1012	2022	3031	4042	9021	216	1014	2021	3031	4041	9062	311	1016	2021	3031	4041	9013	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
112	1012	2022	3031	4042	9021	216	1014	2021	3031	4041	9062	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
114	1012	2021	3031	4042	9041	211	1014	2021	3034	4044	9012	311	1016	2021	3031	4041	9013	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
114	1012	2021	3031	4042	9041	211	1014	2021	3034	4044	9012	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
114	1012	2021	3031	4042	9041	212	1014	2021	3031	4044	9022	311	1016	2021	3031	4041	9013	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
114	1012	2021	3031	4042	9041	212	1014	2021	3031	4044	9022	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
